name,cb_desc,cb_id
loews-corporation,"Loews Corporation is focused on creating superior long-term returns for shareholders through a unique structure of diversified public and non-public holdings. Today, Loews is made up of five principal subsidiaries: CNA Financial Corporation, Diamond Offshore Drilling, Inc., HighMount Exploration and Production, Boardwalk Pipeline Partners and Loews Hotels & Resorts.",loews-corp
lyondellbasell,"LyondellBasell (NYSE: LYB) is one of the world»s largest plastics, chemicals and refining companies and a member of the S&P 500 Index. With operations on five continents, they are major global manufacturer of ethylene, polyethylene, propylene, polypropylene, propylene oxide, oxygenated fuels and acetyls.",lyondellbasell-industries
mt-bank,"M&T Bank traces its origins to the founding of Manufacturers and Traders Bank in Buffalo, New York. As a result of mergers, acquisitions and name changes, M&T Bank Corporation's principal bank is now known as Manufacturers and Traders Trust Company, or M&T Bank. M&T Bank reorganized under a bank holding company in 1969 called First Empire State Corporation. The name was changed in 1998 to M&T Bank Corporation, whose common stock is listed on the New York Stock Exchange and trades under the symbol ""MTB.""M&T Bank Corporation had $123 billion in assets as of December 31, 2015, and is one of the 20 largest commercial bank holding companies in the U.S. M&T Bank has over 800 domestic branches & over 1,500 ATM's across New York, Maryland, New Jersey, Pennsylvania, Delaware, Connecticut, Virginia, West Virginia, and Washington D.C.",m-t-bank
m.a.c.,"Mac is a series of personal computers designed, developed, and marketed by Apple Inc. It has a range of all-in-one Macintosh desktop computers and has been the primary part of Apple»s consumer desktop offerings since its debut.Mac also includes portable devices, desktop computers, and OS servers. It was launched in 1984 by Steve Jobs.",mac
markel-corporation,"Markel Corporation (NYSE  MKL) is a holding company based in Richmond, Virginia. Markel is listed on the NYSE and trades under the ticker symbol MKL. Founded in 1930, Markel underwrites customized insurance products. Insurance segments include Markel Wholesale, Global Insurance, Markel Specialty, Global Reinsurance, and Markel International (including Syndicate 3000, Markel International Insurance Company Limited, and Markel Resseguradora do Brasil S.A.). Markel Ventures, a subsidiary that makes strategic investments in companies outside of the insurance marketplace, is another important component of our business.",markel-corporation
mastercard,"MasterCard provides payment processing products and solutions, and related consulting services.",mastercard
max-factor,"Max Factor is a brand with a strong heritage rooted in make-up artistry. It was founded over one hundred years ago by Mr Max Factor, a leading make-up artist with a passion for creating innovative products that enabled women to achieve their glamour potential.They believe that with the right products and make-up artistry skills any woman can be glamorous.",max-factor
maytag,"Maytag Corporation is a home and commercial brand that engages in the manufacturing and supply of home appliances. It provides front load washers, top load washers, dryers, laundry pairs, laundry pedestals, accessories, refrigerators, wall ovens, cooktops, hoods, microwaves, dishwashers and kitchen cleaning products, air filters, central heating and cooling products, irons, and vacuums.Maytag Corporation was founded in 1893 and it is headquartered in the United States. The company was acquired by Whirlpool on August 22, 2005.",maytag-corporation
mckesson,"McKesson Corporation provides medicines, pharmaceutical supplies, information and care management products and services across the healthcare industry. The Company operates in two segments. The McKesson Distribution Solutions segment delivers ethical drugs, medical-surgical supplies and equipment and health and beauty care products throughout North America. This segment also provides specialty pharmaceutical solutions for biotech and pharmaceutical manufacturers, sells financial, operational and clinical solutions for pharmacies (retail, hospital, long-term care) and provides consulting, outsourcing and other services. The McKesson Technology Solutions segment delivers enterprise-wide clinical, patient care, financial, supply chain, strategic management and software solutions. In July 2011, the Company acquired Portico Systems from Safeguard Scientifics, Inc. On March 25, 2012, it acquired the independent banner and franchise businesses of Katz Group Canada Inc.McKesson Distribution Solutions delivers pharmaceuticals to retail pharmacies and institutional providers like hospitals and health systems. They operate pharmaceutical distribution centers across the country, serving customers in all 50 states. They also deliver a comprehensive offering of health care products, technology, equipment and related services to the alternate site market, including physician offices, surgery centers, long-term care facilities and home care businesses across the country. McKesson is currently the largest pharmaceutical distributor in North America. McKesson also operates McKesson Canada and has an equity holding in Nadro, a leading distributor in Mexico.",mckesson
medtronic,"Medtronic, Inc. (www.medtronic.com), headquartered in Minneapolis, is the global leader in medical technology  alleviating pain, restoring health and extending life for millions of people around the world.Medtronic is the world»s largest medical technology company, offering an unprecedented breadth and depth of innovative therapies to fulfill our Mission of alleviating pain, restoring health, and extending life. Last year, more than 10 million people benefited from our medical therapies, which treat cardiac and vascular diseases, diabetes, and neurological and musculoskeletal conditions.",medtronic
mercedes-benz,"Mercedes-Benz USA (MBUSA) is an automobile manufacturer that sells sedans, coupes, SUVs and wagons, convertibles and roadsters, hybrid and electric cars, and car accessories.Mercedes-Benz USA was founded by Carlos Martí_nez Lizíçn in 1883 and is headquartered in New Jersey, United States. It is a division of Daimler, an automobile company based in Baden-Wurttemberg, Germany.",mercedes-benz
merck,"Merck & Co., Inc. (NYSE: MRK), d.b.a. Merck Sharp & Dohme, MSD outside the United States and Canada, is an American pharmaceutical company and is one of the largest pharmaceutical companies in the world. Merck headquarters is currently located in Whitehouse Station, New Jersey, though in 2013 the company announced it would be relocating to Kenilworth, New Jersey by 2015. The company was established in 1891 as the United States subsidiary of the German company now known as Merck KGaA. Merck & Co. was confiscated by the US government during World War I and subsequently established as an independent American company. It is currently one of the world's seven largest pharmaceutical companies by market capitalization and revenue.Merck also publishes The Merck Manuals, a series of medical reference books for physicians, nurses, and technicians. These include the Merck Manual of Diagnosis and Therapy, the world's best-selling medical textbook, and the Merck Index, a compendium of chemical compounds.In 2012 the company received the ""Facility of the Year""-Category Winner for Facility Integration Award for the Vaccine Bulk Manufacturing Facility (VBF) Program of Projects in Durham, North Carolina, USA.Merck & Co. Subsidiaries: - Merck Animal Health",merck-co-inc
michael-kors,"Michael Kors Holdings Limited is a global lifestyle brand . The Company designs, materials and craftsmanship with a jet-set aesthetic that combines stylish elegance and a sporty attitude. The Company is an American sportswear house to a global accessories, footwear and apparel company with a presence in over 85 countries.",michael-kors-holdings
micron-technology,"Micron manufactures DRAM components and modules and NAND Flash. For more than 30 years, Micron»s teams of dreamers, visionaries, and scientists have redefined innovationdesigning and building some of the world»s most advanced memory and semiconductor technologies. They develop the technologies that transform what's possible.In fact, you likely use their memory every dayin products from computing, networking, and server applications, to mobile, embedded, consumer, automotive, and industrial designs. As one of the most prolific patent holders in the world they continually rethink, recast, and advance new ideas to bring innovation to broader markets and find ways their technology can inspire new applications or make fundamental improvements to existing designs. Their roots are in memory, the core strength of their business. As they look toward the future, they»ll continue to build on their past achievements by leveraging the synergies between their core memory business and diversified products and technologies that help drive innovation and growth in new markets.",micron-technology
microsoft,"Microsoft, a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.",microsoft
moet,"MOí†T HENNESSY USA is the leading importer and marketer of luxury wines, spirits and champagnes in the U.S. The Moí‚t Hennessy portfolio includes renowned brands such as: Hennessy Cognac; Moí‚t & Chandon, Dom Pí©rignon, Krug, Veuve Clicquot and Ruinart Champagnes; Belvedere vodka; 10 Cane rum; Grand Marnier; Glenmorangie and Ardbeg single malt Scotch whiskies; and fine wines, including Chateau d»Yquem, Cape Mentelle, Cloudy Bay, Newton Vineyard, Numanthia, Terrazas and Domaine Chandon California sparkling and still wines. Moí‚t Hennessy has a strong consumer focus with an uncompromising commitment to building luxury brands.",mot-hennessy
mobil,"Mobil is a world renowned gas station, as well as the signature brand for the motor fuel related products of ExxonMobil.Mobil emerged from the breakup of Standard Oil, which occurred in 1911. Standard Oil was dissolved by the Sherman Antitrust Act, and one of the 33 companies that resulted from the split was Standard Oil of New York, which eventually became Mobil. In 1955, Standard Oil of New York renamed itself as Socony Mobil Oil Company, and in 1963 it adopted the name Mobil. The signature had finally brand emerged.In 1998, Exxon and Mobil signed a $73.3 billion agreement that would merge the two companies together, and become ExxonMobil.Today, Mobil still acts as the signature brand for ExxonMobil, and is a well recognized gas station around the world.",mobil
monsanto-company,"Monsanto Company provides agricultural products for farmers principally in the United States. The company operates in two segments: Seeds and Genomics, and Agricultural Productivity. Seeds and Genomics Segment This segment produces seed brands, including DEKALB, Asgrow, Deltapine, Seminis, and De Ruiter. It develops biotechnology traits that assist farmers in controlling insects and weeds. It also provides other seed companies with genetic material and biotechnology traits for their seed brands.",monsanto
monster-beverage,"Monster Beverage Corporation is a holding company. The Company develops, markets, sells and distributes alternative beverage, such as non-carbonated ready-to-drink iced teas, lemonades, juice cocktails, single-serve juices and fruit beverages, ready-to-drink dairy and coffee drinks, energy drinks, sports drinks, and single-serve still water (flavored and unflavored) with beverages, including sodas that are considered natural, sparkling juices and flavored sparkling beverages. It has two reportable segments, namely Direct Store Delivery (DSD), whose principal products comprise energy drinks, and Warehouse (Warehouse), whose principal products comprise juice-based and soda beverages. The DSD segment develops, markets and sells products primarily through an exclusive distributor network. The Warehouse segment develops, markets and sells products directly to retailers",monster-beverage-corporation
mutual-of-omaha-insurance-company,Mutual Of Omaha help their customers protect what they care about and achieve their financial goals.,mutual-of-omaha
nationwide-mutual-insurance-co,"Nationwide Mutual Insurance Company & Affiliated Companies is a group of large U.S. insurance and financial services companies based in Columbus, Ohio.Over the last 85 years, Nationwide has grown from a small mutual auto insurer owned by policyholders to one of the largest insurance and financial services companies in the world, with more than $158 billion in statutory assets.",nationwide-insurance
nbc,"NBC Universal is a media and entertainment company that develops, produces, and markets entertainment, news, and information to a global audience. The company was formed through the combination of NBC and Vivendi Universal Entertainment.It owns and operates a portfolio of news and entertainment television networks, a motion picture company, television production operations, a television stations group, theme parks, and a suite of internet-based businesses.NBCUniversal was founded in 2004 and is headquartered in New York, United States with presence in California, New Jersey, Florida, Connecticut as well as London, United Kingdom. It is a subsidiary of Comcast Corporation.",nbcuniversal
neutrogena,"Neutrogena the 1 Dermatologist Recommended skincare brand offers a wide range of skin and hair care products. Neutrogena.com is your online destination for great values, special offers, and the latest news on some of the world's most loved beauty and skincare products.",neutrogena
cons-edison-inc,"New York City pulses with energy. It is the global center of finance, communications, information technology, and other industries dependent on reliable energy. For more than 180 years, Con Edison has been supplying the energy that powers New York.Con Edison Consolidated Edison Company of New York (Con Edison), a regulated utility, provides electric service in New York City (except for a small area of Queens), and most of Westchester County. The company provides natural gas service in Manhattan, the Bronx, and parts of Queens and Westchester. Con Edison also owns and operates the worldÍs largest district steam system, providing steam service in most of ManhattanCon Edison is committed to supporting New York StateÍs competitive energy market. Through its PowerYourWay program, the company encourages customers to learn about other electric and natural gas companies „ known as energy services companies (ESCOs) „ and to compare the pricing options and services that they offer. When a customer chooses to buy the energy their home or business uses through an ESCO, however, Con Edison still continues to deliver the electricity and gas, and responds if there is a service emergency.Con Edison is a subsidiary of Consolidated Edison, Inc. [NYSE: ED], one of the nationÍs largest investor-owned energy companies, with approximately $12 billion in annual revenues and $40 billion in assets.The global Carbon Disclosure Project (CDP) ranks Consolidated Edison, Inc. as the only utility in the CDPÍs S&P 500 2011 Carbon Performance Leadership Index and 1 among S&P 500 utility companies in the 2011 Carbon Disclosure Leadership Index. Consolidated Edison, Inc. also has been recognized for its environmental performance by the U.S. Environmental Protection Agency, the U.S. Department of Energy and other organizations.For additional information, visit their green site, www.conEd.com/thepowerofgreen, or find us on Facebook.Today, Con Edison operates one of the world's largest and most complex „ yet most reliable „ energy delivery systems, in the world's most dynamic marketplace. As they look to the challenges of the future, Con Edison can count on one advantage that no other company has „ the energy of New York.",consolidated-edison
newell-brands,"Newell Brands (NYSE: NWL) is a leading global consumer goods company with a strong portfolio of well-known brands, including Paper Mate, Sharpie, Dymo, EXPO, Parker, Elmer»s, Coleman, Jostens, Marmot, Rawlings, Irwin, Lenox, Oster, Sunbeam, FoodSaver, Mr. Coffee, Rubbermaid Commercial Products, Graco, Baby Jogger, NUK, Calphalon, Rubbermaid, Contigo, First Alert, Waddington and Yankee Candle. Driven by a sharp focus on the consumer, leading investment in innovation and brands, and a performance-driven culture, Newell Brands helps consumers achieve more where they live, learn, work and play. - See more at: Http://ir.newellbrands.com/investor-relations/press-releases/press-release-details/2016/Newell-Brands-Announces-Completion-of-Newell-Rubbermaid-and-Jarden-Corporation-Combination/default.aspxsthash.laGqfbZV.dpuf",newell-rubbermaid
newport,"Newport Corporation is a leading global supplier of advanced technology products and solutions for Scientific Research, Life & Health",newport-corporation
news-corporation,"News Corp is a network of leading companies in the worlds of diversified media, news, education and information services. News Corp is a global, diversified media and information services company focused on creating and distributing authoritative and engaging content to consumers throughout the world. The company comprises leading businesses across a range of media, including: news and information services, digital real estate services, book publishing, digital education, and sports programming and pay-TV distribution.",newscorporation
nextera-energy,"NextEra Energy, Inc. is a publicly traded electricity generation, transmission, and distribution company headquartered in Juno Beach, Florida. NEE employs about 15,000 and operates 43,000 megawatts (MW) of generating capacity in 28 US states and three Canadian provinces. The company had 2010 revenues of $15.3 billion and net income of $2.0 billion. NEE is listed as 161 in the 2011 Fortune 200.",nextera-enterprises-inc
ngl-energy-partners-lp,"NGL Energy Partners are a publicly traded Master Limited Partnership listed under the ticker symbol NGL on the New York Stock Exchange. NGL Energy Partners is a vertically integrated, full service midstream provider focused on four business segments:Crude Oil Logistics, Water Treatment Services, NGL Logistics,Retail Propane.",ngl-energy-partners
nielsen,"Nielsen Holdings is a global information and measurement company that helps businesses better understand their markets.The company enables its customers to understand consumers and consumer behavior by measuring and monitoring what consumers watch and the brands they associate with on a global and local basis. It has operations in Africa, Asia, Australia, Europe, the Middle East, North America, South America, Russia, and many other countries.Nielsen Holdings was founded in August 1923 and is based in New York, United States.",nielsen
nike,"Nike is an American company that designs, develops, and markets footwear, apparel, equipment, and accessory products.The company offers various categories of shoes including running, training, basketball, soccer, sport-inspired urban shoes, and kids' shoes. It also provides shoes for aquatic activities, baseball, football, cheerleading, golf, lacrosse, outdoor activities, skateboarding, tennis, volleyball, walking, wrestling, and various athletic and recreational uses. In addition, the company offers sports-inspired lifestyle apparel, athletic bags, and accessory items.Further, it provides a line of performance equipment including bags, socks, sport balls, eyewear, timepieces, electronic devices, bats, gloves, protective equipment, golf clubs, and various equipments designed for sports activities under the NIKE brand name, as well as markets apparel with licensed college and professional team and league logos.Additionally, it offers licenses to produce and sell NIKE brand swimwear, children's apparel, training equipment, eyewear, electronic devices, and golf accessories. The company also markets its products under the brand names of Converse, Chuck Taylor, All Star, One Star, Umbro, Jack Purcell, Cole Haan, Bragano, and Hurley.It sells its products to retail accounts through stores, independent distributors, and licensees, as well as through its Website, nikestore.com. As of May 31, 2009, Nike, Inc. operated 338 retail stores in the United States and 336 retail stores internationally.The company was founded in 1964 and is headquartered in Beaverton, Oregon.",nike
nisource,"NiSource (NYSE: NI) helps energize the lives of its nearly 4 million natural gas and electric customers across seven states. Our local utilities  Columbia Gas and NIPSCO  ensure that customers receive safe, reliable and affordable natural gas and electric service each and every day. Our business plan is focused on proactively investing in our energy infrastructure  approximately $1.4 billion a year  to ensure we meet and improve upon our customer commitments for the next 100 years.We employ more than 7,000 of our neighbors who are actively engaged in the communities we»re privileged to serve, making them great places to live and call home. NiSource is headquartered in Merrillville, Indiana  about 35 miles from Chicago  and we maintain a significant corporate presence in Columbus, Ohio. Our utility operations also span Kentucky, Maryland, Massachusetts, Pennsylvania and Virginia.",nisource
nissan,"Nissan is a Japanese multinational automobile manufacturer headquartered in Nishi-ku, Yokohama, Japan.",nissan-motor
northrop-grumman-corporation,"Northrop Grumman Corporation (NYSE: NOC) is a leading global security company whose 120,000 employees provide innovative systems, products, and solutions in aerospace, electronics, information systems, shipbuilding and technical services to government and commercial customers worldwide.",northrop-grumman
norwegian-cruise,Norweigian Cruise Line is a travel company that takes customers to exotic destinations using cruise ships.,norwegian-cruise-line
nrg-energy,"NRG is at the forefront of changing how people think about and use energy. Whether as the largest solar power developer in the country or by giving customers the latest tools to better manage their energy use, NRG is a pioneer in developing smarter energy choices.Our diverse power generating facilities have a capacity of about 52,000 megawatts, capable of supporting almost 42 million homes. Our retail electricity providers  Reliant and Energy Plus  and thermal energy division serve nearly 3 million residential, business, commercial and industrial customers.A Fortune 250 company, NRG supports clean energy resources and technologies critical to our transition to a sustainable, low carbon society. We built the nation's first privately-funded electric vehicle charging infrastructure and continue to create new, clean energy solutions for our customers.In addition to our environmental efforts, we actively contribute to the local communities where NRG employees live and work. Since 2004, our Global Giving program has provided millions of dollars to organizations and charities that have a direct impact on the lives of the people in our communities, including food banks and those that foster self-sufficiency, improve housing and provide supplemental education to people in need. NRG has also organized special responses for victims of extreme catastrophe, such as the Haitian earthquake and the Japanese tsunami in 2010. Employee donations were tripled to maximize the contributions.NRG has won numerous awards for industry leadership and many of its nationwide econrg initiatives, which are targeted toward meeting the challenges of climate change, clean air and natural resources protection.",nrg-energy
oreilly-auto-parts,"O'Reilly Automotive is a retailer of automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States. Its product line includes re-manufactured automotive hard parts, accessories, and a complete line of auto body paint and related materials, automotive tools, and professional service equipment.O'Reilly Automotive was started in 1957 and is based in Springfield, Missouri.",o-reilly-auto-parts
occidental-petroleum-corporation,"Occidental Petroleum Corporation (NYSE: OXY) is an international oil and gas exploration and production company  one of the largest in the U.S., based on equity market capitalization  and their OxyChem subsidiary is a major North American chemical manufacturer.Occidental is an industry leader in applying advanced technology to boost production and access hard-to-recover reserves. With more than 40,000 employees and contractors worldwide, they are committed to being the employer, partner and neighbor of choice.",occidental-petroleum-corporation
danone,Official Pinterest Danone Corporate Account.,danone
old-navy,"Old Navy, Inc. operates apparel stores in California. Its stores offer jeans, pants, shorts and swimwear, shirts, sweatshirts, sweaters, dresses and skirts, shorts, sleepwear, intimates, and outerwear for men, women, and kids; and shop accessories, including boxers and sleepwear; underwear and socks; shoes and slippers; jewelry; blankets; flip flops; ties, belts, and bags; and hats, scarves, and gloves.The company was founded in 1994 and is based in San Francisco, California. Old Navy, Inc. operates as a subsidiary of Gap, Inc.",old-navy
p-and-g,"Old Spice is an American brand that offers a wide range of grooming products for men. The company»s product portfolio includes antiperspirant, deodorant, body wash, shower gel, and hair and body wash.Old Spice was founded in 1934 as the brain child of William Lightfoot Schultz. The company is now a subsidiary of Procter & Gamble.",procter-and-gamble
wyndham,"One of the world's largest hospitality companies, Wyndham Worldwide (NYSE: WYN) provides a wide range of hospitality products and services through its global portfolio of world-renowned brands. The world's largest hotel company based on the number of properties, Wyndham Hotel Group is home to many of the world's best-known hotel brands, with approximately 7,500 franchised hotels and 646,900 hotel rooms worldwide. Wyndham Exchange & Rentals is the worldwide leader in vacation exchange and the world's largest professionally managed vacation rentals business, providing more than 5 million leisure-bound families annually with access to over 107,000 vacation properties in over 100 countries through its prominent exchange and vacation rental brands. The industry and timeshare ownership market leader, Wyndham Vacation Ownership develops, markets, and sells vacation ownership interests and provides consumer financing to owners through its network of over 190 vacation ownership resorts serving approximately 907,000 owners throughout the United States, Canada, Mexico, the Caribbean, and the South Pacific. Based in Parsippany, NJ, Wyndham Worldwide employs approximately 32,800 associates globally.",wyndham-worldwide
optumhealth,"OptumInsight provides analytics, technology, and consulting services to improve the performance of health systems. It designs and implements custom information technology systems targeting on the health care industry nationwide.OptumInsight has established offices in San Francisco, Colorado Springs, Denver, Rocky Hill, Duluth, Lenexa, Overland Park, Louisville, Eden Prairie, Minneapolis, Basking Ridge, Providence, Salt Lake City, Reston, and Milwaukee.",optum
louis-vuitton,"Originally a luggage retailer , Louis Vuitton has expanded into the world of luxury handbags, and apparel. Over the past century the Louis Vuitton monogram has become internationally renowned, resulting in it being one of the most counterfeited luxury fashion trademarks.",louis-vuitton
oshkosh-corporation,"Oshkosh Corporation (Oshkosh) is a designer, manufacturer and marketer of a broad range of specialty vehicles and vehicle bodies. The Company partners with customers to deliver superior solutions that safely and efficiently move people and materials at work, around the globe, and around the clock. It maintains four reportable segments for financial reporting purposes: access equipment, defense, fire and emergency and commercial, which consist of 40%, 40%, 10% and 10%, respectively net sales during the fiscal year ended September 30, 2013 (fiscal 2013). The Company is a manufacturer of telehandlers under the JLG, SkyTrak and Lull brand names. JLG, a manufacturer of aerial work platforms and telehandlers used in a range of construction, agricultural, industrial, institutional and general maintenance applications to position workers and materials at elevated heights, forms the base of the Company's access equipment segment.",oshkosh-corporation
otis,"Otis Elevator Company is the world's leading manufacturer, installer and maintainer of elevators, escalators and moving walkways - a constant, reliable name for more than 150 years.",otis
owens-corning,"Owens Corning is a leading global producer of residential and commercial building materials, glass-fiber reinforcements, and engineered materials for composite systems. A Fortune 500 company for 57 consecutive years, the company is committed to driving sustainability by delivering solutions, transforming markets, and enhancing lives.",owens-corning
owensillinois,"Owens-Illinois, Inc. is a glass container manufacturer. The Company is also a preferred partner for various food and beverage brands. It provides glass packaging for beer, wine, spirits, food, non-alcoholic beverages, cosmetics and pharmaceuticals. It also produces tableware and stemware for household use. The Company manufactures glass containers in a range of sizes, shapes and colors. It has 77 glass manufacturing plants in 21 countries. The Company has four reportable segments based on its geographic locations: Europe, North America, South America and Asia Pacific. Its customers include Anheuser-Busch InBev, Brown Forman, Carlsberg, Coca-Cola, Constellation, Diageo, Heineken, Kirin, MillerCoors, Nestle, PepsiCo, Pernod Ricard, SABMiller, and Saxco International. The Company has 35 glass container manufacturing plants located in the Czech Republic, Estonia, France, Germany, Hungary, Italy, the Netherlands, Poland, Spain and the United Kingdom",owens-illinois
paccar-inc,"PACCAR Inc (PACCAR) is engaged in the design, manufacture and customer support of light, medium- and heavy-duty trucks under the Kenworth, Peterbilt and DAF nameplates. The company also provides customized financial services, information technology and truck parts related to its principal business. The Company operates in three segments: design, manufacture and distribution of light-, medium- and heavy-duty trucks, distribution of parts for the truck aftermarket and related commercial vehicles, and finance and leasing products and services provided to customers and dealers. The Company»s finance and leasing activities are principally related to Company products and associated equipment. The Company»s other business is the manufacturing and marketing of industrial winches.",paccar
packaging-corporation-of-america,"Packaging Corporation of America (PCA) is the fourth largest producer of containerboard and corrugated packaging products in the United States. Our focus on a single line of business not only differentiates us from our major competitors, but also helps us achieve levels of operational excellence that are highly respected within the industry. A leader in integration, PCA converts approximately 83% of the containerboard it produces into finished corrugated containers for a broad base of both local and national accounts. With 2012 net sales at a record $2.8 billion and 8,600 employees, PCA produced 2.6 million tons of containerboard and shipped 34.7 billion square feet of corrugated products",packaging-corp-of-america
paramount,"Paramount Pictures is major global player in feature film production and distribution, video and DVD worldwide distribution, and production of programs for television broadcast and syndication.",paramount-pictures
pbf-energy,"PBF Energy (PBF) is one of the largest independent petroleum refiners and suppliers of unbranded transportation fuels, heating oil, petrochemical feedstocks, lubricants and other petroleum products in the United States. PBF currently owns and operates three domestic oil refineries and related assets, which were acquired in 2010 and 2011. PBF»s refineries have a combined processing capacity, known as throughput, of approximately 540,000 bpd, and a weighted average Nelson Complexity Index of 11.3.",pbf-energy
pedigree,"Pedigree Technologies, founded in 2004 is the leading provider of web-based solutions that connect and automate sensor-enabled physical assets for supply chain, fleet, and maintenance applications in the energy, field services, food services, convenience store, and petrochemical industries as well as the U.S. Department of Defense.The Pedigree OneView application provides users with real-time visibility into operations and allows them to locate, track, and control stationary and mobile equipment and assets worldwide. Built on a unique and scalable platform, our solutions aggregate critical information from different systems to help companies increase operational efficiencies, improve workflow, manage inventories and logistics, and maintain equipment í¢‰å all in one simple system with one view.",pedigree-technologies
pfizer,"Pfizer, a bio-pharmaceutical company, develops and manufactures human and veterinary medicines, as well as consumer healthcare products.",pfizer
pge,PG&E Corporation is an energy-based holding company headquartered in San Francisco. It is the parent company of Pacific Gas and Electric Company.,pg-e-corporation
plains-gp-holdings,"Plains GP Holdings owns a portion of PAA's general partner and incentive distribution rights (""IDRs""). IDRs entitle PAGP to receive increasing percentages of cash distributed by PAA. We completed our initial public offering in October 2013 and our shares are traded on the New York Stock Exchange under the symbol PAGP. Investors in PAGP receive a 1099, versus a K-1.",plains-gp-holdings-lp
pnc,"PNC Financial Services Group, Inc. is an American financial services corporation, with assets (as of December 31, 2011) of approximately $271.2 billion. PNC operations include a regional banking franchise operating primarily in nineteen states and the District of Columbia with more than 2,700 branches, online and mobile services together with 7,400 ATM machines, specialized financial businesses serving companies and government entities, and asset management and processing businesses. PNC is the fifth largest bank in the United States (total branches), sixth largest bank by deposits in the United States, sixth largest by total assets, and the third largest bank off-premise ATM provider. PNC is based in Pittsburgh.",pnc-financial-services-group
polaris-inds,"Polaris is a strong believer that the key to its success is in the ethics and values of its employees. The Polaris values were defined by its employees, and to prove that this is not just lip service, the Polaris Performance Management Program evaluates employee performance not only on delivered results but also on how well they represent company values",polaris-industries-inc
ppg,"PPG Industries is an American global supplier of paints, coatings, optical products, specialty materials, chemicals, glass, and fiberglass. With headquarters in Pittsburgh, Pennsylvania, PPG operates in more than 70 countries around the globe. Sales in 2012 were $15.2 billion. It is headquartered in PPG Place, a popular office and retail complex in downtown Pittsburgh, Pennsylvania, and is known for its glass facade designed by Philip Johnson. Founded in 1883 by Captain John Baptiste Ford and John Pitcairn, Jr., as the Pittsburgh Plate Glass Company at Creighton, Pennsylvania; the company changed its name to PPG Industries, Inc., on 19 December 1968 to show its diverse offerings. Ditzler Color Company, established in 1902 in Detroit as an automotive color concern, was purchased by Pittsburgh Plate Glass Company (now PPG) in 1928. In 1990 it founded and continues to operate Transitions Optical as a joint venture with Essilor. On 2 January 2008, PPG acquired the SigmaKalon Group of companies for $3.2 billion from private investment firm Bain Capital, strongly increasing its paint and specialty coatings business. On April 1, 2013 PPG completed the acquisition of AkzoNobel North American architectural coatings business including Glidden, Liquid Nails, and Flood brands.",ppg-industries
pratt-and-whitney,"Pratt & Whitney, subsidiary of United Technologies Corporation, is an American aerospace manufacturer with global service operations. It designs, manufactures, and services aircraft engines, auxiliary and ground power units, and small turbojet propulsion products for commercial and military aircraft worldwide.It provides commercial engines, military engines, and small expendable and recoverable turbojet propulsion systems. It also offers maintenance, repair, and overhaul services for commercial engines, military engines, and auxiliary power units.Pratt & Whitney is headquartered in East Hartford, Connecticut and also has plants in Columbus, Georgia; Middletown, Connecticut; Dallas, Texas; Cheshire, Connecticut; West Palm Beach, Florida, North Berwick, Maine; and Bridgeport, West Virginia.The company was founded on April 1925 by Frederick Rentschler, an Ohio native and former executive at Wright Aeronautical.",pratt-whitney-aircraft
praxair,"Praxair, Inc., a Fortune 250 company with 2012 sales of $11 billion, is the largest industrial gases company in North and South America.",praxair
precision-castparts-corp,"Precision Castparts Corp. is a worldwide, diversified manufacturer of complex metal components and products. It serves the aerospace, power, and general industrial markets. PCC is the market leader in manufacturing large, complex structural investment castings, airfoil castings, forged components, aerostructures and highly engineered, critical fasteners for aerospace applications.",precision-castparts
priceline.com,"Priceline gives travelers the inside track to travel deals and discounts. With their exclusive deal search technology, priceline aims to deliver more ways to save on airline tickets, hotel rooms, rental cars, vacation packages and cruises than anyone else.",priceline
principal-financial-group,"Principal Financial Group provides retirement savings, investment, and insurance products and services worldwide.",principal-financial-group
progressive,"Progressive is a place where innovation and collaboration are a way of life. Each of our employees has a role in our success and together, we continue to find new and better ways to satisfy our customers and move the insurance industry forward.",the-progressive-corporation
pseg,"PSEG is a diversified energy company. Established in 1903, the company has long had a key role in fueling New Jersey's economy and supporting the state's quality of life. Public Service Electric and Gas (PSE&G) is New Jersey's largest provider of electric and gas service  serving 2.2 million electric customers and 1.8 million gas customers or nearly three out of every four people in the state.PSEG also owns and operates a diverse fleet of power plants with more than 13,000 megawatts of generating capacity located primarily in the Mid-Atlantic and Northeast regions and has solar energy facilities throughout the United States. Another member of the PSEG family of companies, PSEG Long Island, operates the electric transmission and distribution system of the Long Island Power Authority, with 1.1 million customers.PSEG has approximately 12,700 employees, who are carrying forward a proud tradition of dedicated service over more than 100 years.",public-service-enterprise-group
