HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.include,Input.url,Input.brand_identity,Input.source,Input.cb_id,Input.cb_desc,Input.logo_file,Input.logo_url,Answer.boring,Answer.charming,Answer.cheerful,Answer.confident,Answer.contemporary,Answer.cool,Answer.corporate,Answer.daring,Answer.dishonest,Answer.down-to-earth,Answer.exciting,Answer.familiar_with,Answer.family-oriented,Answer.favorability_rating,Answer.feminine,Answer.friendly,Answer.glamorous,Answer.good looking,Answer.hard working,Answer.honest,Answer.imaginative,Answer.independent,Answer.intelligent,Answer.leader,Answer.logo_consist,Answer.masculine,Answer.original,Answer.outdoorsy,Answer.purch_lik,Answer.purchased,Answer.real,Answer.reliable,Answer.rugged,Answer.secure,Answer.sentimental,Answer.sincere,Answer.small-town,Answer.smooth,Answer.spirited,Answer.successful,Answer.technical,Answer.tough,Answer.trendy,Answer.ugly,Answer.unique,Answer.up-to-date,Answer.upper class,Answer.western,Answer.wholesome,Answer.young,QC.Boring,QC.Dishonest,QC.Ugly,QC.SD,Approve,Reject
3INZSNUD81XZ4BR1IIBI01TI8QM9DO,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3XM0HYN6NM7SBOJ2L4N0GT62DPSEPG,A2UO3QJZNC2VOE,Submitted,Sun Apr 16 07:01:36 PDT 2017,Sun Apr 16 07:11:59 PDT 2017,Tue Apr 18 07:11:59 PDT 2017,,,,623,100% (6/6),100% (6/6),0% (0/0),bmw,2,http://www.bmw.com/,"The BMW Group sets trends in production technology and sustainability as an innovation leader with an intelligent material mix, a technological shift towards digitalisation and resource-efficient production. At the same time, flexibility and continuous optimisation of value chains ensure competitiveness.    Long-term thinking and responsible action are the basis of economic success. Ecological and social sustainability, comprehensive product responsibility and a clear commitment to conserving resources are therefore an integral part of our strategy. With Efficient Dynamics, the BMW Group consistently implements the principle of sustainable mobility and is steadily reducing its vehicles' fuel consumption and emissions.",IB,bmw,"Bayerische Motoren Werke AG (BMW), is a German automobile and motorcycle manufacturing company. Founded in 1916, it is known for its performance and luxury vehicles. It owns and produces the MINI brand, and is the parent company of Rolls-Royce Motor Cars.  As a global company, the BMW Group operates 25 production and assembly facilities in 14 countries and has a global sales network in more than 140 countries.",bmw.png,http://www.columbia.edu/~rtd2118/logos/bmw.png,0,0,3,4,3,3,4,3,0,1,2,1,2,2,0,3,3,4,2,2,2,4,2,4,2,4,2,0,3,0,3,3,0,2,1,3,0,2,3,3,3,1,3,0,2,3,4,0,2,1,FALSE,FALSE,FALSE,FALSE,x,
3INZSNUD81XZ4BR1IIBI01TI8QM9DO,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3LBXNTKX0T3GP1UCZKHVISRUOQKX9A,A2ZDK0Y5466BXN,Submitted,Sun Apr 16 06:28:58 PDT 2017,Sun Apr 16 06:31:19 PDT 2017,Tue Apr 18 06:31:19 PDT 2017,,,,141,0% (0/0),0% (0/0),0% (0/0),bmw,2,http://www.bmw.com/,"The BMW Group sets trends in production technology and sustainability as an innovation leader with an intelligent material mix, a technological shift towards digitalisation and resource-efficient production. At the same time, flexibility and continuous optimisation of value chains ensure competitiveness.    Long-term thinking and responsible action are the basis of economic success. Ecological and social sustainability, comprehensive product responsibility and a clear commitment to conserving resources are therefore an integral part of our strategy. With Efficient Dynamics, the BMW Group consistently implements the principle of sustainable mobility and is steadily reducing its vehicles' fuel consumption and emissions.",IB,bmw,"Bayerische Motoren Werke AG (BMW), is a German automobile and motorcycle manufacturing company. Founded in 1916, it is known for its performance and luxury vehicles. It owns and produces the MINI brand, and is the parent company of Rolls-Royce Motor Cars.  As a global company, the BMW Group operates 25 production and assembly facilities in 14 countries and has a global sales network in more than 140 countries.",bmw.png,http://www.columbia.edu/~rtd2118/logos/bmw.png,0,4,1,4,0,4,4,4,0,0,4,2,3,4,3,3,4,4,2,2,3,4,4,4,3,3,4,4,4,0,3,4,3,4,0,3,0,3,2,4,3,3,4,0,3,4,4,0,2,0,FALSE,FALSE,FALSE,FALSE,x,
3INZSNUD81XZ4BR1IIBI01TI8QM9DO,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3YMU66OBIPGYILH58M5J7NPN4DNHGJ,A31681CCEVDIH3,Submitted,Sat Apr 15 21:05:46 PDT 2017,Sat Apr 15 21:10:15 PDT 2017,Mon Apr 17 21:10:15 PDT 2017,,,,269,0% (0/0),0% (0/0),0% (0/0),bmw,2,http://www.bmw.com/,"The BMW Group sets trends in production technology and sustainability as an innovation leader with an intelligent material mix, a technological shift towards digitalisation and resource-efficient production. At the same time, flexibility and continuous optimisation of value chains ensure competitiveness.    Long-term thinking and responsible action are the basis of economic success. Ecological and social sustainability, comprehensive product responsibility and a clear commitment to conserving resources are therefore an integral part of our strategy. With Efficient Dynamics, the BMW Group consistently implements the principle of sustainable mobility and is steadily reducing its vehicles' fuel consumption and emissions.",IB,bmw,"Bayerische Motoren Werke AG (BMW), is a German automobile and motorcycle manufacturing company. Founded in 1916, it is known for its performance and luxury vehicles. It owns and produces the MINI brand, and is the parent company of Rolls-Royce Motor Cars.  As a global company, the BMW Group operates 25 production and assembly facilities in 14 countries and has a global sales network in more than 140 countries.",bmw.png,http://www.columbia.edu/~rtd2118/logos/bmw.png,2,4,0,4,4,4,3,4,2,2,3,2,0,3,3,0,4,4,3,2,3,4,4,4,4,4,4,0,3,0,3,4,3,2,4,3,0,4,2,4,4,4,4,0,4,4,4,0,2,0,FALSE,FALSE,FALSE,FALSE,x,
3INZSNUD81XZ4BR1IIBI01TI8QM9DO,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3VELCLL3GMRH0A0WVDWGXF94M9R1F5,A33CFLCMJNHHNC,Submitted,Sat Apr 15 20:59:14 PDT 2017,Sat Apr 15 21:01:20 PDT 2017,Mon Apr 17 21:01:20 PDT 2017,,,,126,0% (0/0),0% (0/0),0% (0/0),bmw,2,http://www.bmw.com/,"The BMW Group sets trends in production technology and sustainability as an innovation leader with an intelligent material mix, a technological shift towards digitalisation and resource-efficient production. At the same time, flexibility and continuous optimisation of value chains ensure competitiveness.    Long-term thinking and responsible action are the basis of economic success. Ecological and social sustainability, comprehensive product responsibility and a clear commitment to conserving resources are therefore an integral part of our strategy. With Efficient Dynamics, the BMW Group consistently implements the principle of sustainable mobility and is steadily reducing its vehicles' fuel consumption and emissions.",IB,bmw,"Bayerische Motoren Werke AG (BMW), is a German automobile and motorcycle manufacturing company. Founded in 1916, it is known for its performance and luxury vehicles. It owns and produces the MINI brand, and is the parent company of Rolls-Royce Motor Cars.  As a global company, the BMW Group operates 25 production and assembly facilities in 14 countries and has a global sales network in more than 140 countries.",bmw.png,http://www.columbia.edu/~rtd2118/logos/bmw.png,0,1,0,3,2,2,1,2,0,0,2,1,0,2,0,1,1,2,2,1,2,2,3,3,3,1,2,0,2,0,1,1,0,2,0,0,0,1,1,2,3,0,1,0,1,3,3,0,0,0,FALSE,FALSE,FALSE,FALSE,x,
3INZSNUD81XZ4BR1IIBI01TI8QM9DO,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3FE2ERCCZZGENFWRFIQWL50GHRZPOW,A3GLMBZSG3VU4P,Submitted,Sun Apr 16 07:48:55 PDT 2017,Sun Apr 16 07:50:18 PDT 2017,Tue Apr 18 07:50:18 PDT 2017,,,,83,0% (0/0),0% (0/0),0% (0/0),bmw,2,http://www.bmw.com/,"The BMW Group sets trends in production technology and sustainability as an innovation leader with an intelligent material mix, a technological shift towards digitalisation and resource-efficient production. At the same time, flexibility and continuous optimisation of value chains ensure competitiveness.    Long-term thinking and responsible action are the basis of economic success. Ecological and social sustainability, comprehensive product responsibility and a clear commitment to conserving resources are therefore an integral part of our strategy. With Efficient Dynamics, the BMW Group consistently implements the principle of sustainable mobility and is steadily reducing its vehicles' fuel consumption and emissions.",IB,bmw,"Bayerische Motoren Werke AG (BMW), is a German automobile and motorcycle manufacturing company. Founded in 1916, it is known for its performance and luxury vehicles. It owns and produces the MINI brand, and is the parent company of Rolls-Royce Motor Cars.  As a global company, the BMW Group operates 25 production and assembly facilities in 14 countries and has a global sales network in more than 140 countries.",bmw.png,http://www.columbia.edu/~rtd2118/logos/bmw.png,1,0,0,4,0,3,2,1,2,0,1,1,0,1,0,0,3,0,0,1,0,1,1,1,2,2,2,1,0,0,0,1,0,2,2,1,0,2,2,4,0,0,2,2,3,2,4,2,0,0,FALSE,FALSE,FALSE,FALSE,x,
3INZSNUD81XZ4BR1IIBI01TI8QM9DO,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3XCC1ODXDNJ2K4PM7NMPF5VVX9URQL,A3IR7DFEKLLLO,Submitted,Sat Apr 15 21:14:44 PDT 2017,Sat Apr 15 21:16:45 PDT 2017,Mon Apr 17 21:16:45 PDT 2017,,,,121,0% (0/0),0% (0/0),0% (0/0),bmw,2,http://www.bmw.com/,"The BMW Group sets trends in production technology and sustainability as an innovation leader with an intelligent material mix, a technological shift towards digitalisation and resource-efficient production. At the same time, flexibility and continuous optimisation of value chains ensure competitiveness.    Long-term thinking and responsible action are the basis of economic success. Ecological and social sustainability, comprehensive product responsibility and a clear commitment to conserving resources are therefore an integral part of our strategy. With Efficient Dynamics, the BMW Group consistently implements the principle of sustainable mobility and is steadily reducing its vehicles' fuel consumption and emissions.",IB,bmw,"Bayerische Motoren Werke AG (BMW), is a German automobile and motorcycle manufacturing company. Founded in 1916, it is known for its performance and luxury vehicles. It owns and produces the MINI brand, and is the parent company of Rolls-Royce Motor Cars.  As a global company, the BMW Group operates 25 production and assembly facilities in 14 countries and has a global sales network in more than 140 countries.",bmw.png,http://www.columbia.edu/~rtd2118/logos/bmw.png,0,1,2,3,3,2,2,2,0,2,3,2,2,3,1,1,3,2,3,2,3,4,3,3,3,2,3,2,1,0,3,2,1,3,2,1,0,2,2,3,2,2,3,0,1,2,3,3,1,2,FALSE,FALSE,FALSE,FALSE,x,
3INZSNUD81XZ4BR1IIBI01TI8QM9DO,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,36U2A8VAG37P623D8DUMRFCJ1QJKYQ,A3PT813GVSQMRY,Submitted,Sat Apr 15 23:10:24 PDT 2017,Sat Apr 15 23:13:21 PDT 2017,Mon Apr 17 23:13:21 PDT 2017,,,,177,0% (0/0),0% (0/0),0% (0/0),bmw,2,http://www.bmw.com/,"The BMW Group sets trends in production technology and sustainability as an innovation leader with an intelligent material mix, a technological shift towards digitalisation and resource-efficient production. At the same time, flexibility and continuous optimisation of value chains ensure competitiveness.    Long-term thinking and responsible action are the basis of economic success. Ecological and social sustainability, comprehensive product responsibility and a clear commitment to conserving resources are therefore an integral part of our strategy. With Efficient Dynamics, the BMW Group consistently implements the principle of sustainable mobility and is steadily reducing its vehicles' fuel consumption and emissions.",IB,bmw,"Bayerische Motoren Werke AG (BMW), is a German automobile and motorcycle manufacturing company. Founded in 1916, it is known for its performance and luxury vehicles. It owns and produces the MINI brand, and is the parent company of Rolls-Royce Motor Cars.  As a global company, the BMW Group operates 25 production and assembly facilities in 14 countries and has a global sales network in more than 140 countries.",bmw.png,http://www.columbia.edu/~rtd2118/logos/bmw.png,3,2,2,4,3,2,4,1,0,3,2,2,2,3,0,2,3,4,4,3,1,3,3,4,3,4,2,4,3,0,3,3,2,4,0,4,0,4,2,4,3,3,2,0,2,4,3,4,2,1,FALSE,FALSE,FALSE,FALSE,x,
3INZSNUD81XZ4BR1IIBI01TI8QM9DO,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3R3YRB5GRHB2DGAMMLK8UG3A0QCAU1,AA402T4YY1S7N,Submitted,Sat Apr 15 21:23:10 PDT 2017,Sat Apr 15 21:24:39 PDT 2017,Mon Apr 17 21:24:39 PDT 2017,,,,89,0% (0/0),0% (0/0),0% (0/0),bmw,2,http://www.bmw.com/,"The BMW Group sets trends in production technology and sustainability as an innovation leader with an intelligent material mix, a technological shift towards digitalisation and resource-efficient production. At the same time, flexibility and continuous optimisation of value chains ensure competitiveness.    Long-term thinking and responsible action are the basis of economic success. Ecological and social sustainability, comprehensive product responsibility and a clear commitment to conserving resources are therefore an integral part of our strategy. With Efficient Dynamics, the BMW Group consistently implements the principle of sustainable mobility and is steadily reducing its vehicles' fuel consumption and emissions.",IB,bmw,"Bayerische Motoren Werke AG (BMW), is a German automobile and motorcycle manufacturing company. Founded in 1916, it is known for its performance and luxury vehicles. It owns and produces the MINI brand, and is the parent company of Rolls-Royce Motor Cars.  As a global company, the BMW Group operates 25 production and assembly facilities in 14 countries and has a global sales network in more than 140 countries.",bmw.png,http://www.columbia.edu/~rtd2118/logos/bmw.png,0,1,2,4,3,3,3,3,2,1,4,2,2,3,2,2,4,3,2,2,3,3,2,3,3,3,3,1,2,0,3,2,2,2,1,2,0,3,3,4,1,2,3,0,3,3,4,2,1,2,FALSE,FALSE,FALSE,FALSE,x,
3INZSNUD81XZ4BR1IIBI01TI8QM9DO,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3MRNMEIQW7EXSXQ4XHJ9TUFX83QDLO,ANCIB6B6EBBIJ,Submitted,Sun Apr 16 06:45:25 PDT 2017,Sun Apr 16 06:48:06 PDT 2017,Tue Apr 18 06:48:06 PDT 2017,,,,161,0% (0/0),0% (0/0),0% (0/0),bmw,2,http://www.bmw.com/,"The BMW Group sets trends in production technology and sustainability as an innovation leader with an intelligent material mix, a technological shift towards digitalisation and resource-efficient production. At the same time, flexibility and continuous optimisation of value chains ensure competitiveness.    Long-term thinking and responsible action are the basis of economic success. Ecological and social sustainability, comprehensive product responsibility and a clear commitment to conserving resources are therefore an integral part of our strategy. With Efficient Dynamics, the BMW Group consistently implements the principle of sustainable mobility and is steadily reducing its vehicles' fuel consumption and emissions.",IB,bmw,"Bayerische Motoren Werke AG (BMW), is a German automobile and motorcycle manufacturing company. Founded in 1916, it is known for its performance and luxury vehicles. It owns and produces the MINI brand, and is the parent company of Rolls-Royce Motor Cars.  As a global company, the BMW Group operates 25 production and assembly facilities in 14 countries and has a global sales network in more than 140 countries.",bmw.png,http://www.columbia.edu/~rtd2118/logos/bmw.png,0,1,0,4,2,4,1,3,0,0,2,1,0,3,2,1,1,3,2,3,2,2,4,3,4,2,4,0,3,0,2,3,0,3,0,3,0,2,2,3,3,2,1,0,3,3,2,0,0,2,FALSE,FALSE,FALSE,FALSE,x,
3INZSNUD81XZ4BR1IIBI01TI8QM9DO,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3NS0A6KXC6GK96HZE8BQ7UTS03DGZH,ATHS9GUME1XCA,Submitted,Sun Apr 16 06:02:36 PDT 2017,Sun Apr 16 06:04:54 PDT 2017,Tue Apr 18 06:04:54 PDT 2017,,,,138,100% (5/5),100% (5/5),100% (5/5),bmw,2,http://www.bmw.com/,"The BMW Group sets trends in production technology and sustainability as an innovation leader with an intelligent material mix, a technological shift towards digitalisation and resource-efficient production. At the same time, flexibility and continuous optimisation of value chains ensure competitiveness.    Long-term thinking and responsible action are the basis of economic success. Ecological and social sustainability, comprehensive product responsibility and a clear commitment to conserving resources are therefore an integral part of our strategy. With Efficient Dynamics, the BMW Group consistently implements the principle of sustainable mobility and is steadily reducing its vehicles' fuel consumption and emissions.",IB,bmw,"Bayerische Motoren Werke AG (BMW), is a German automobile and motorcycle manufacturing company. Founded in 1916, it is known for its performance and luxury vehicles. It owns and produces the MINI brand, and is the parent company of Rolls-Royce Motor Cars.  As a global company, the BMW Group operates 25 production and assembly facilities in 14 countries and has a global sales network in more than 140 countries.",bmw.png,http://www.columbia.edu/~rtd2118/logos/bmw.png,0,3,3,4,3,2,2,2,0,2,2,2,2,2,1,3,3,3,2,3,2,2,3,3,3,4,3,1,1,0,3,4,4,3,2,2,2,2,3,3,1,3,2,1,3,2,1,0,3,2,FALSE,FALSE,FALSE,FALSE,x,
3INZSNUD81XZ4BR1IIBI01TI8QM9DO,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3TU5ZICBRF9W2ZAQ8EGPOO0Q7H68QQ,AV76C8N5LN6U,Submitted,Sat Apr 15 20:53:22 PDT 2017,Sat Apr 15 20:55:39 PDT 2017,Mon Apr 17 20:55:39 PDT 2017,,,,137,0% (0/0),0% (0/0),0% (0/0),bmw,2,http://www.bmw.com/,"The BMW Group sets trends in production technology and sustainability as an innovation leader with an intelligent material mix, a technological shift towards digitalisation and resource-efficient production. At the same time, flexibility and continuous optimisation of value chains ensure competitiveness.    Long-term thinking and responsible action are the basis of economic success. Ecological and social sustainability, comprehensive product responsibility and a clear commitment to conserving resources are therefore an integral part of our strategy. With Efficient Dynamics, the BMW Group consistently implements the principle of sustainable mobility and is steadily reducing its vehicles' fuel consumption and emissions.",IB,bmw,"Bayerische Motoren Werke AG (BMW), is a German automobile and motorcycle manufacturing company. Founded in 1916, it is known for its performance and luxury vehicles. It owns and produces the MINI brand, and is the parent company of Rolls-Royce Motor Cars.  As a global company, the BMW Group operates 25 production and assembly facilities in 14 countries and has a global sales network in more than 140 countries.",bmw.png,http://www.columbia.edu/~rtd2118/logos/bmw.png,0,2,1,4,3,4,3,2,0,0,3,1,0,4,2,1,3,4,2,2,2,0,3,3,3,2,2,0,3,0,2,4,0,3,0,2,0,4,2,4,3,2,3,0,1,4,4,0,0,2,FALSE,FALSE,FALSE,FALSE,x,
3INZSNUD81XZ4BR1IIBI01TI8QM9DO,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3018Q3ZVOKYAXOI5IRP3P5GQTRBRAH,AY0758IITCGOZ,Submitted,Sun Apr 16 00:47:04 PDT 2017,Sun Apr 16 00:48:41 PDT 2017,Tue Apr 18 00:48:41 PDT 2017,,,,97,0% (0/0),0% (0/0),0% (0/0),bmw,2,http://www.bmw.com/,"The BMW Group sets trends in production technology and sustainability as an innovation leader with an intelligent material mix, a technological shift towards digitalisation and resource-efficient production. At the same time, flexibility and continuous optimisation of value chains ensure competitiveness.    Long-term thinking and responsible action are the basis of economic success. Ecological and social sustainability, comprehensive product responsibility and a clear commitment to conserving resources are therefore an integral part of our strategy. With Efficient Dynamics, the BMW Group consistently implements the principle of sustainable mobility and is steadily reducing its vehicles' fuel consumption and emissions.",IB,bmw,"Bayerische Motoren Werke AG (BMW), is a German automobile and motorcycle manufacturing company. Founded in 1916, it is known for its performance and luxury vehicles. It owns and produces the MINI brand, and is the parent company of Rolls-Royce Motor Cars.  As a global company, the BMW Group operates 25 production and assembly facilities in 14 countries and has a global sales network in more than 140 countries.",bmw.png,http://www.columbia.edu/~rtd2118/logos/bmw.png,0,3,3,4,4,4,3,3,0,3,3,2,3,3,1,3,3,4,4,2,3,3,4,3,3,2,4,2,3,1,4,4,2,3,3,4,0,4,3,4,3,3,4,0,4,4,3,1,3,1,FALSE,FALSE,FALSE,FALSE,x,
3U74KRR67NSRA2RS5IU2N66OG1RNTK,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3FPRZHYEP0F26A01IWF33URN8NZV3L,A1GMJZUQ8Q7053,Submitted,Sun Apr 16 04:34:17 PDT 2017,Sun Apr 16 04:36:38 PDT 2017,Tue Apr 18 04:36:38 PDT 2017,,,,141,0% (0/0),0% (0/0),0% (0/0),boeing,2,http://www.boeing.com/,"Boeing is the world's largest aerospace company and leading manufacturer of commercial jetliners and defense, space and security systems. As America's biggest manufacturing exporter, the company supports airlines and U.S. and allied government customers in more than 150 countries. Boeing products and tailored services include commercial and military aircraft, satellites, weapons, electronic and defense systems, launch systems, advanced information and communication systems, and performance-based logistics and training.    Boeing has a long tradition of aerospace leadership and innovation. The company continues to expand its product line and services to meet emerging customer needs. Its broad range of capabilities includes creating new, more efficient members of its commercial airplane family; designing, building and integrating military platforms and defense systems; creating advanced technology solutions; and arranging innovative customer-financing options.    With corporate offices in Chicago, Boeing employs approximately 150,000 people across the United States and in more than 65 countries. This represents one of the most diverse, talented and innovative workforces anywhere. Our enterprise also leverages the talents of hundreds of thousands more skilled people working for Boeing suppliers worldwide.    Boeing is organized into two business units: Commercial Airplanes and Defense, Space & Security. Supporting these units are Boeing Capital Corporation, a global provider of financing solutions; Shared Services Group, which provides a broad range of services to Boeing worldwide; and Boeing Engineering, Operations & Technology, which helps develop, acquire, apply and protect innovative technologies and processes.",BD,the-boeing-company,"The Boeing Company is an American multinational corporation that designs, manufactures and sells fixed-wing aircraft, rotorcraft, rockets and satellites and provides leasing and product support services. Boeing is among the largest global aircraft manufacturers, is the second-largest aerospace & defense contractor in the world based on 2012 revenue and is the US' largest exporter by dollar value. Boeing stock is a component of the Dow Jones Industrial Average.  The Boeing Company's corporate headquarters are located in Chicago and the company is led by Chairman and CEO James McNerney. Boeing is organized into five primary divisions: Boeing Commercial Airplanes (BCA), Boeing Defense, Space & Security (BDS), Engineering, Operations & Technology, Boeing Capital and Boeing Shared Services Group.  Boeing is the world's largest aerospace company and leading manufacturer of commercial jetliners and defense, space and security systems. A top U.S. exporter, the company supports airlines and U.S. and allied government customers in 150 countries. Boeing products and tailored services include commercial and military aircraft, satellites, weapons, electronic and defense systems, launch systems, advanced information and communication systems, and performance-based logistics and training.  Boeing has a long tradition of aerospace leadership and innovation. The company continues to expand its product line and services to meet emerging customer needs. Its broad range of capabilities includes creating new, more efficient members of its commercial airplane family; integrating military platforms, defense systems and the warfighter through network-enabled solutions; creating advanced technology solutions; and arranging innovative customer-financing options. With corporate offices in Chicago, Boeing employs more than 170,000 people across the United States and in 70 countries. This represents one of the most diverse, talented and innovative workforces anywhere. More than 140,000 employees hold college degrees -- including nearly 35,000 advanced degrees -- in virtually every business and technical field from approximately 2,700 colleges and universities worldwide. Our enterprise also leverages the talents of hundreds of thousands more skilled people working for Boeing suppliers worldwide.  Boeing is organized into two business units: Boeing Commercial Airplanes and Boeing Defense, Space & Security. Supporting these units are Boeing Capital Corporation, a global provider of financing solutions; the Shared Services Group, which provides a broad range of services to Boeing worldwide; and Boeing Engineering, Operations & Technology, which helps develop, acquire, apply and protect innovative technologies and processes.",boeing.jpg,http://www.columbia.edu/~rtd2118/logos/boeing.jpg,1,2,3,4,2,3,3,3,0,3,3,1,3,2,2,4,2,2,4,2,2,3,3,4,3,2,2,2,2,0,3,4,2,3,3,3,0,2,3,4,4,2,2,0,2,4,2,4,2,2,FALSE,FALSE,FALSE,FALSE,x,
