name,url,brand_identity,source,cb_id,cb_desc,logo_file,logo_url
 chesterfield,http://www.chesterfieldhomes.in/,"Away From The Hustle-Bustle Of Corporate Life, Comes A Unique Gem To Transform Your Lifestyle. It Gives You The Opportunity To Wake Up To Exotic Landscapes, Cherish The Playfulness Of The Skies And Enjoy The Intimacies Of Life. Here, Every Moment Is A Celebration Of Your Success. Every Feature Is A Reflection Of Your Choice And Every Minute Detail Is Synonymous With Perfection. It Is A Discovery Of Renewed Energies, Revitalized Spirits And Refined Lifestyles. It Is An Experience Only A Select Few Can Call Home. It Is The Gateway To Your Fortune, Also Known As Chesterfield.     Set In The Heart Of Pune's Rapidly Developing Area  _ Dhanori, Chesterfield Is An Opportunity For Residents To Elevate Their Life. The Exclusive 2 BHK PLUS Homes Flaunt A Lifestyle Of Luxury And Opulence. These Value-For-Money Homes Ensure Maximum Utilization Of Space, Providing You With Spacious Rooms And Well-Planned Layouts. While Your Home Interiors Are Exceptionally Planned, The Outside Environment Is A World Full Of Happiness With A Unique Array Of Modern Amenities And Lively Celebrations. With The Convenience Shopping Within The Premises, You Won't Need To Step Out For Your Daily Groceries As Well!",BD,chesterfield-house,NA,chesterfield.jpg,http://www.columbia.edu/~rtd2118/logos/chesterfield.jpg
 chevrolet,http://www.chevrolet.co.in,"Chevrolet's early adoption of landmark technologies fundamentally changed the way the world looked at cars. From the very start, the focus was on delivering high end technology and features for its lineup of affordable cars and trucks. The first Chevrolet -- the Series C Classic Six -- came with electric starters and electric headlamps, a rarity even in luxury cars. In the decades that followed, innovations such as safety glass, fuel injection, anti-lock brakes and electronic stability control systems were featured on Chevrolet models.",BD,chevrolet,"Chevrolet is leading the way with the most vehicles in its line up offering the available built-in OnStar 4G LTE Wi-Fi hotspot, allowing passengers the ability to seamlessly connect their smart devices and vehicles to the internet.  The available OnStar 4G LTE Wi-Fi hotspot provides a better in-vehicle experience than your smartphone. The stronger signal delivers a fast, reliable connection. It's automatically on after initial setup and ready to connect to your mobile devices.   The available OnStar 4G LTE Wi-Fi hotspot is the most powerful and reliable AT&T built-in data connection available from any car company. Which means you can easily connect on the go.",chevrolet.png,http://www.columbia.edu/~rtd2118/logos/chevrolet.png
 chevron,https://www.chevron.com/,"We're one of the world's leading integrated energy companies producing safe, reliable energy now and for the future. Our success is driven by our people and their commitment to getting results the right way  _ by operating responsibly, executing with excellence, applying innovative technologies and capturing new opportunities for profitable growth.",BD,chevron,"Chevron Corporation is one of the world's leading integrated energy and technology companies, with subsidiaries that conduct business worldwide under the Chevron, Texaco, and Caltex brands. The company's success is driven by the ingenuity and commitment of its employees and their application of the most innovative technologies in the world. Chevron explores for, produces and transports crude oil and natural gas; refines, distributes and markets transportation fuels and other energy products; manufactures and sells lubricants, additives and petrochemical products; produces geothermal energy and coal, and generates electricity; provides energy efficiency solutions; and develops the energy resources of the future, including biofuels and other renewables. Chevron is based in San Ramon, California. Become a fan on Facebook.com/Chevron Visit our channel on YouTube.com/Chevron Follow us on Twitter.com/Chevron",chevron.png,http://www.columbia.edu/~rtd2118/logos/chevron.png
 chipotle-mexican,https://chipotle.com/,"We're all about preparing food without added colors, flavors, or preservatives (other than   lemon or lime juice, which can be used as preservatives -- though we use them only for taste).   Just genuine raw ingredients and their individual, delectable flavors. We source from farms rather than factories,   and spend a lot more on our ingredients than many other restaurants.   We wouldn't have it any other way.    Great ingredients deserve great preparation. Morning to night, our skilled crews  use classic cooking techniques on the meticulously sourced meats and produce   that are delivered regularly to each restaurant. It's no coincidence that our founder   and CEO is a classically trained chef.    We care deeply about where our ingredients come from. While industrial farming practices have evolved to maximize profits and production, we make an extra effort to partner with farmers, ranchers, and other suppliers whose practices emphasize quality and responsibility. See how we're making choices with farmers, animals, and the environment in mind.    We've always done things differently, both in and out of our restaurants. Check out how we're changing the face of fast food, starting conversations, and directly supporting efforts to shift the future of farming and food. We hope you'll join us as we continue to learn, evolve, and shape what comes next on our mission to make better food accessible to everyone.",BD,chipotle-mexican-grill,"When Chipotle (pronounced chi-POAT-lay) opened its first store in 1993, the idea was simple: demonstrate that food served fast didn't have to be a ""fast-food"" experience. We use high-quality raw ingredients, classic cooking methods and distinctive interior design--features that are more frequently found in the world of fine dining. When we opened, there wasn't an industry category to describe what we were doing. Some 20 years and more than 1,600 restaurants later, we compete in a category of dining now called ""fast-casual,"" the fastest growing segment of the restaurant industry, where customers expect food quality that's more in line with full-service restaurants, coupled with the speed and convenience of fast food.",chipotle-mexican.png,http://www.columbia.edu/~rtd2118/logos/chipotle-mexican.png
 chs,http://www.chsinc.com/,"Just as in 1929, CHS is a farmer-owned cooperative working to help America's farmers be more successful. Today, because of our belief in shared success and farmer-first values, we've grown into a Fortune 100 company that over the past five years has returned nearly $2 billion in cash to our farmer and member cooperative owners. Together, we're making a difference around the world with our depth of energy, grain and food solutions--not to mention our full range of business services and our commitment to stewardship.    Just as in 1929, CHS is a farmer-owned cooperative working to help America's farmers be more successful. Today, because of our belief in shared success and farmer-first values, we've grown into a Fortune 100 company that over the past five years has returned nearly $2 billion in cash to our farmer and member cooperative owners. Together, we're making a difference around the world with our depth of energy, grain and food solutions--not to mention our full range of business services and our commitment to stewardship.",F500,chs-community-health-systems,"Community Health Systems Inc. is a Fortune 500 company based in Franklin, Tennessee. It is the largest non-urban provider of general hospital healthcare services in the United States in terms of number of acute care facilities. As of January 2014, it operates 206 hospitals in 29 states.",chs.png,http://www.columbia.edu/~rtd2118/logos/chs.png
 chubb,https://www2.chubb.com/us-en/#,"Chubb is the world's largest publicly traded property and casualty insurer. With operations in 54 countries, Chubb provides commercial and personal property and casualty insurance, personal accident and supplemental health insurance, reinsurance and life insurance to a diverse group of clients. As an underwriting company, they assess, assume and manage risk with insight and discipline. They service and pay claims fairly and promptly. Chubb combines the precision of craftsmanship with decades of experience to conceive, craft and deliver the very best insurance coverage and service to individuals and families, and businesses of all sizes.    Chubb is also defined by its extensive product and service offerings, broad distribution capabilities, exceptional financial strength and local operations globally. The company serves multinational corporations, mid-size and small businesses with property and casualty insurance and risk engineering services; affluent and high net worth individuals with substantial assets to protect; individuals purchasing life, personal accident, supplemental health, homeowners, automobile and specialty personal insurance coverage; companies and affinity groups providing or offering accident and health insurance programs and life insurance to their employees or members; and insurers managing exposures with reinsurance coverage.",BD,chubb-corporation,"For more than 130 years, the Chubb Group of Insurance Companies has been delivering exceptional property and casualty insurance products and services to businesses and individuals around the world.  Today, they are the 12th largest property and casualty insurer in the United States and have a worldwide network of some 120 offices in 26 countries staffed by 10,200 employees. The Chubb Corporation reported $52.2 billion in assets and $13.6 billion in revenues in 2012. According to Fortune magazine, Chubb is the 202nd largest U.S.-based corporation.  They have emerged as a leader in the insurance industry not only on the basis of their size or their longevity. They consistently strive to build lasting relationships with their customers and 8,500 independent agents and brokers, and they aim to be the best at what they do by delivering unparalleled service and innovative, scalable and specialized products backed by financial strength and third-party endorsements.",chubb.png,http://www.columbia.edu/~rtd2118/logos/chubb.png
 ciel,http://www.ciel.org/,"Since 1989, the Center for International Environmental Law (CIEL) has used the power of law to protect the environment, promote human rights, and ensure a just and sustainable society. CIEL seeks a world where the law reflects the interconnection between humans and the environment, respects the limits of the planet, protects the dignity and equality of each person, and encourages all of earth's inhabitants to live in balance with each other.    CIEL pursues its mission through legal research and advocacy, education and training, with a focus on connecting global challenges to the experiences of communities on the ground. In the process, we build and maintain lasting partnerships with communities and non-profit organizations around the world.    CIEL uses four cross-cutting legal levers for systemic change to have the greatest impact in supporting our mission and the work of partners around the world: Strengthening international law and systems to protect the environment and human rights; Empowering communities to use international law to defend their rights. Developing and advocating new strategies and global standards for international financial flows, Strengthening the legal tools to counterbalance corporate power and increase transboundary corporate accountability.partnerships with communities and non-profit organizations around the world.    Through using, strengthening, and continually testing these approaches across many aspects of their programs, their goal is to create new legal tools whose potential far exceeds our own capacity to use them. In so doing, CIEL seeks to empower communities and NGOs far beyond those with whom we work directly and, in empowering the broader movement, enable change at a grander scale.    To have the greatest impact, they focus our efforts in four key areas: protecting children and families from toxic risks; accelerating the transition from fossil fuels; slowing the expansion of minerals mining and other extractive industries; and safeguarding forest peoples and biodiversity.",BD,ciel-medical,"Ciel Medical, Inc., a biotechnology company, develops a medical device to treat ventilator associated pneumonia. The company was incorporated in 2012 and is based in Redwood City, California.",ciel.jpg,http://www.columbia.edu/~rtd2118/logos/ciel.jpg
 cigna,https://www.cigna.com,"Cigna's mission is to help improve the health, well-being and sense of security of the people we serve. Our strategic focus is centered on delivering high quality, affordable, and personalized products and solutions to our customers and clients by leveraging our insights, brand, talent and localized approach.    We continue to solve for market needs that are ever evolving, including those of our customers and employers, as well as the government and healthcare providers.",BD,cigna,"CIGNA Corporation operates as a health service company in the United States.   The company's subsidiaries are providers of health care and related benefits, the majority of which are offered through the workplace, including health care products and services, such as  - Medical Coverages  - Pharmacy behavioral health. - Dental benefits and disease management. - Group Disability.  - Life and accident insurance.   In addition, the company has an international operation that offers life, accident and supplemental health insurance products and international health care products and services to businesses and individuals in selected markets.",cigna.png,http://www.columbia.edu/~rtd2118/logos/cigna.png
 cincinnati-financial-corporation,https://www.cinfin.com/,"Mission    To grow profitably and enhance the ability of local independent insurance agents to deliver quality financial protection to the people and businesses they serve by:    providing market stability through financial strength  producing competitive up-to-date products and services  developing associates committed to superior service  Vision    Our vision is to be the best company serving independent agents.",F500,cincinnati-financial,"In 1950, four independent insurance agents formed The Cincinnati Insurance Company. Their dedication and commitment to the independent agency system remains their mission as they keep agents at the center of their identity.   They believe that locally based agents have the relationships in their communities that lead to satisfied, loyal policyholders. They complement the service you receive from your local agent by employing local field representatives who are supported by associates at their headquarters in Fairfield, Ohio. These empowered field representatives take action to respond to agents and policyholders quickly and personally.",cincinnati-financial-corporation.png,http://www.columbia.edu/~rtd2118/logos/cincinnati-financial-corporation.png
 cinemark,https://www.cinemark.com,"Cinemark USA, Inc. is an American movie theatre chain owned by Cinemark Holdings, Inc. operating throughout the Americas and in Taiwan. It is headquartered in Plano, Texas in the Dallas-Fort Worth area.    As of December 31, 2013, the Cinemark circuit is geographically diverse and is the third largest in the United States with 495 theatres and 4,457 screens in 40 states.[1] It is the most geographically diverse circuit in Latin America with 148 theatres and 1,106 screens in 12 countries;[1] it is the largest movie theatre chain in Brazil, with a 30% market share.[3] Cinemark also holds the spot of second largest circuit internationally.",BD,cinemark-usa,Cinemark is a leader in the motion picture exhibition industry.The cinemark theatres iPhone app allows easy access to any domestic cinemark theatre.,cinemark.jpg,http://www.columbia.edu/~rtd2118/logos/cinemark.jpg
 cintas-corp,http://www.cintas.com/,"We earn the genuine trust of our employees, customers and shareholders because we're responsible stewards of the environment. This simple philosophy of ""doing what's right, not just what's expedient"" fuels the sustainable spirit that has defined us for more than 80 years.    Safety is embedded in the fabric of Cintas. We embrace lessons learned from our safety journey every day. And we live them--our employee-partners practice the safety habits learned on the job with their families and in their homes, from teaching family members how to use fire extinguishers to making conscious decisions not to text while driving.    We are ownership-driven. Most of the executives have the majority of their net worth invested in Cintas stock. We are motivated more by the long-term value of Cintas than by salaries, bonuses and perks.    At Cintas, honesty and integrity are at the root of the decisions we make, the products and services we provide and the way we help our customers get Ready for the Workday_╛в.",BD,cintas,"Headquartered in Cincinnati, OH, Cintas Corporation provides highly specialized services to businesses of all types throughout North America.  Cintas operates more than 420 facilities in the U.S. and Canada, including four manufacturing plants and eight distribution centers that employ more than 30,000 people.  Company revenues were $3.5 billion in fiscal year 2010. Net income for the year was $216 million, and earnings per diluted share were $1.49.  Cintas was founded by Richard T. Farmer, Chairman Emeritus. Scott Farmer was appointed Chief Executive Officer in 2003 and Bob Kohlhepp serves as Chairman of the Board.",cintas-corp.jpg,http://www.columbia.edu/~rtd2118/logos/cintas-corp.jpg
 cisco,http://www.cisco.com/,"A culture of empowerment, engagement, and innovation makes Cisco one of the most admired companies in the world and one of the best places to work. Our people are part of a global community that values inclusion and diversity in a highly connected workplace.                                                                                                                                                        Cisco is the worldwide leader in IT that helps companies seize the opportunities of tomorrow by proving that amazing things can happen when you connect the previously unconnected. At Cisco customers come first and an integral part of our DNA is creating long-lasting customer partnerships and working with them to identify their needs and provide solutions that support their success.                                                                                                                                     What is Cisco's mission statement? Shape the future of the Internet by creating unprecedented value and opportunity for our customers, employees, investors, and ecosystem partners.",BD,cisco,"Cognitive Security is a technology company focused on applying artificial intelligence techniques to detect advanced cyber threats. Their solution integrates a range of sophisticated technologies to identify and analyze key threats, both external and internal to a customer through advanced behavioral analysis of real-time data.",cisco.jpg,http://www.columbia.edu/~rtd2118/logos/cisco.jpg
 citi,https://www.citi.com/,"Citi works tirelessly to provide consumers, corporations, governments and institutions with a broad range of financial services and products. We strive to create the best outcomes for our clients and customers with financial ingenuity that leads to solutions that are simple, creative and responsible. Believing in people and their ideas. Wherever people come together to imagine something, create something, build something, we're there to help make it real. For over 200 years. Around the world.",BD,citi-2,"CITi is a non-profit organisation established in 1998 to develop and support the information technology cluster in Cape Town, Western Cape, in order to generate employment and prosperity through information technology for people from all backgrounds.",citi.png,http://www.columbia.edu/~rtd2118/logos/citi.png
 citizens,https://www.citizenbank.com/,"Citizens Bank is a full service community bank with 12 convenient offices located throughout Waukesha and Walworth counties in Wisconsin. We began our long history of helping people and businesses achieve their financial goals in 1892 as Citizens Bank of Mukwonago. In November 2014, we shortened our name to Citizens Bank to better reflect all of the communities we serve.Since the day we opened our doors for business over a century ago, we have operated under the belief that as a community bank, we have a responsibility to provide superior banking services to make the communities we serve a better place to live and work. That's why we focus on the needs of local families and businesses, putting our deposits towards making loans in the neighborhoods where our customers' live and work  _ building and remodeling homes, as well as starting and growing businesses.",BD,citizens-bank,"Citizens Financial Group is the 13th largest retail bank holding company in the United States according to SNL Financial with $126.9 billion of total assets as of March 31, 2014. Headquartered in Providence, Rhode Island, CFG delivers a broad range of retail and commercial banking products and services through branches and ATMs in an 11-state footprint across the New England, Mid-Atlantic and Midwest regions; and through online, telephone and mobile banking platforms. Its two bank subsidiaries are Citizens Bank, N.A., and Citizens Bank of Pennsylvania. They operate a branch network under the Citizens Bank brand in Connecticut, Delaware, Massachusetts, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island and Vermont; and the Charter One brand in Michigan and Ohio.",citizens.png,http://www.columbia.edu/~rtd2118/logos/citizens.png
 clinique,http://www.clinique.com/,"Today Clinique's mission is to be the most trusted Prestige beauty brand in the world, with market leadership and authority in Dermatological Skincare and Foundation. From the very beginning we want our clients to recognise us as the smart choice, always innovating to deliver high quality, effective, safe, Allergy Tested, Fragrance Free products that are designed for living and enhance her natural beauty, every day",BD,clinique,"Clinique is a dermatologist-created cosmetic brand that manufactures and markets skin care, makeup, and fragrance products.  The company offers cleansers, moisturizers, makeup removers, exfoliators and masks, and uneven skin toners as well as eye and lip care, hand and body care, de-aging, acne, redness, pore, and dullness products. It also provides makeup products such as foundations, powders, concealers, blushes, bronzers, mascaras, eye shadows, eye liners, brows, lipsticks, lip gloss, lip liners, brush collections, and sets and gifts as well as sun protection products and self-tanners.  In addition, the company offers three-step system, skin care, shave, and grooming products for men. It provides its products through shops in the United States and Canada as well as online.  Clinique was founded in 1968 and is based in New York, United States. It operates as a subsidiary of The EstРйe Lauder Companies Inc.",clinique.png,http://www.columbia.edu/~rtd2118/logos/clinique.png
 clorox,https://www.thecloroxcompany.com/careers/about/,"Draw outside the lines. Challenge conventional thinking. And exceed your own expectations. At Clorox, we relentlessly challenge how things are done, and imagine new ways we can help consumers around the globe live happier, healthier lives. After all, innovation is not just a word here a Clorox; it's how we operate.    In your role with us, you might help develop the next digital breakthrough, or add to our already-impressive list of patents. Wherever your work takes you, one thing is sure. At Clorox, you'll help take our world-class products to the next level _-- _and beyond.      Read more at https://www.thecloroxcompany.com/careers/about/#s3Oqijpw6OTzf6TG.99",F500,the-clorox-company,"Clorox is a global company with leading brands that have become household names: their namesake bleach and cleaning products; Green Works naturally derived cleaning products; AyudР_n and Poett home care products; Pine-Sol dilutable cleaner; Fresh Step cat litter; Kingsford charcoal; Hidden Valley and K C Masterpiece dressings and sauces; Brita water filtration products; Glad bags, wraps and containers; and Burt's Bees natural personal care products. They manufacture products in more than two dozen countries and market them in more than 100 countries. Clorox trades on the New York Stock Exchange under the symbol CLX.",clorox.png,http://www.columbia.edu/~rtd2118/logos/clorox.png
 cme,https://www.cmegroup.com/,"CME Group is the world's leading and most diverse derivatives marketplace, handling 3 billion contracts worth approximately $1 quadrillion annually (on average). The company provides a marketplace for buyers and sellers, bringing together individuals, companies and institutions that need to manage risk or that want to profit by accepting risk.  Our exchanges - CME, CBOT, NYMEX and COMEX - offer the widest range of global benchmark products across all major asset classes, including futures and options based on interest rates, equity indexes, foreign exchange, energy, agricultural commodities, metals, weather and real estate. As part of our commitment to providing innovative risk-management solutions to the marketplace, CME Group also offers a growing slate of cleared OTC products and services.  Through our CME Globex electronic trading platform, users worldwide are able to access the broadest array of the most liquid financial derivatives markets available anywhere. Additionally, CME Group operates CME Clearing, one of the world's leading central counterparty clearing providers. By serving as the counterparty to every trade that happens in our markets, we protect the integrity of our markets, virtually eliminating third-party credit risk.  For the global economy, this unparalleled access translates into opportunity.",BD,cme,"The objective of CME (Correspondence Made Easy) is to create affordable means of communication and social connections between those incarcerated, and their family, friends, as well as other public professional they will be in communications with before, during and after their confinement. This is a very person problem that sends ripple of issues throughout the lives of those affected but ""We"" think we have the solution! In fact we have three new and innovative ways to accomplish our goals to satisfy the needs of our target market. We've combined old tech with new and I'm excited to say that two of the three are the first of its kind! With these services I believe we will take ""staying in touch"" to a new level. The prison phone industry is without standing a multi million dollar industry poised to grow exponentially as the FCC get a set of unified regulations that will stabilize the telecom industry, because of the new technologies being introduced into the market. With that being said these new opening within a once closed market has unlimited opportunities and possibilities for growth and development .",cme.jpg,http://www.columbia.edu/~rtd2118/logos/cme.jpg
 cms-energy-corporation,http://www.cmsenergy.com/,"CMS Energy Corporation's business strategy is focused primarily on its principal subsidiary, Consumers Energy Company, Michigan's largest electric and natural gas utility, serving 6.7 million of the state's 10 million residents. With our subsidiary, CMS Enterprises Company, we are also engaged in independent power generation in several states. Our business also includes EnerBankХС USA, which specializes in providing unsecured home improvement payment option programs for homeowners through nationwide dealer networks.",F500,cms-energy-corporation,"CMS Energy's business strategy is focused primarily on its principal subsidiary, Consumers Energy, Michigan's largest electric and natural gas utility, serving 6.6 million of the state's 10 million residents. With its CMS Enterprises subsidiary, CMS Energy also is engaged in independent power generation in several states.",cms-energy-corporation.png,http://www.columbia.edu/~rtd2118/logos/cms-energy-corporation.png
 coach,http://www.coach.com,"The Coach brand stands for authenticity, innovation, and relevance. We grew organically from the product, always staying true to these key brand equities.  Started in 1941 as a family-run workshop in New York City, we were pioneers in the leather goods and accessories space, establishing ourselves as the original American house of leather during the second half of the 20th Century.  We went on to define  _accessible luxury Э for a generation. Beginning in North America, Coach delivered an alternative to traditional luxury. Then, we expanded beyond our home market, becoming the first American company in our category to bring international relevance to an American leather goods brand.  Today, Coach is available on five continents in over 1,000 directly-operated stores worldwide and many more in collaboration with our global wholesale and distributor partners.",BD,coach-test-prep,"Coach gives you the tools & support needed to build your business, so you can create the life you want.",coach.png,http://www.columbia.edu/~rtd2118/logos/coach.png
 coca-cola,http://www.coca-colacompany.com,"The Coca-Cola Company (NYSE: KO) is the world's largest beverage company, refreshing consumers with more than 500 sparkling and still brands and nearly 3,900 beverage choices. Led by Coca-Cola, one of the world's most valuable and recognizable brands, our company's portfolio features 21 billion-dollar brands, 19 of which are available in reduced-, low- or no-calorie options. These brands include Diet Coke, Coca-Cola Zero, Fanta, Sprite, Dasani, vitaminwater, Powerade, Minute Maid, Simply, Del Valle, Georgia and Gold Peak. Through the world's largest beverage distribution system, we are the No. 1 provider of both sparkling and still beverages. More than 1.9 billion servings of our beverages are enjoyed by consumers in more than 200 countries each day. With an enduring commitment to building sustainable communities, our company is focused on initiatives that reduce our environmental footprint, create a safe, inclusive work environment for our associates, and enhance the economic development of the communities where we operate. Together with our bottling partners, we rank among the world's top 10 private employers with more than 700,000 system associates.",BD,the-coca-cola-company,"The Coca-Cola Company and distributes coke, diet coke, and other soft drinks worldwide.",coca-cola.jpg,http://www.columbia.edu/~rtd2118/logos/coca-cola.jpg
 cognizant,https://www.cognizant.com/,"We're driven by a passion to help our clients build stronger, more agile and more innovative businesses.  Cognizant enables global enterprises to address a dual mandate: to make their current operations as efficient and cost-effective as possible and to invest in innovation to unleash new potential across their organizations.  What makes Cognizant unique is our ability to help clients meet both challenges. We help them enhance productivity by ensuring that vital business functions work faster, cheaper and better. And, our ability to conceptualize, architect and implement new and expanded capabilities allows clients to transform legacy models to take their business to the next level.",BD,cognizant-technology-solutions,"Cognizant (Nasdaq: CTSH) is a leading provider of information technology, consulting, and business process outsourcing services.  Cognizant's single-minded passion is to dedicate their global technology and innovation know-how, their industry expertise and worldwide resources to working together with clients to make their businesses stronger.  With over 50 global delivery centers and more than 85,500 employees as of March 31, 2010. Cognizant combine a unique global delivery model infused with a distinct culture of customer satisfaction.  A member of the NASDAQ-100 Index and S&P 500 Index, Cognizant is a Forbes Global 2000 company and a member of the Fortune 1000 and is ranked among the top information technology companies in Top 50 Performers listings.",cognizant.jpg,http://www.columbia.edu/~rtd2118/logos/cognizant.jpg
 colgate,http://www.colgatepalmolive.com,"Our 200-year history reflects the strength and innovation that our people have used to constantly transform our Company and identify new opportunities. With global brands sold in over 200 countries and territories, Colgate, Speed Stick, Lady Speed Stick, Palmolive, Ajax, Softsoap and Hill's pet Nutrition are among the world's most recognizable household names, trusted and relied upon by consumers everywhere.  _Our three core corporate values: Caring, Global Teamwork and Continuous Improvement. _    Colgate people, working around the world, share a commitment to our three core corporate values: Caring, Global Teamwork and Continuous Improvement. These values are reflected not only in the quality of our products and the reputation of our Company, but also in our dedication to serving the communities where we do business. As a leading consumer products company, we are also deeply committed to advancing technology that can address changing consumer needs throughout the world. In fact, our goal is to use our technology to create products that will continue to improve the quality of life for our consumers where they live.    As a successful business, we are focused on achieving the consistent growth required to continue our global success and to make us an even stronger company. We believe this is the best way to benefit our consumers, our people and our shareholders. We are pleased that you have expressed interest in Colgate-Palmolive, and we invite you to learn more about our company by exploring our website.",BD,colgate-palmolive,"Colgate-Palmolive Company (Colgate) is a consumer products company whose products are marketed in over 200 countries and territories throughout the world. It operates in two segments: Oral, Personal and Home Care and Pet Nutrition. Oral Care business products include Colgate Total, Colgate Sensitive Pro-Relief, Colgate Max Fresh, Colgate Optic White and Colgate Luminous White toothpastes, Colgate 360ХН manual toothbrushes and Colgate and Colgate Plax mouth rinses. Colgate's Oral Care business also includes dental floss and pharmaceutical products for dentists and oral health professionals. Its Personal Care products also include Palmolive, Softsoap and Sanex brand shower gels, Palmolive, Irish Spring and Protex bar soaps and Speed Stick, Lady Speed Stick and Sanex deodorants and antiperspirants. It sells liquid hand soap under the Palmolive, Protex and Softsoap brands. Colgate, through its Hill's Pet Nutrition segment (Hill's), manufactures pet nutrition products for dogs and cats.",colgate.png,http://www.columbia.edu/~rtd2118/logos/colgate.png
 comcast-corporation,http://corporate.comcast.com/,"Inspired by a rich heritage, Comcast NBCUniversal has the experience, creativity and leadership to shape the future of media and technology.    As we shape the future of media and technology, our 153,000 employees strive to earn the respect and trust of our customers, our shareholders and members of the communities we serve.    Comcast brings together the best in media and technology. We drive innovation to create the world's best entertainment and online experiences.",F500,comcast,"CMCSA is a type of publicly traded stocks of Comcast, a mass media and communications company that provides cable, entertainment, and communication products and services.     It is a class A common stock traded in NASDAQ. CMCSA offers voting rights of .1323 votes per share.",comcast-corporation.png,http://www.columbia.edu/~rtd2118/logos/comcast-corporation.png
 commercial-metals-company,https://www.cmc.com,"We are a global, low-cost metals recycling, manufacturing, fabricating and trading enterprise.  With corporate headquarters in Irving, Texas, Commercial Metals Company operates more than 120 local recycling centers; steel mills; fabrication facilities; marketing and distribution offices; construction-related product stores; heat treating facilities; and other related operations - in more than 12 countries. You'll find our steel in American football stadiums, German airports, Saudi Arabian infrastructure, Singaporean high-rise buildings and in other well-known structures around the world.",F500,commercial-metals-company,"Commercial Metals Company together with its subsidiaries manufacture, recycle and market steel and metal products, related materials and services through a network, including steel mini mills, steel fabrication and processing plants, construction-related product warehouses, a copper tube mini mill, metal recycling facilities and marketing and distribution in the United States and in international markets. The Company Americas Division operates utilizing three segments: Americas Recycling, Americas Mills and Americas Fabrication. The Company's International Division operates utilizing two segments: International Mill and International Marketing and Distribution, which includes all marketing and distribution operations located outside the United States, as well as two United States-based trading and distribution divisions. In October 2013, Commercial Metals Company completed the sale of Howell Metal Company, to Mueller Copper Tube Products, Inc., a subsidiary of Mueller Industries, Inc.",commercial-metals-company.png,http://www.columbia.edu/~rtd2118/logos/commercial-metals-company.png
 community-health-systems,http://www.chs.net/,"Community Health Systems, Inc. is one of the nation's leading operators of general acute care hospitals. The organization's affiliates own, operate or lease 158 hospitals in 22 states with approximately 26,000 licensed beds. Affiliated hospitals are dedicated to providing quality healthcare for local residents and contribute to the economic development of their communities. Based on the unique needs of each community served, these hospitals offer a wide range of diagnostic, medical and surgical services in inpatient and outpatient settings.",F500,chs-community-health-systems,"Community Health Systems Inc. is a Fortune 500 company based in Franklin, Tennessee. It is the largest non-urban provider of general hospital healthcare services in the United States in terms of number of acute care facilities. As of January 2014, it operates 206 hospitals in 29 states.",community-health-systems.png,http://www.columbia.edu/~rtd2118/logos/community-health-systems.png
 conagra-foods,http://www.conagrabrands.com/,"We're transforming the way we operate to fulfill what consumers and customers want, in a smart, simple way. We're modernizing our iconic food brands, leveraging fresh opportunities and adapting to a changing landscape  _ all with a culture that's ready to capture growth and drive shareholder value.    Conagra Brands has the most energized, highest-impact culture in food. We persistently challenge and disrupt marketplace/business conventions and we are respected for our great brands, great food, great margins and consistent results.",F500,conagra-inc,"We're ConAgra Foods. We make the food you love. We're passionate about sharing the love of food, stories of our people and the commitment we bring.",conagra-foods.png,http://www.columbia.edu/~rtd2118/logos/conagra-foods.png
 conocophillips,http://www.conocophillips.com/Pages/default.aspx,"Across our 17 countries of operations, over 13,300 people work in a truly integrated way to find and produce oil and natural gas. Our technical capabilities, asset quality and scale, and financial strength are unmatched among independent exploration and production companies and uniquely position us to compete around the world.    ConocoPhillips is committed to the efficient and effective exploration and production of oil and natural gas. Producing oil and natural gas and getting them to market takes ingenuity, technology and investment. Our innovative, collaborative efforts yield products that improve quality of life globally while producing economic benefits with far-reaching influence. _",BD,conocophillips,"ConocoPhillips has a time-honored tradition of placing safety, health and environmental stewardship at the top of their operating priorities. This will not change as we move forward as an independent company. Our technical capability, asset quality and scale, and financial strength are unmatched among independent upstream companies and uniquely position us to compete anywhere in the world.  Across our 30 countries of operations, over 17,000 men and women work in a truly integrated way to find and produce oil and natural gas. Our technical capabilities, asset quality and scale, and financial strength are unmatched among independent exploration and production companies and uniquely position us to compete around the world.  ConocoPhillips is committed to the efficient and effective exploration and production of oil and natural gas. Producing oil and natural gas and getting them to market takes ingenuity, technology and investment. Our innovative, collaborative efforts yield products that improve quality of life globally while producing economic benefits with far-reaching influence.",conocophillips.jpg,http://www.columbia.edu/~rtd2118/logos/conocophillips.jpg
