name,area,frac,r,g,b,color_label
land-olakes,142281,0.640674532,254.0084828,253.7154293,252.05297,0
landrover,6251,0.144699074,10.3218685,94.84594465,52.31243001,4
landrover,5830,0.134953704,2.16483705,47.62847341,24.35849057,1
landrover,27610,0.63912037,250.2719667,250.152807,250.4433539,0
landrover,3509,0.081226852,169.1279567,174.8042177,172.5927615,8
lansing-trade-group,11962,0.164521098,180.6656078,153.2684334,94.68558769,12
lansing-trade-group,59785,0.822261649,254.5780714,254.4692649,254.257573,0
lansing-trade-group,961,0.013217253,11.87304891,11.87304891,11.87304891,1
las-vegas-sands,10326,0.150722522,123.6624056,89.85444509,38.91264769,12
las-vegas-sands,58184,0.849277478,253.8066479,253.5512512,253.2347381,0
lawson-software,500,0.025157233,49.904,96.748,149.052,3
lawson-software,15981,0.804075472,254.2833365,254.3629936,254.5009073,0
lawson-software,2688,0.135245283,1.322544643,1.322544643,1.322544643,1
lawson-software,706,0.035522013,146.0708215,157.9660057,177.7053824,8
lear-corporation,7089,0.101608187,255,0.632670334,31.44420934,2
lear-corporation,56034,0.803147575,254.6686476,254.478977,254.4924153,0
lear-corporation,5693,0.081599014,1.884770771,1.884770771,1.884770771,1
lear-corporation,952,0.013645224,161.6806723,144.0787815,145.1827731,8
lee,46136,0.661922525,254.5210248,254.5210248,254.5210248,0
lee,22513,0.322998565,0.992448807,0.992448807,0.992448807,1
lee,1051,0.01507891,126.8667935,126.8667935,126.8667935,6
lego,32165,0.458027768,254.5794186,0.318700451,0.043743199,2
lego,2166,0.030843717,247.5849492,205.2770083,28.78116343,11
lego,1150,0.016375934,121.2504348,61.66956522,38.0773913,13
lego,27837,0.396397294,253.6253547,251.3440385,246.6628588,0
lego,6907,0.098355287,1.107572028,0.754162444,0.723324164,1
lennar,17186,0.289863383,8.216073091,95.96310521,171.2948673,3
lennar,42104,0.710136617,253.4162352,253.9804778,254.3477177,0
lenovo,40991,0.565385305,226.111927,35.68012491,26.82471762,2
lenovo,31510,0.434614695,254.8080927,253.779562,253.7489368,0
leucadia-national-corporation,30401,0.887283659,254.392191,254.392191,254.392191,0
leucadia-national-corporation,2616,0.076350582,6.586009174,6.586009174,6.586009174,1
leucadia-national-corporation,1246,0.036365759,143.565008,143.565008,143.565008,8
level-3,1505,0.024879323,234.9906977,21.34817276,41.12292359,2
level-3,10643,0.17594062,34.08738138,31.09884431,31.09884431,1
level-3,45581,0.753504596,254.7762006,254.672539,254.6812926,0
level-3,1331,0.022002909,3.400450789,1.777610819,1.777610819,1
level-3,1432,0.023672552,174.9853352,166.625,167.1410615,8
levis,29380,0.422247772,196.2539483,19.34955752,49.10469707,2
levis,1275,0.018324231,193.0831373,2.98E-12,24.45960784,2
levis,38925,0.559427997,254.6351188,253.8205267,253.9092871,0
liberty-interactive-corporation,1466,0.020335691,72.13574352,81.57776262,78.21896317,6
liberty-interactive-corporation,60625,0.840962686,254.4278268,254.423868,254.4141526,0
liberty-interactive-corporation,8123,0.112678596,1.012680044,1.012680044,1.012680044,1
liberty-interactive-corporation,1876,0.026023027,168.9051173,164.6588486,157.9696162,8
liberty-mutual-holding-company,1935,0.052996275,97.43565891,100.8242894,108.5943152,6
liberty-mutual-holding-company,748,0.020486415,5.034759358,32.79278075,97.69251337,7
liberty-mutual-holding-company,32040,0.87751972,254.36701,254.386985,254.4303059,0
liberty-mutual-holding-company,1789,0.04899759,174.6321968,177.0888765,181.7138066,8
lifepoint-health,4955,0.06663708,45.04561049,68.7037336,115.3410696,3
lifepoint-health,67743,0.911038489,254.5126138,254.5611502,254.6719366,0
lifepoint-health,1660,0.02232443,148.3789157,156.2542169,173.7698795,8
lilly,5271,0.16253469,219.1586037,14.40599507,14.40599507,2
lilly,27159,0.83746531,254.6935454,252.9039361,252.9039361,0
lincoln,403,0.02807971,102.6401985,100.5235732,100.5235732,6
lincoln,13028,0.907748049,254.4658428,254.4579368,254.4579368,0
lincoln,455,0.031702899,45.27472527,42.26373626,42.26373626,1
lincoln,466,0.032469342,176.7317597,175.6652361,175.6652361,8
linkedin,9991,0.138922106,6.873185867,101.7718947,150.1402262,3
linkedin,50990,0.709001919,253.790606,253.9603844,254.0868994,0
linkedin,10937,0.152075975,0.533235805,0.533235805,0.533235805,1
listerine,31292,0.663655066,253.9723572,253.9723572,253.9747859,0
listerine,15028,0.318720706,0.41702156,0.41702156,0.41702156,1
listerine,831,0.017624229,129.7858002,129.7858002,129.9157641,6
lithia-motors,4772,0.065666713,3.90947192,148.274518,208.5448449,9
lithia-motors,48245,0.663891565,254.0261996,254.1909628,254.2600269,0
lithia-motors,14156,0.194798404,3.342328341,3.342328341,3.342328341,1
lithia-motors,5497,0.075643319,166.3829361,172.3874841,176.3098053,8
live-nation-entertainment,664,0.030869363,228.5135542,4.314759036,30.03915663,2
live-nation-entertainment,19315,0.89795444,254.3198033,253.8602123,253.9269997,0
live-nation-entertainment,495,0.023012552,25.02020202,22.94949495,23.7979798,1
live-nation-entertainment,1036,0.048163645,205.2123552,154.3561776,159.8436293,8
lkq-corporation,7346,0.232394812,8.899401035,81.95671114,140.1786006,3
lkq-corporation,22867,0.723410313,254.274238,254.3549657,254.5083745,0
lkq-corporation,1397,0.044194875,139.555476,160.7465999,195.1768074,8
lm,13379,0.19123785,249.4757456,237.3856043,1.921967262,11
lm,30789,0.44009434,37.39062652,33.35334048,32.59391341,1
lm,1796,0.025671812,0.581848552,0.264476615,24.84187082,1
lm,2086,0.029817038,235.2147651,5.523969319,139.8072867,13
lm,1119,0.015994854,22.25290438,17.86148347,30.2922252,1
lm,20791,0.297184105,253.9245347,253.2344284,253.5754413,0
lockheed-martin,19902,0.068305139,8.113254949,98.16656617,172.6986735,3
lockheed-martin,271467,0.931694861,254.4176751,254.6291741,254.8053649,0
loews-corporation,910,0.018523796,155.7802198,164.6879121,176.5252747,8
loews-corporation,2870,0.058421203,7.776655052,50.10836237,85.64982578,3
loews-corporation,973,0.019806213,2.76E-12,17.04727646,67.00102775,7
loews-corporation,44373,0.903248789,254.7162914,254.7477745,254.784441,0
loreal,746,0.026146998,30.36595174,25.50670241,27.1233244,1
loreal,1856,0.065052049,56.36799569,53.18534483,54.3512931,1
loreal,25286,0.886264064,254.5431464,254.5425136,254.5425136,0
loreal,643,0.02253689,156.4914463,155.348367,155.7713841,8
louis-vuitton,50582,0.750029656,254.6618758,254.6618758,254.6618758,0
louis-vuitton,15456,0.229181495,0.737836439,0.737836439,0.737836439,1
louis-vuitton,1402,0.020788849,141.4415121,141.4415121,141.4415121,8
lowes,30811,0.431381608,1.563792152,72.28136055,144.2417643,3
lowes,40613,0.568618392,253.1213158,253.5625539,254.0991801,0
lyondellbasell,11623,0.156910657,80.66342597,123.921879,144.8289598,6
lyondellbasell,62451,0.843089343,253.7765288,254.0375334,254.1872188,0
mac,2381,0.100975403,36.3397732,32.40571189,33.4048719,1
mac,239,0.010135708,21.9874477,15.52301255,17.06276151,1
mac,266,0.011280746,33.38345865,27.46616541,29.38345865,1
mac,19737,0.837022901,254.2987789,254.2859097,254.292547,0
mac,555,0.023536896,1.610810811,3.21E-12,0.086486486,1
mac,402,0.017048346,137.0845771,136.1766169,136.4104478,6
macys,1707,0.023036437,231.0743995,1.200937317,1.200937317,2
macys,67577,0.91197031,254.7782382,254.7364784,254.7364784,0
macys,3637,0.049082321,3.969755293,3.969755293,3.969755293,1
macys,1179,0.015910931,153.2866836,142.2832909,142.2832909,8
marathon-petroleum,8772,0.141625496,8.210100319,94.75079799,170.9627223,3
marathon-petroleum,9412,0.15195841,237.0583298,23.25648109,79.49893753,2
marathon-petroleum,43754,0.706416094,253.5290031,253.6242172,254.1399415,0
markel-corporation,58043,0.520336354,179.5879779,160.616698,107.2904398,12
markel-corporation,53506,0.479663646,254.4351848,254.2750346,253.8412141,0
marriott,10054,0.634962738,254.425005,254.425005,254.425005,0
marriott,5139,0.324554756,75.64224474,75.64224474,75.64224474,6
marriott,641,0.040482506,174.6296296,174.6296296,174.6296296,8
mars,229159,0.410018626,1.51126074,86.01118001,149.6320022,3
mars,329740,0.589981374,254.5058895,254.669667,254.7931946,0
marshalls,9272,0.127581699,1.905522002,50.84253667,152.7891501,7
marshalls,1177,0.01619539,0.039082413,22.10025489,134.5734919,7
marshalls,815,0.01121431,130.8171779,149.3509202,180.192638,8
marshalls,61411,0.8450086,253.924069,254.1369461,254.0886812,0
masco,62766,0.241601903,73.55257624,98.34560112,135.0268298,3
masco,197025,0.758398097,254.0373049,254.1682731,254.3645121,0
massachusetts-mutual-life-insurance-company,3304,0.084587814,2.341707022,121.1937046,193.8771186,3
massachusetts-mutual-life-insurance-company,31045,0.794802867,253.5102915,253.6386858,253.7271702,0
massachusetts-mutual-life-insurance-company,3059,0.078315412,7.577966656,7.577966656,7.577966656,1
massachusetts-mutual-life-insurance-company,1652,0.042293907,130.0115012,136.3547215,141.0920097,6
mastercard,14310,0.20381712,245.7313068,157.5525507,28.53116702,5
mastercard,14029,0.199814841,235.0069142,0.255114406,26.54886307,2
mastercard,5138,0.073180459,254.8847801,94.87154535,0.498442974,5
mastercard,34597,0.492764563,254.3092465,254.0297714,253.9178541,0
mastercard,2136,0.030423017,5.637640449,5.637640449,5.637640449,1
mattel,31636,0.450494838,209.1154381,36.01596283,33.06325073,2
mattel,38589,0.549505162,254.5878877,253.3749773,253.3622794,0
max-factor,1674,0.027950311,228.9408602,7.494623656,78.05316607,2
max-factor,53948,0.900754692,254.701342,254.5658412,254.6035812,0
max-factor,3547,0.059223269,7.822103186,9.390188892,9.45531435,1
max-factor,723,0.012071729,146.8893499,129.868603,134.340249,6
maytag,3060,0.138292584,11.68907015,36.67177814,55.22707993,1
maytag,15398,0.695891897,249.0637096,248.9645408,248.9383686,0
maytag,819,0.037013603,0.934889435,7.764127764,24.71253071,1
maytag,2850,0.128801916,144.722807,144.9119298,145.1094737,8
mccormick,15087,0.196860565,222.2697024,38.90793398,41.96142374,2
mccormick,5535,0.072222657,18.79385727,91.19584463,159.6794941,3
mccormick,1414,0.018450377,5.684582744,52.6718529,121.4745403,7
mccormick,54602,0.7124664,250.4881872,249.8291821,251.3801692,0
mcdonalds,21600,0.256837099,255,255,255,0
mcdonalds,57435,0.68293698,196.9432238,12.67654433,18.9788112,2
mcdonalds,5065,0.060225922,252.782188,217.3436019,96.12401264,11
mckesson,18728,0.309553719,31.17471166,50.26553823,131.0064075,7
mckesson,41772,0.690446281,253.336637,253.4888442,253.9227473,0
mckinsey,1214,0.069938933,83.98270181,112.4456343,165.1202636,3
mckinsey,16144,0.930061067,252.9038033,253.2631938,253.6471754,0
mclane-company,2797,0.03870316,211.9506614,44.21987844,38.02145156,2
mclane-company,10461,0.144752864,39.09951247,37.07035656,38.04636268,1
mclane-company,57016,0.788952233,254.8398344,254.8096324,254.8099481,0
mclane-company,876,0.012121548,11.67808219,9.023972603,10.55593607,1
mclane-company,1118,0.015470194,159.9338104,150.5796064,150.5518784,8
medtronic,11346,0.243267581,5.100652212,75.32337388,135.3961749,3
medtronic,35294,0.756732419,253.0468068,253.3795829,253.8377061,0
mercedes-benz,934,0.018739968,127.0396146,130.9014989,132.9271949,6
mercedes-benz,45683,0.916593098,254.8083751,254.8083751,254.8083751,0
mercedes-benz,1743,0.03497191,56.24727481,59.40849111,60.94262765,1
mercedes-benz,1480,0.029695024,204.477027,204.5405405,204.35,8
merck,57949,0.254564224,2.665671539,154.0659718,154.0659718,4
merck,169691,0.745435776,254.3065749,254.7228786,254.7228786,0
metlife,593,0.04173705,7.296795953,132.4114671,201.1382799,9
metlife,382,0.026886261,163.8926702,205.8246073,78.91361257,10
metlife,303,0.021326014,81.96,78.86,79.71,6
metlife,202,0.014217342,141.3512195,145.3853659,144.4731707,8
metlife,11648,0.81981982,254.8039148,254.8125859,254.8053743,0
metlife,715,0.050323761,34.01398601,30.00559441,31.02237762,1
metlife,365,0.025689752,206.0328767,211.890411,206.2493151,0
mgm-resorts-international,12577,0.186061305,174.085553,150.9245448,79.99936392,12
mgm-resorts-international,55019,0.813938695,254.2352824,254.0278449,253.4920482,0
michael-kors,6472,0.134553015,37.69252163,33.74381953,34.72867738,1
michael-kors,40670,0.845530146,254.5883206,254.5814359,254.5828866,0
michael-kors,958,0.01991684,145.0354906,143.0146138,143.4885177,8
michaels,61135,0.849285952,254.3790791,254.3790791,254.3790791,0
michaels,9084,0.12619471,3.100286218,3.100286218,3.100286218,1
michaels,1765,0.024519338,138.5036827,138.5036827,138.5036827,8
micron-technology,13094,0.177459139,18.1483122,65.11150145,119.015656,3
micron-technology,60692,0.822540861,254.0525605,254.1922329,254.3880907,0
mini,42908,0.843383914,254.6760977,254.6760977,254.6760977,0
mini,6994,0.137471499,1.313268516,1.313268516,1.313268516,1
mini,974,0.019144587,160.7258727,160.7258727,160.7258727,8
minute-maid,18614,0.390263334,36.89282261,33.00026861,33.86096487,1
minute-maid,2703,0.056671419,138.7343692,169.1220866,52.47206807,10
minute-maid,615,0.012894163,22.46504065,15.26178862,20.31707317,1
minute-maid,958,0.020085542,30.81628392,26.67536534,28.40083507,1
minute-maid,21707,0.45511154,253.7348321,253.7616898,253.631962,0
minute-maid,1284,0.026920496,7.46105919,3.096573209,4.626947041,1
minute-maid,1815,0.038053506,165.5812672,165.8203857,162.1338843,8
mobil,23786,0.325194138,3.035188767,107.8487766,182.4056588,3
mobil,5423,0.07414142,237.0346672,26.88862253,44.7506915,2
mobil,43935,0.600664443,253.8169113,253.9539547,254.3407761,0
moet,1624,0.028944179,207.7555419,178.8842365,139.1502463,12
moet,52082,0.928245526,254.6779502,254.6188894,254.3950117,0
moet,1759,0.031350253,5.308698124,5.308698124,5.308698124,1
moet,643,0.011460041,129.6174184,107.7449456,74.76982893,6
mohawk-industries,1383,0.024283181,229.1778742,25.18076645,56.25090383,2
mohawk-industries,48080,0.844204871,254.3324043,254.1857321,254.2047213,0
mohawk-industries,5784,0.101557425,8.069502075,8.069502075,8.069502075,1
mohawk-industries,1706,0.029954524,150.8440797,144.3253224,145.1342321,8
molina-healthcare,9326,0.140506825,0.728822646,159.717671,175.7337551,9
molina-healthcare,4162,0.062705276,35.91470447,31.91566555,32.92623739,1
molina-healthcare,50064,0.754271251,254.4628675,254.5905441,254.6097395,0
molina-healthcare,1574,0.023714105,4.83545108,2.020330368,2.674714104,1
molina-healthcare,1248,0.018802543,148.0969551,159.8966346,161.71875,8
mondelez-international,8963,0.20078405,58.29833761,35.21097847,122.76972,7
mondelez-international,923,0.020676523,226.0769231,4.020585049,58.68580715,2
mondelez-international,34754,0.778539427,253.250446,252.9949071,253.607556,0
monsanto-company,1791,0.02520831,205.3098827,116.268565,22.98659966,5
monsanto-company,1394,0.019620538,160.4131994,170.1269727,157.4354376,8
monsanto-company,3549,0.049952145,6.731755424,88.1451113,55.75147929,4
monsanto-company,64314,0.905219007,254.583792,254.5791274,254.570218,0
monster-beverage,2527,0.035997151,52.47170558,140.1424614,69.30470914,4
monster-beverage,2697,0.038418803,139.1861327,188.5977011,72.14386355,10
monster-beverage,1327,0.018903134,207.2200452,221.3014318,57.53579503,11
monster-beverage,20597,0.293404558,254.4033597,254.4129242,254.4129242,0
monster-beverage,43052,0.613276353,4.147287002,0.640063179,1.235111029,1
moodys,11080,0.155299526,6.46101083,39.55712996,161.6687726,7
moodys,60266,0.844700474,253.6770816,253.7987422,254.4039425,0
morgan-stanley,36914,0.86791122,254.352495,254.352495,254.352495,0
morgan-stanley,4676,0.10994075,2.232035928,2.232035928,2.232035928,1
morgan-stanley,942,0.02214803,124.5063694,124.5063694,124.5063694,6
mosaic,3316,0.046995465,29.94360676,26.17852835,27.09499397,1
mosaic,18141,0.25710034,124.1250207,153.5220771,202.3180089,9
mosaic,11292,0.160034014,15.69925611,104.8453773,173.9401346,3
mosaic,37811,0.535870181,254.4503451,254.5054085,254.6191849,0
motorola,43108,0.191898148,68.50978937,122.320103,188.8480097,3
motorola,170554,0.75923255,254.5894086,254.6534822,254.7335976,0
motorola,10978,0.048869302,85.99216615,88.95855347,92.91355438,6
mountain-dew,5210,0.074269423,42.42034549,81.45105566,49.50422265,4
mountain-dew,5243,0.074739843,235.0125882,2.632843792,39.1438108,2
mountain-dew,2824,0.040256593,136.4582153,190.6370397,65.34029745,10
mountain-dew,1225,0.01746258,203.1232653,183.52,169.4220408,8
mountain-dew,55648,0.793271561,254.8004061,254.7278429,254.6752983,0
mt-bank,17548,0.22631192,5.335080921,132.0800661,101.233018,4
mt-bank,59991,0.77368808,253.0489407,253.9589272,253.7616309,0
mtv,12859,0.585884819,254.4658994,254.4658994,254.4658994,0
mtv,8471,0.385957718,0.499940975,0.499940975,0.499940975,1
mtv,618,0.028157463,158.1100324,158.1100324,158.1100324,8
murphy-usa,6795,0.149649826,35.66637233,91.08830022,167.8138337,3
murphy-usa,1533,0.033762058,213.0293542,213.5075016,218.6829746,0
murphy-usa,665,0.014645642,128.2466165,145.675188,186.6902256,9
murphy-usa,843,0.018565828,52.75919336,60.21826809,126.8647687,7
murphy-usa,600,0.013214113,218.465,36.905,45.535,2
murphy-usa,34970,0.770162534,252.5240492,252.5240492,252.5240492,0
mutual-of-omaha-insurance-company,79550,0.202993743,9.300113136,65.3155374,120.3542049,3
mutual-of-omaha-insurance-company,312334,0.797006257,254.1096711,254.3141285,254.5129381,0
national-oilwell-varco,12053,0.185117493,228.0281258,49.12237617,50.11159048,2
national-oilwell-varco,30457,0.467777607,254.3087303,253.8100929,253.542404,0
national-oilwell-varco,22600,0.347104899,176.0083186,176.2427434,176.2401327,8
nationwide-mutual-insurance-co,4404,0.068461634,18.68437784,86.27702089,164.8158492,3
nationwide-mutual-insurance-co,1809,0.028121502,40.96185738,37.11995578,38.04256495,1
nationwide-mutual-insurance-co,56166,0.873119015,254.458409,254.5685824,254.7073496,0
nationwide-mutual-insurance-co,654,0.010166646,15.62538226,10.58103976,12.07186544,1
nationwide-mutual-insurance-co,1295,0.020131203,136.803861,152.6571429,177.0185328,8
navient-corporation,3851,0.144747228,72.95196053,48.7211114,140.0750454,7
navient-corporation,22754,0.855252772,253.7366617,253.7528347,254.2486156,0
navistar-international-corporation,11671,0.243541588,5.925713307,56.4206152,97.55385143,3
navistar-international-corporation,1146,0.02391386,-2.64E-12,31.32722513,82.86736475,7
navistar-international-corporation,35105,0.732544552,253.2610739,253.5075345,253.7676684,0
ncr-corporation,1718,0.10259779,83.5209546,184.9429569,71.35273574,10
ncr-corporation,941,0.056195879,149.1976621,164.9670563,166.3910733,8
ncr-corporation,13690,0.81755748,254.7101534,254.8163623,254.7210373,0
ncr-corporation,396,0.02364885,199.770202,219.260101,202.8080808,0
nestle,53375,0.796118967,254.6673162,254.6551944,254.6513536,0
nestle,2122,0.031650856,198.5942507,197.0565504,196.7318567,8
nestle,11547,0.172230177,146.8055772,143.7541353,142.7573396,8
netapp,14050,0.157422969,26.80391459,79.4280427,177.1353025,7
netapp,909,0.010184874,164.8162816,177.7392739,184.8327833,8
netapp,65444,0.733266106,254.5506846,254.6962288,254.6902237,0
netapp,8847,0.09912605,3.256810218,3.256810218,3.256810218,1
netflix,7136,0.232374874,229.4992993,14.57553251,22.72771861,2
netflix,23573,0.767625126,254.7036864,253.0005939,253.0499724,0
neutrogena,62501,0.823107213,254.312555,254.312555,254.312555,0
neutrogena,11576,0.152450186,2.035504492,2.035504492,2.035504492,1
neutrogena,1856,0.024442601,129.7834052,129.7834052,129.7834052,6
new-york-life-insurance-company,61777,0.603291016,1.418472894,122.7379607,194.3318063,3
new-york-life-insurance-company,40623,0.396708984,253.0451468,253.980356,254.523915,0
newell-brands,1069,0.02378198,27.28157156,140.9289055,193.6052385,9
newell-brands,4668,0.103848721,103.1491003,94.98928877,85.739503,6
newell-brands,38383,0.853904338,254.6379126,254.7094808,254.7452258,0
newell-brands,830,0.018464961,168.0156627,176.5614458,180.2662651,8
newmont-mining-corporation,1468,0.021678776,150.3623978,154.5388283,156.383515,8
newmont-mining-corporation,7546,0.111435997,2.372912801,55.3290485,128.0156374,7
newmont-mining-corporation,58702,0.866885227,254.665071,254.7189363,254.8004497,0
newport,16326,0.812360054,253.868737,253.868737,253.868737,0
newport,3184,0.158431607,5.122955975,5.122955975,5.122955975,1
newport,587,0.02920834,123.1235195,123.1235195,123.1235195,6
news-corporation,7393,0.099261547,31.83822535,27.70485594,28.72108752,1
news-corporation,66252,0.88952739,254.7241442,254.7206877,254.7206877,0
news-corporation,835,0.011211063,140.5700599,139.1580838,139.3652695,8
nextera-energy,2764,0.052023339,7.039797395,150.0260492,210.1429088,9
nextera-energy,2370,0.044607566,119.4489451,181.3481013,70.40421941,10
nextera-energy,1541,0.029004329,181.5613238,208.1888384,191.0395847,8
nextera-energy,45178,0.850329381,254.684913,254.8804949,254.6400682,0
nextera-energy,1277,0.024035385,8.287392326,8.287392326,8.287392326,1
ngl-energy-partners-lp,20308,0.286423514,5.979269254,93.90604688,170.5247193,3
ngl-energy-partners-lp,50594,0.713576486,251.813555,252.5290351,253.6355694,0
nielsen,1588,0.022247128,12.32619647,175.4892947,239.5333753,9
nielsen,61530,0.862006164,254.211149,254.2806598,254.3251747,0
nielsen,8262,0.115746708,124.4063181,125.3562092,128.2741467,6
nike,86759,0.690629901,254.1223735,254.1223735,254.1223735,0
nike,38864,0.309370099,2.501054961,2.501054961,2.501054961,1
nisource,26435,0.361999315,3.960506904,104.2797806,166.7825232,3
nisource,46590,0.638000685,251.8199828,252.9221721,253.7434428,0
nissan,4685,0.043195648,46.83183569,45.84189131,44.87740693,1
nissan,12743,0.117490319,135.7416497,135.6061628,135.2540379,6
nissan,73851,0.680905403,253.2017576,253.2261039,253.2257654,0
nissan,1097,0.010114328,30.14494075,29.08295351,28.023701,1
nissan,16084,0.148294302,197.2918428,197.715991,197.5684531,8
nordstrom,57515,0.820330329,254.2504042,254.2504042,254.2504042,0
nordstrom,11121,0.15861764,2.173545545,2.173545545,2.173545545,1
nordstrom,1476,0.021052031,131.0250678,131.0250678,131.0250678,6
norfolk,37147,0.737043651,253.4613293,253.4613293,253.4613293,0
norfolk,11408,0.226349206,6.584677419,6.584677419,6.584677419,1
norfolk,1845,0.036607143,131.3712737,131.3712737,131.3712737,6
northrop-grumman-corporation,3404,0.132194175,9.670975323,89.62837838,153.1201528,3
northrop-grumman-corporation,22346,0.867805825,252.5920523,253.2151168,253.7259912,0
northwestern-mutual-life-insurance-company,2827,0.046182246,252.2033958,185.1383092,33.45489919,11
northwestern-mutual-life-insurance-company,1176,0.019211292,142.5663265,153.7806122,164.8180272,8
northwestern-mutual-life-insurance-company,1784,0.02914366,7.56E-12,19.51793722,58.74439462,7
northwestern-mutual-life-insurance-company,3923,0.064086647,11.28626051,46.31200612,74.86897782,1
northwestern-mutual-life-insurance-company,51504,0.841376156,254.3455654,254.3077819,253.9284133,0
norwegian-cruise,943,0.018535262,46.56097561,133.5970308,183.8398727,9
norwegian-cruise,47340,0.930497681,253.8074356,253.9042881,253.928665,0
norwegian-cruise,1678,0.032982153,55.85041716,54.92491061,55.39511323,1
norwegian-cruise,915,0.017984904,154.9114754,166.0218579,171.1803279,8
nrg-energy,61160,0.869540491,252.5572106,253.1674297,251.5548561,0
nrg-energy,9176,0.130459509,20.64450741,7.088273758,16.19605493,1
nucor-corporation,57268,0.788164052,254.4876545,254.4876545,254.4876545,0
nucor-corporation,13468,0.185356455,2.527992278,2.527992278,2.527992278,1
nucor-corporation,1924,0.026479494,129.4069647,129.4069647,129.4069647,6
nvidia,8877,0.115902859,119.6561902,181.9098795,9.87563366,10
nvidia,56381,0.736140488,254.2840496,254.4002412,254.1479754,0
nvidia,11332,0.147956652,0.634309919,0.634309919,0.634309919,1
nvr,5646,0.238711314,137.6087496,7.586255756,61.91268154,13
nvr,18006,0.761288686,253.4790625,251.7976786,252.507442,0
occidental-petroleum-corporation,4051,0.084873245,237.0394964,27.09972846,45.05257961,2
occidental-petroleum-corporation,8096,0.169620784,2.805335968,91.59634387,172.3286808,3
occidental-petroleum-corporation,35583,0.745505971,254.4310204,253.9731051,254.1803951,0
office-depot,21957,0.341764468,228.0229995,6.755749875,47.15748964,2
office-depot,42289,0.658235532,254.6524155,252.9947031,253.1099813,0
old-navy,74469,0.48813566,2.441176865,61.40197935,105.9446481,3
old-navy,78089,0.51186434,252.5928876,253.2639936,253.486048,0
old-republic-international-corporation,11947,0.395072751,41.20339834,68.26207416,117.1209509,3
old-republic-international-corporation,2110,0.069775132,8.91042654,41.43933649,100.6985782,7
old-republic-international-corporation,16183,0.535152116,249.256133,249.6637212,250.4786504,0
omnicom-group,979,0.025285397,129.3309499,151.7405516,189.0970378,9
omnicom-group,4097,0.105816416,3.888699048,17.49304369,150.1698804,7
omnicom-group,33642,0.868898187,253.9913798,254.366744,254.509393,0
oneok,7063,0.044387883,15.81792439,179.0169899,239.9551182,9
oneok,133569,0.839423077,253.9295944,254.4333491,254.6261034,0
oneok,18488,0.11618904,112.3684011,114.3257248,116.2769364,6
optumhealth,237,0.014816204,243.6835443,177.9704641,23.62025316,11
optumhealth,309,0.019317329,219.1585761,113.828479,13.81553398,5
optumhealth,14618,0.913853463,254.0338624,253.9161992,253.7633055,0
optumhealth,832,0.052013003,104.9447115,105.4447115,108.6526442,6
oracle,16334,0.23713705,234.2525407,29.06538509,35.76068324,2
oracle,52546,0.76286295,254.8614167,253.752141,253.7830472,0
oral-b,21781,0.363380047,22.64455259,117.0419173,196.4400624,3
oral-b,38159,0.636619953,253.4742787,253.9869493,254.5421788,0
oreilly-auto-parts,6728,0.131073446,7.887154327,154.2358014,88.52928933,4
oreilly-auto-parts,35178,0.685330216,253.9890844,254.2934421,254.159129,0
oreilly-auto-parts,7555,0.147184882,4.217736598,4.217736598,4.217736598,1
oreilly-auto-parts,1869,0.036411455,153.6347594,184.2090909,170.6716578,8
oshkosh-corporation,6042,0.090469417,226.9149288,129.2515723,14.8224098,5
oshkosh-corporation,48037,0.719278281,254.7884964,254.7884964,254.7884964,0
oshkosh-corporation,11477,0.171849966,2.511370567,1.654265052,0.661235515,1
oshkosh-corporation,1229,0.018402336,143.5866558,143.5866558,143.5866558,8
otis,2260,0.202291443,22.36725664,42.93716814,113.4442478,7
otis,8912,0.797708557,252.7376571,252.9561266,253.6070467,0
owens-corning,37121,0.5303,208.1725169,33.30174295,41.07472859,2
owens-corning,32879,0.4697,254.4456948,252.8365826,252.6495331,0
owens-minor,11735,0.187820102,153.307712,4.260502769,48.66842778,13
owens-minor,43211,0.691597311,254.1632686,253.8115295,253.9396681,0
owens-minor,7534,0.120582586,160.7881603,150.5452615,156.4642952,8
owensillinois,11113,0.154037009,1.28894088,127.6219743,188.3357329,9
owensillinois,25408,0.352179638,239.0981581,63.18561083,52.25393577,2
owensillinois,35624,0.493783353,254.1100101,253.7920784,253.9449528,0
paccar-inc,31024,0.430518165,36.3702295,32.39453326,33.39688628,1
paccar-inc,1527,0.021190086,9.964636542,5.079240341,6.368041912,1
paccar-inc,39511,0.548291749,252.4992281,252.4663511,252.487358,0
pacific-life,12782,0.179416636,11.15600063,104.9249726,167.975356,3
pacific-life,58460,0.820583364,252.4387273,253.392559,254.077677,0
packaging-corporation-of-america,19422,0.400445352,3.739831119,72.70605499,134.1754196,3
packaging-corporation-of-america,29079,0.599554648,252.9033667,253.3967812,253.901097,0
panasonic,12099,0.263376725,3.534011075,32.13670551,170.6823704,7
panasonic,1239,0.026971135,1.88E-12,0.857142857,164.9491525,7
panasonic,32600,0.70965214,253.3591718,253.4646012,254.3236196,0
panera-bread,8416,0.16542181,104.6155035,118.8834859,27.32790394,12
panera-bread,1652,0.032471106,217.23049,213.7803993,192.3738657,0
panera-bread,1213,0.023842283,155.5718981,159.0443714,95.98027938,12
