"name","web_url","desc"
"cummins","http://www.cummins.com/","Making people's lives better by unleashing the Power of Cummins.     That simple, yet ambitious, statement serves as the guiding vision for Cummins and its 54,000 employees.    The Company takes pride in manufacturing technologies that serve the varied needs of its customers worldwide. To do that, Cummins unleashes the power of its employees: Their energy and commitment make it possible for the Company to maintain a leadership position in the markets it serves.    Cummins also recognizes that with its role as a corporate leader comes a responsibility to help improve the communities in which employees work and live. It is a responsibility the Company brings to life through its actions and the activities of its employees.     We unleash the Power of Cummins by:     Motivating people to act like owners working together.  Exceeding customer expectations by always being first to market with the best products.  Partnering with our customers to make sure that they succeed.  Demanding that everything we do leads to a cleaner, healthier, safer environment.  Creating wealth for all stakeholders.    Our Values  Integrity. Strive to do what is right and do what we say we will do.  Innovation. Apply the creative ingenuity necessary to make us better, faster, first.  Delivering Superior Results. Exceed expectations, consistently.  Corporate Responsibility. Serve and improve the communities in which we live.  Diversity.  Embrace the diverse perspectives of all people and honor with both dignity and respect.  Global Involvement. Seek a world view and act without boundaries."
"cvs","https://www.cvshealth.com","Millions of times a day, close to home and across the country, we're helping people on their path to better health.    We're reinventing pharmacy to have a more active, supportive role in each person's unique health experience and in the greater health care environment--from advising on prescriptions to helping manage chronic and specialty conditions to providing quality walk-in medical care and pharmacy benefits management.    CVS Health is helping people on their path to better health.    Because we're present in so many moments, in ways that are more affordable and effective, we're able to positively influence health behavior and shape the future of health care for people, businesses and communities.    Health is everything."
"dana-holding-corporation","http://www.dana.com","A talented engineer and inventor, Spicer had neither business nor manufacturing experience.  And although the automobile was destined to become a global institution, its future was still far from certain at the turn of the 20th century.  It was from these uncertain beginnings that Dana Incorporated emerged as one of the world's most influential automotive suppliers.  Founded on Spicer's designs, and fueled by the business acumen of attorney, politician, and financier Charles Dana, the company proceeded to expand its product array, technological expertise, and geographic scope throughout the century.  Along the way, Dana Incorporated also fostered a progressive, people-oriented culture that has added a unique dimension to the products and services the company provides."
"danaher","http://www.danaher.com","Danaher is a global science and technology innovator committed to helping customers solve complex challenges and improving quality of life around the world. Our trusted brands hold unparalleled leadership positions in diagnostics, life sciences, dental and environmental and applied solutions."
"danone","http://www.danone.com/en/","This Manifesto belongs to every Danoner. By living our Manifesto, we carry forward our mission to  _bring health through food to as many people as possible  and our dual project for business success and social progress, while reflecting our values of Humanism, Openness, Proximity and Enthusiasm. This Manifesto embodies our commitment to lead an Alimentation Revolution by supporting people to adopt healthier choices and lifestyles, and by caring about the health and wellness of Danone and Danoners, of our communities and our planet, of current and future generations."
"darden-restaurants","https://www.darden.com/","Our team members are what make the difference at Darden -- they are at the heart of everything we do. We know we're only as good as our people. That's why we hire the best and create an inclusive environment where diversity of thought and background are valued, everyone is treated with respect and everyone has opportunities to develop and grow their careers.  We're extremely proud of our results-oriented, people culture -- one filled with energy, passion, opportunity and fun. We work hard to achieve our goals, and we all win together when we do."
"davita-healthcar","https://www.davita.com/about","DaVita Inc., a Fortune 500 company, is the parent company of DaVita Kidney Care and HealthCare Partners, a DaVita Medical Group. DaVita Kidney Care is a leading provider of kidney care in the United States, delivering dialysis services to patients with chronic kidney failure and end stage renal disease. DaVita Kidney Care consistently differentiates itself from other kidney care companies and surpasses national averages for clinical outcomes. The company's clinical outcomes for dialysis have improved for the past decade, and in many key areas measuring quality dialysis care, we lead the nation. As of December 31, 2016, DaVita Kidney Care operated or provided administrative services at 2,350 outpatient dialysis centers located in the United States serving approximately 188,000 patients. The company also operated 154 outpatient dialysis centers located in 11 countries outside the United States."
"dean-foods-company","http://www.deanfoods.com/","Dean Foods is a leading food and beverage company in the United States.    The Company is one of the nation's largest processors and direct-to-store distributors of fluid milk marketed under more than 50 local and regional dairy brands and private labels. We distribute ice cream, cultured products, juices, teas, bottled water and other products.  Our products are processed with the help of approximately 17,000 dedicated employees working in approximately 70 plants across the U.S.  Pure and simple, we ensure Mother Nature's most perfect food finds a place in every home.    Investor Relations    At Dean Foods, we see the glass as half full. With a strong history of doing things right, and a commitment to responsible growth and sustainable business practices, Dean Foods is prepared to face the challenges ahead and welcome a future full of promise."
"delek-us-holdings","http://www.delekus.com/","Delek US Holdings is a diversified downstream energy company with operations in two primary business segments: petroleum refining and logistics. Delek US is headquartered in Brentwood, Tennessee and employs more than 1,300 people across the three states. The Company has been publicly traded on the New York Stock Exchange since 2006 under the ticker symbol ""DK"".At Delek US Holdings, we are committed to maintaining the highest ethical standards in the management of our businesses.  Our Board governance guidelines, code of ethics, audit committee charter and compensation committee charter are each components of a broader corporate commitment to protecting the best interests of our shareholders and our key stakeholders who, having entrusted us with the task of long-term value creation, rely on us to support a corporate culture that rewards accountability and our adherence to the fiduciary duties required of those managing a world-class organization.  By encouraging a high degree of operational transparency and strong corporate governance, we seek to engender a culture of personal and collective responsibility at work and in the communities in which we live."
"deloitte","https://www2.deloitte.com/us/en.html","We believe that we're only as good as the good we do.    All the facts and figures that talk to our size and diversity and years of history, as notable and important as they may be, are secondary to the truest measure of Deloitte: The impact we make in the world.    So, when people ask,  _What's different about Deloitte?  the answer resides in the many specific examples of where we have helped Deloitte member firm clients, our people, and sections of society to achieve remarkable goals, solve complex problems, or make meaningful progress. Deeper still, it's in the beliefs, behaviors, and fundamental sense of purpose that underpin all that we do.    With more than 150 years of hard work and commitment to making a real difference, our organization has grown in scale and diversity--approximately 245,000 people in 150 countries and territories, providing audit, tax, legal, financial advisory, risk advisory, and consulting services--yet our shared culture remains the same."
"delta","http://www.delta.com/","What started as a humble, little aerial crop dusting operation called Huff Daland Dusters in 1924 has now grown into one of the world's largest global airlines, helping more than 160 million travelers get to the places they want to go to each year.Delta flies to more than 350 destinations on 6 continents, serving more than 160 million passengers each year"
"devon","https://www.devoncommunities.org.uk","We are an independent charity with over 50 years' experience of community development work. Founded in 1961 we have accumulated a wealth of experience in helping communities resolve and progress the matters that are important to them.    Dynamic    Devon Communities Together is constantly evolving, keeping pace with the ever changing social, cultural and economic needs of communities, yet our foundation is in those basic needs that never change.     We have the flexibility to support our vision of dynamic communities shaping their own futures."
"dhl","http://www.dhl.com/en.html","DHL is present in more than 220 countries and territories of the planet, this makes us the most international company in the world. With more than 340,000 employees, we provide solutions for almost an infinite amount of logistics needs.    DHL is part of the world's leading postal and logistics company Deutsche Post DHL Group and includes DHL Express, DHL Parcel, DHL eCommerce, DHL Global Forwarding, DHL Freight and DHL Supply Chain.    We want to connect people and improve their lives. And we do it because we are inflexibly customer-focused, delivering excellence every day.    Being the Logistics Company for the World goes much further than our global presence in more than 220 countries and territories. That is, it transcends our unique ability to offer a remarkable range of logistics solutions.    We want to be the logistics company that people come to, because it covers shipping needs, professional and investment opportunities, and is the worldwide benchmark of responsible business practices."
"dillards","http://careers.dillards.com/Careers/diversity","With more than 40,000 employees in stores and operations centers in 29 states, Dillard's employees reflect both the local communities we serve and the people with whom we do business. We see our diversity as a key part of our creativity, innovation and competitive advantage in the changing retail environment."
"dior","http://www.dior.com/home/en_int"," _True Luxury requires genuine materials and the craftman's sincerity. It is only meaningful when it respects tradition _. Christian Dior.    DIOR is the ultimate symbol of elegance, excellence and luxury. In the 21st Century, DIOR continues to define elegance and style with the same audacity that inspired Monsieur Dior when he launched his house."
"directv","https://www.directv.com","DIRECTV is one of the world's leading providers of digital television entertainment services delivering a premium video experience through state-of-the-art technology, unmatched programming, and industry leading customer service to more than 39 million customers in the U.S. and Latin America. We are committed to delivering the best television experience for you every day and will continue to develop the unique, innovative programming and services that you have come to expect and enjoy from DIRECTV.     When it comes to TV service and entertainment, DIRECTV crushes the competition."
"discover","https://www.discover.com/","We adhere to the highest standards of corporate governance and ethical conduct. We believe that accountability, transparency and good decision-making support our business, serve our customers and create value for our shareholders."
"discovery-media","http://www.discoverymedia.com/chi-siamo/","Discovery Media offers its interlocutors communications solutions that go beyond display advertising. The Discovery content are offered to clients without intermediary and always in the logic of creating a partnership based on proximity to the brand values.    Discovery Media has within it a dedicated licensing structure and the Brand Solutions. The first endorsement develops projects and product lines linking them to various product categories to channel brands and content most successful portfolio. The second enhances the traditional methods of advertising and provides customers with communication events related to publishing and personalized content compared to other brands."
"dish-networks","https://www.dish.com/","Three people  _ Charlie Ergen, Candy Ergen and Jim DeFranco  _ were hauling an enormous C-band TV dish antenna via pickup truck to a customer in remote Colorado. In the early 1980s this was one of only two dish antennas owned by the developing new business. A powerful gust of wind whipped up, blowing the antenna off its trailer and into a roadside ditch. There goes half of the company.    Summed up as a bad day in the infancy of DISH, the founding trio overcame this setback to build what is now a Fortune 250 company that employs thousands and serves millions throughout the nation  _ a seemingly unlikely future on that blustery day.    Fast forward to 1995, when Ergen set his sights on launching his first satellite from China, then a novice in the satellite industry. Staking the future of young DISH on one, multimillion dollar satellite, Ergen gambled with the odds of a favorable launch. After watching a Chinese rocket promptly crash and burn, he witnessed the nerve-wracking, but ultimately successful deployment of Echo I.    Several months later, DISH made its first broadcast to customers from its uplink center in Cheyenne, Wyo., using small dish antennas and state-of-the-art technology designed and built in-house.    Images & Videos  Contact Us  Email Alerts    Quick Facts    Provides pay-TV service to more than 13 million subscribers.    more...    Offers the highest quality programming and technology with the most choices at the best value.      Leads the pay-TV industry in state-of-the-art equipment and technology.      Provides the most international channels, and award-winning HD and DVR technology.      Revenues realized a 2.9% increase in 2015, surpassing $15 billion.      Publicly traded on the NASDAQ Exchange, ticker symbol DISH.      Employs approximately 18,000 people in the U.S.      Headquartered in Englewood, Colo.    Our Story  Ditches.    Three people  _ Charlie Ergen, Candy Ergen and Jim DeFranco  _ were hauling an enormous C-band TV dish antenna via pickup truck to a customer in remote Colorado. In the early 1980s this was one of only two dish antennas owned by the developing new business. A powerful gust of wind whipped up, blowing the antenna off its trailer and into a roadside ditch. There goes half of the company.    Summed up as a bad day in the infancy of DISH, the founding trio overcame this setback to build what is now a Fortune 250 company that employs thousands and serves millions throughout the nation  _ a seemingly unlikely future on that blustery day.      Liftoff.    Fast forward to 1995, when Ergen set his sights on launching his first satellite from China, then a novice in the satellite industry. Staking the future of young DISH on one, multimillion dollar satellite, Ergen gambled with the odds of a favorable launch. After watching a Chinese rocket promptly crash and burn, he witnessed the nerve-wracking, but ultimately successful deployment of Echo I.    Several months later, DISH made its first broadcast to customers from its uplink center in Cheyenne, Wyo., using small dish antennas and state-of-the-art technology designed and built in-house.      Innovation.    Today, it appears that the real story of DISH centers on Ergen's visionary courage to reinvent television distribution. Widely considered the industry leader in technology, DISH's award-winning innovations include: Hopper with Sling Whole-Home HD DVR that gives customers the ability to watch live and recorded TV programming from smartphones, tablets and computers; and the Tailgater, a lightweight, portable satellite dish ideal for watching TV while tailgating, camping, in the RV or at outdoor activities.    Even as DISH consistently introduces products of increasing sophistication, it also leads the industry by offering the best value  _ the same channels at a better price. Challenging the economics of pay-TV, Ergen has charged competitors with passing the burden of wasteful spending to subscribers, and he maintains the mantra that DISH will always offer customers the lowest everyday pricing nationwide."
"dollar-tree","https://www.dollartree.com/","We love to hear from our customers and overwhelmingly the two comments we repeatedly receive are:  ""I can't believe this cool item I just found at Dollar Tree!"" AND...  ""I can't believe it's only $1.00!""  That's when we know we've done our jobs right! We have worked hard to create an environment where shopping is fun... a place where our customers can discover new treasures every week... a store where entire families can enjoy hunting for that special something. Every Dollar Tree store is bright and well lit, clean and well organized, and stocked with endless hidden treasures!    At Dollar Tree, we are committed to serving the best interests of our shareholders. We seek to enhance shareholder value not only through exceptional business performance and practices, but also through responsible and effective communication. To help put Dollar Tree, Inc.'s financial performance into perspective, our Investor Relations site provides the latest company information relevant to the individual.    Using just 21 words, we have instilled the values that guide our associates. It's not the number of words that count, but the words themselves.Attitude is everything, and often contagious, which is why we strive to keep a positive attitude in every situation. Whether we are serving customers or working with fellow associates, we are courteous, act responsibly, and carry ourselves with integrity.What is best for our customers and what is best for our company and associates are guiding principles in every business decision we make.From customer to coworker, Dollar Tree associates treat everyone whom which we interact with the dignity and respect that they deserve."
"dominion","https://www.dom.com/","Our company is built on a proud legacy of public service, innovation and community involvement. In addition to our core energy production, transportation and storage businesses, we invest in the communities where we live and work and by practicing responsible environmental stewardship wherever we operate."
"dominos-pizza","https://www.dominos.com/en/","From humble beginnings as a single pizza restaurant in 1960, Domino's has become today's recognized world leader in pizza delivery. At Domino's we're all about pizza -- and from the day our doors opened, we have dedicated ourselves to making and delivering delicious food with high-quality ingredients. Beyond pioneering the concept of efficiently delivering our made-to-order pizzas, we have been a part of innovations that have made a significant impact on the entire food delivery industry:"
"domtar-corporation","http://www.domtar.com/","Domtar is a leading provider of a wide variety of fiber-based products including communication, specialty and packaging papers, market pulp and absorbent hygiene products. With approximately 9,850 employees serving more than 50 countries around the world, Domtar is driven by a commitment to turn sustainable wood fiber into useful products that people rely on every day. Domtar's annual sales are approximately $5.3 billion and its common stock is traded on the New York and Toronto Stock Exchanges. Domtar's principal executive office is in Fort Mill, South Carolina.    Domtar paper products are a part of millions of lives every day. We are a leading North American manufacturer of communication papers--from everyday copy paper to paper used for reports like this one, or for your favorite book. We have a paper option for just about any application.  We market recognized brands such as Xerox Paper and Specialty Media, Cougar, Lynx Opaque Ultra, Husky Opaque Offset, First Choice and EarthChoice. Some of our customers choose to work with us to develop their own house brands--and they value our innovative ideas.  Domtar is also an important North American manufacturer of specialty and packaging papers used every day for many food, medical and industrial applications. Think baking cups, pharmacy prescription bags, sand paper backing, check books, medical gowns and the table cover at the doctor's office.  All of our products are made in the U.S. and Canada. Our customers and partners include paper merchants, major retailers, stationers, publishers, printers and converters.  Global demand for uncoated freesheet has been flat or growing at modest rates, with North American demand continuing to see secular decline. While paper consumption habits have changed, our products continue to meet the evolving needs of our customers as we adapt and innovate to meet the needs of the day.    In addition to paper products, we also sell papergrade, fluff and specialty pulp that we manufacture in excess of our internal needs. Our papergrade softwood and hardwood pulp is mainly used to make tissue, towel, packaging and specialty products. Fluff pulp, derived from softwood fibers, is used in a broad range of absorbent products--baby diapers, feminine hygiene and adult incontinence products.  The location of our mills positions us well for serving the growing export markets, where over half our market pulp is old, and for the North American tissue, hygiene and specialty customers we currently serve. The global pulp market is experiencing modest growth, and we plan on growing our position in the softwood and fluff pulp market by the end of 2016 with the announced capacity conversion at Ashdown, Arkansas.  Together, our pulp and paper products are sold in nearly 40 countries around the world.  Recyclable, re-usable and sourced from renewable forests, Domtar pulp and paper products bring value to the businesses and consumers who use them every day."
"doritos-tortilla-chips","http://www.fritolay.com/snacks/product-page/doritos/doritos-toasted-corn-tortilla-chips","For many years, we have been taking steps to reduce our impact on the environment while making, moving and selling America's favorite snacks. Key to our success in this space is our employees. Working at our manufacturing and sales sites across the U.S., our people help us take steps to reduce our environmental impact each and every day."
"doubletree","http://doubletree3.hilton.com/en/index.html","Something happens when you stay at a DoubleTree by HiltonTM hotel. Maybe it's all the little things we do to show we care. From thoughtful touches and friendly service to our warm chocolate chip cookie welcome, we're here to make your stay as comfortable as possible, right from the start. The niceness you experience with us stays with you long after you check out, and we wouldn't have it any other way.  We're proud to be a full-service hotel, where niceness matters above everything, and where we offer guests all the amenities they know and love, from fitness centers and pools to on-site dining. What could be nicer?"
"dover-corporation","http://www.dovercorporation.com/","An intense focus on the customer, combined with the leverage and discipline of Dover drives the continued success of our businesses.    Now, more than half a century after our founding, these operating principles have propelled Dover to become a world-class Company.    The backbone behind our collection of outstanding businesses is a team of dedicated employees who protect and enhance our valued reputation for quality and delivering what we promise. It's our values that define Dover to all of our key audiences: our shareholders, customers, prospective employees and especially to ourselves.    These values must be expressed in our work and embody our actions, as they form the basis by which we do our jobs, make decisions and measure our performance. It's our unwavering commitment to maintaining our values that defines who we are as a Company.    At Dover, we strive to continue to be champions of our values to help propel Dover to even greater success."
"dr-horton","http://www.drhorton.com/About-Us/The-Horton-Story","Of livable and affordable new homes built with unmatched efficiencies and uncompromising quality. Of family traditions passed on to new generations. Of a business that would grow by making customers' dreams a reality.    That philosophy of creating value every step of the way was the Company's signature focus when Horton unveiled his first neighborhood in the Dallas/Ft. Worth area over three decades ago. As the Company grew from a local homebuilder, to a regional homebuilder, to ultimately the largest homebuilder in the United States, that philosophy has never wavered.    Today, D.R. Horton continues to demonstrate its leadership in residential development through design innovation, superior craftsmanship, and responsiveness to the needs of its customers.    The simple vision that began over 35 years ago represents years of value and security when you choose America's Builder to make your dreams come true."
"dr-pepper","https://www.drpeppersnapplegroup.com","At Dr Pepper Snapple Group, it is our vision to be the best beverage business in the Americas. Our brands have been synonymous with refreshment, fun and flavor for generations, and our sales are poised to keep growing in the future.    Our strategy reflects and builds upon our position as the leading flavored beverage business in the U.S. Accordingly, we focus on:  Building our brands  Executing with excellence  Rapid Continuous Improvement"
"dte-energy-co","https://www.newlook.dteenergy.com/wps/wcm/connect/dte-web/home","DTE Energy (NYSE: DTE) is a Detroit-based diversified energy company involved in the development and management of energy-related businesses and services nationwide. Its operating units include an electric utility serving 2.2 million customers in Southeastern Michigan and a natural gas utility serving 1.2 million customers in Michigan. The DTE Energy portfolio includes non-utility energy businesses focused on power and industrial projects, natural gas pipelines, gathering and storage, and energy marketing and trading."
"duke-energy","https://www.duke-energy.com/home","What We Do    We are one of the largest electric power holding companies in the United States, supplying and delivering electricity to approximately 7.4 million U.S. customers. We have approximately 52,700 megawatts of electric generating capacity in the Carolinas, the Midwest and Florida  _ and natural gas distribution services serving more than 1.5 million customers in Ohio, Kentucky, Tennessee and the Carolinas. Our commercial and international businesses own and operate diverse power generation assets in North America and Latin America, including a portfolio of renewable energy assets."
"eastman-chemical-company","http://www.eastman.com","Eastman is a global specialty chemical company that produces a broad range of products found in items people use every day. With a portfolio of specialty businesses, Eastman works with customers to deliver innovative products and solutions while maintaining a commitment to safety and sustainability. Its market-driven approaches take advantage of world-class technology platforms and leading positions in attractive end-markets such as transportation, building and construction, and consumables. Eastman focuses on creating consistent, superior value for all stakeholders. As a globally diverse company, Eastman serves customers in approximately 100 countries and had 2015 revenues of approximately $9.6 billion. The company is headquartered in Kingsport, Tennessee, USA and employs approximately 15,000 people around the world."
"eaton","http://www.eaton.com/Eaton/index.htm","What makes Eaton distinct is our power management focus, our values-based culture and our philosophy to run the enterprise as an integrated operating company. The Eaton Business System (EBS) is the embodiment of our integrated operating company philosophy--it is how we work at Eaton and how we run our company in a common way."
"ebay","http://www.ebay.com/","Our mission is to be the world's favorite destination for discovering great value and unique selection. We give sellers the platform, solutions, and support they need to grow their businesses and thrive. We measure our success by our customers' success. Our vision for commerce is one that is enabled by people, powered by technology, and open to everyone.    We focus on partnering with our sellers, not competing with them. We are building stronger connections between buyers and sellers with product experiences that are fast, mobile, and secure. And we are transforming the individual selling experience to help you turn the things you no longer need into cash you can use."
"ecolab-inc","http://www.ecolab.com/","Ecolab is the global leader in water, hygiene and energy technologies and services.  Around the world businesses in foodservice, food processing, hospitality, healthcare, industrial, and oil and gas markets choose Ecolab products and services to keep their environment clean and safe, operate efficiently and achieve sustainability goals.     At Ecolab, this is what we do best.  Our 47,000 associates help make the world cleaner, safer and healthier by delivering comprehensive solutions and on-site service to promote safe food, maintain clean environments, optimize water and energy use, and improve operational efficiencies for customers at more than 1.3 million locations in more than 170 countries."
"edison-international","https://www.edison.com/home/about-us.html","We at Edison International, through our subsidiaries, generate and distribute electric power, and invest in energy services and technologies, including renewable energy."
"eli-lilly-and-company","https://www.lillyindia.co.in/en/about-us/index.aspx","Eli Lilly and Company Ltd was founded by Colonel Eli Lilly in 1876 and is now the 10th largest pharmaceutical company in the world. Lilly has remained dedicated to creating medicines that help improve peoples' quality of life. At the heart of Lilly's operations are its core values - excellence, integrity and respect for people."
"emc-corporation","https://www.emc.com","The Dell EMC Services Big Data Vision Workshop helps you define how big data and  analytics can transform your business. This consulting engagement leverages Dell EMC  Services' proven methodology to collaborate with the business and IT to envision,  identify, and prioritize big data business opportunities as well as provide a roadmap for  executing that vision.    Dell EMC Services accelerates time to value and provides expertise to deeply integrate Dell EMC's Infrastructure as a Service (IaaS) or turnkey Platform as a Service (PaaS) hybrid cloud platforms into your IT ecosystem. Our Prepare, Deploy, Extend and Manage services framework provides end-to-end cloud expertise throughout every stage of the solution lifecycle    The Dell EMC Services hybrid cloud portfolio coupled with the Enterprise Hybrid Cloud and Native Hybrid Cloud platforms rapidly delivers and deeply integrates the robust hybrid cloud platform in your environment, freeing you to focus on driving IT and business innovation.     Dell EMC serves a key role in providing the essential infrastructure for organizations to build their digital future, transform IT and protect their most important asset, information. Dell EMC enables our enterprise customers' IT and digital business transformation through trusted hybrid cloud and big-data solutions, built upon a modern data center infrastructure that incorporates industry-leading converged infrastructure, servers, storage, and cybersecurity technologies.  Dell EMC brings together Dell's and EMC's respective strong capabilities and complementary portfolios, sales teams and R&D. We seek to become the technology industry's most trusted advisor, providing capabilities spanning strategy development, consultative services and solution deployment and support to help our customers and partners drive the digital transformation of their businesses.  We work with organizations around the world, in every industry, in the public and private sectors, and of every size, from startups to the Fortune Global 500. Our customers include global money center banks and other leading financial services firms, manufacturers, healthcare and life sciences organizations, Internet service and telecommunications providers, airlines and transportation companies, educational institutions, and public sector agencies."
"emc2","http://www.emc-squared.net/","EMC2 is comprised of consulting engineers and construction managers who share a long history of working together to serve client needs in the mining, petroleum, chemical, waste management, manufacturing and construction industries. EMC2's services are tailored to meet the specific project requirements of our clients. Our engineering and program management capabilities are highlighted below."
"emcor-group","http://www.emcorgroup.com/","A Fortune 500 company with estimated 2017 revenues of approximately $7.6B, EMCOR Group, Inc. (NYSE: EME) is a leader in mechanical and electrical construction, industrial and energy infrastructure, and building services.    A provider of critical infrastructure systems, EMCOR gives life to new structures and sustains life in existing ones by planning, installing, operating, maintaining, and protecting the sophisticated and dynamic systems that create facility environments--such as electrical, mechanical, lighting, air conditioning, heating, security, fire protection, and power generation systems--in virtually every sector of the economy and for a diverse range of businesses, organizations, and government.    EMCOR represents a rare combination of broad reach with local execution, combining the strength of an industry leader with the knowledge and care of 170 locations.    The approximately 33,000 skilled employees of EMCOR have made the company, in the eyes of leading business publications, amongst the  _World's Most Admired  and  _Best Managed.  EMCOR's diversity--in terms of the services it provides, the industries it serves, and the geography it spans--has enabled it to create a stable platform for sustained results.    The Company's strong financial position has enabled it to attract and retain among the best local and regional talent, to undertake and complete the most ambitious projects, and to redefine and shape the future of the construction and facilities services industry.    A Fortune 500 company with estimated 2017 revenues of approximately $7.6B, EMCOR Group, Inc. (NYSE: EME) is a leader in mechanical and electrical construction, industrial and energy infrastructure, and building services. A provider of critical infrastructure systems, EMCOR gives life to new structures and sustains life in existing ones by its planning, installing, operating, maintaining, and protecting the sophisticated and dynamic systems that create facility environments--such as electrical, mechanical, lighting, air conditioning, heating, security, fire protection, and power generation systems--in virtually every sector of the economy and for a diverse range of businesses, organizations, and government.    EMCOR represents a rare combination of broad reach with local execution, combining the strength of an industry leader with the knowledge and care of 170 locations. The approximately 33,000 skilled employees of EMCOR have made the company, in the eyes of leading business publications, amongst the  _World's Most Admired  and  _Best Managed."" EMCOR's diversity--in terms of the services it provides, the industries it serves, and the geography it spans--has enabled it to create a stable platform for sustained results.    The Company's strong financial position has enabled it to attract and retain among the best local and regional talent, to undertake and complete the most ambitious projects, and to redefine and shape the future of the construction and facilities services industry."
"emerson","http://www.emerson.com/en-us","Emerson has boldly transformed itself to create value for our customers and shareholders. With our newly energized focus on our two core business platforms -- Automation Solutions and Commercial & Residential Solutions -- we can confront the challenges of an increasingly complex and unpredictable marketplace from a position of strength. This allows us to drive both near- and long-term value. And retain our single-trusted-partner status with the process, industrial, commercial and residential industries."
"energy-future-holdings-corp","https://www.energyfutureholdings.com/","ABOUT TCEH CORP.  TCEH Corp. is a premier Texas-based energy company focused on the competitive energy and power generation markets through operation as the largest generator and retailer of electricity in the growing Texas market. Our integrated portfolio of competitive businesses consists primarily of Luminant and TXU Energy. Luminant generates and sells electricity and related products from our diverse fleet of generation facilities totaling approximately 17,000 MW of generation in Texas, including 2,300 MW fueled by nuclear power, 8,000 MW fueled by coal and 6,000 MW fueled by natural gas, and it is a large purchaser of wind-generated electricity, as well. TXU Energy sells retail electricity and value-added services (primarily through our market-leading TXU Energy_ brand) to approximately 1.7 million residential and business customers in Texas.    CAREERS  What makes us successful? Talented men and women who are committed to innovation and trustworthiness. They are the people who create new money-saving choices for our customers. They are the people who restore power after a storm. They answer questions and identify solutions. They keep the machinery and generating plants running at top efficiency. They negotiate partnerships and energy trades. They discover new ways to preserve the environment.    EXECUTIVE COMPENSATION PRINCIPLES AND PRACTICES  Energy Future Holdings' compensation philosophy, practices and principles are intended to compensate executives appropriately for their contribution to the attainment of key strategic objectives, while strongly aligning the interests of executives and stockholders through at-risk equity-based plans that have a direct link to overall corporate performance and to that of the executive's business unit, as well as the executive's individual performance.    An Organization and Compensation Committee, comprised of four non-employee directors establishes and assesses our executive compensation programs.    Stock ownership is a substantial component of EFH's compensation program. Equity ownership, coupled with other long-term incentives, has been and will continue to be an important driver of success. This pay-for-performance compensation philosophy supports the company by:    Aligning performance measures with our business objectives to drive the financial and operational performance of our company and business units;  Rewarding business unit and individual performance by providing compensation levels consistent with the level of contribution and degree of accountability;  Attracting and retaining the best performers; and  Strengthening the correlation between the long-term interests of our executive officers and the interests of stockholders through equity compensation and investment opportunities.    I. RELATIONSHIPS WITH AFFILIATES, CUSTOMERS, SUPPLIERS AND COMPETITORS  Employees are held to the highest standards of personal conduct and business ethics in their  relationships with Oncor's affiliates, customers, suppliers, and competitors. This includes providing highquality  service, treating everyone in an equitable manner, displaying dignity and courtesy in business  dealings, and pursuing the Company's interests vigorously, effectively, and fairly.  Procurement Activities  Employees responsible for procuring supplies, equipment, and services for Oncor should adhere to sound  business practices that result in the fair and ethical treatment of suppliers and the purchase of materials  and services at the lowest total cost to Oncor and in compliance with the Company's Procurement Policy.  This standard applies to evaluating and selecting an appropriate number of qualified suppliers; providing  appropriate confidentiality and protection of supplier proprietary information; being impartial, truthful, and  independent in Oncor dealings; and remaining free from personal obligation to any supplier. This  standard also applies to all employees who are in a position to influence procurement decisions.   II. COMPANY PROPERTY AND RECORDS  Employees have a duty to safeguard Oncor assets entrusted to their care. Oncor assets include not only  its physical property and equipment, but also confidential information; customer information; the services  and labor of employees; the innovations and other proprietary information developed by or for Oncor; and  Oncor records including time sheets, expense reports and field test reports."
"energy-transfer-equity","http://www.energytransfer.com/","Energy Transfer is a Texas-based company that began in 1995 as a small intrastate natural gas pipeline operator and is now one of the largest and most diversified investment grade master limited partnerships in the United States. Growing from roughly 200 miles of natural gas pipelines in 2002 to approximately 71,000 miles of natural gas, natural gas liquids (NGLs), refined products, and crude oil pipelines today, the Energy Transfer family of partnerships remains dedicated to providing exceptional service to its customers and attractive returns to its investors."
"entergy","http://www.entergy.com/","Entergy Corp. is an integrated energy company engaged primarily in electric power production and retail distribution operations.Entergy exists to operate a world-class energy business that creates sustainable value for our four stakeholders."
"enterprise","https://www.enterprise.com/en/home.html","Enterprise Rent-A-Car is an ongoing American success story. Our guiding principles, and humble beginning, revolve around personal honesty and integrity. We believe in strengthening our communities one neighborhood at a time, serving our customers as if they were our family, and rewarding hard work. These things are as true today as they were when we were founded in 1957.    Today, our massive network means Enterprise is the largest transportation solutions provider. We offer car, truck and motorcycle rentals, as well as car sharing and car sales. We're in over 30 countries with more than 7,200 locations. What does this mean to our customers? We're there when you need us.    We take an active role in sustainability, not only because it's smart for our business, but because we believe in making the world a better place for future generations. Because of our size, we are in a unique position to foster innovation, advance research and test market-driven solutions."
