name,charming,cheerful,confident,contemporary,cool,corporate,daring,down-to-earth,exciting,familiar_with,family-oriented,favorability_rating,feminine,friendly,glamorous,good looking,hard working,honest,imaginative,independent,intelligent,leader,logo_consist,masculine,original,outdoorsy,purch_lik,purchased,real,reliable,rugged,secure,sentimental,sincere,small-town,smooth,spirited,successful,technical,tough,trendy,unique,up-to-date,upper class,western,wholesome,young
tesla,0,0,2,1,2,2,3,1,1,1,3,3,0,3,1,2,0,2,4,3,3,3,4,3,2,1,3,0,2,2,1,1,0,3,0,1,1,1,3,1,4,2,4,0,0,1,3
tesla,3,0,2,3,4,3,3,0,4,2,0,4,0,1,4,4,1,3,3,2,3,4,4,0,4,0,4,0,1,2,0,1,0,3,0,2,4,3,1,0,3,4,4,2,1,0,0
tesla,2,2,3,4,2,2,3,1,3,1,1,3,2,2,2,3,3,3,3,2,3,4,3,2,1,2,2,0,2,3,0,3,0,3,0,2,3,3,4,2,3,2,4,2,0,1,2
tesla,4,3,4,3,3,3,0,3,2,1,3,3,1,3,1,1,3,3,1,1,3,2,3,4,2,0,2,0,3,3,0,3,2,3,0,3,1,4,4,1,3,4,3,3,2,4,1
tesla,3,0,4,4,4,3,4,0,4,2,0,4,0,0,3,4,3,0,4,4,4,4,3,3,4,0,4,0,3,3,0,0,0,0,0,0,4,4,4,0,3,4,4,3,3,0,4
tesla,3,0,4,4,4,4,4,0,4,2,3,3,2,2,3,4,4,3,4,4,4,4,4,2,4,4,3,0,4,4,0,4,0,4,0,4,4,2,4,1,2,4,4,4,2,4,4
tesla,2,4,4,1,4,3,3,3,4,1,4,4,1,3,4,4,4,3,4,4,4,4,4,2,4,3,3,0,4,4,2,3,1,4,1,3,4,4,4,3,4,4,4,4,0,2,2
tesla,1,3,3,4,4,1,4,0,4,2,0,4,0,3,4,4,4,3,4,4,4,4,3,2,3,0,2,0,3,3,0,3,0,3,0,3,4,4,2,1,4,3,4,3,0,0,4
tesla,0,2,4,4,4,3,4,2,3,1,3,3,1,3,1,4,3,3,4,4,4,4,3,3,4,4,2,0,4,3,2,3,2,3,0,2,4,3,4,4,4,4,4,3,3,1,1
tesla,1,2,3,3,4,4,4,3,4,2,1,4,0,1,0,1,4,3,4,4,4,3,3,1,4,4,0,1,4,3,1,4,3,3,0,1,3,4,4,1,1,4,4,4,0,0,0
tesla,4,2,4,4,4,2,4,2,4,1,0,3,0,2,4,4,4,3,4,4,4,4,3,2,4,2,2,0,4,4,0,4,0,2,0,4,4,4,4,0,4,4,4,2,4,0,4
tesla,1,1,4,4,2,4,4,0,4,2,0,0,1,0,4,4,1,0,4,2,3,3,0,4,2,4,0,0,3,0,0,0,0,0,0,1,4,3,4,1,3,4,4,4,2,0,4
tesla,0,0,3,4,3,1,3,0,2,1,0,2,0,1,0,0,2,3,3,2,4,2,2,0,3,0,2,0,1,2,0,2,0,2,0,0,3,3,4,1,2,3,3,1,0,1,1
tesla,0,2,4,4,4,3,4,1,4,1,3,3,2,3,2,4,2,4,4,3,4,4,3,2,4,3,4,0,3,4,0,4,0,3,0,4,4,4,4,0,3,4,4,4,0,4,2
the-home-depot,0,0,2,0,0,3,0,2,0,2,0,3,0,1,0,0,3,3,0,1,0,4,3,2,0,4,4,1,2,3,4,0,0,3,1,0,2,3,0,4,0,4,2,0,0,2,0
the-home-depot,0,0,2,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,2,3,0,0,3,1,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0
the-home-depot,0,2,2,0,0,0,1,3,1,2,0,2,0,1,0,0,4,2,2,3,1,2,4,4,1,3,3,1,4,3,3,2,1,2,0,0,2,3,2,3,0,0,1,0,3,2,0
the-home-depot,2,4,4,4,4,4,4,4,4,2,4,4,1,3,2,3,4,4,3,4,4,4,4,4,4,4,4,1,4,4,4,4,1,2,0,2,4,4,4,4,4,1,4,3,1,4,1
the-home-depot,3,3,3,2,3,1,3,1,3,2,4,4,1,4,2,2,3,3,3,1,3,3,3,3,3,4,4,1,3,3,2,1,1,3,0,3,0,4,3,3,3,2,3,2,1,2,1
the-home-depot,4,1,4,2,1,1,4,4,3,2,4,3,0,1,0,4,3,3,1,4,3,1,3,4,3,4,3,1,4,1,4,3,1,3,3,2,1,2,1,4,2,3,3,1,3,4,1
the-home-depot,0,0,4,4,1,4,0,4,1,2,1,4,0,2,0,4,4,3,1,2,4,3,4,4,4,4,4,1,4,4,4,4,2,4,2,0,1,4,1,4,0,4,4,1,2,2,0
the-home-depot,1,0,1,0,0,4,1,0,0,2,0,3,0,1,0,0,1,2,0,3,4,1,3,4,0,3,3,1,1,2,0,2,0,0,0,1,0,4,1,0,2,0,0,0,0,4,0
the-home-depot,3,3,3,2,2,1,3,3,2,2,2,3,1,3,1,2,4,3,3,3,4,3,3,3,3,4,3,1,4,4,3,3,3,4,2,2,4,4,4,3,2,2,3,1,3,3,2
the-home-depot,4,4,4,4,4,4,0,3,2,2,4,4,0,3,4,2,4,4,4,4,4,4,4,0,4,4,3,1,4,4,0,4,3,4,0,4,4,4,4,3,4,4,4,4,0,4,0
the-home-depot,2,1,3,2,1,3,1,2,1,2,3,3,1,3,1,2,2,3,1,2,3,3,3,3,2,1,3,1,2,3,2,2,1,3,1,2,1,3,4,2,2,1,2,1,3,3,0
the-home-depot,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
the-home-depot,0,2,4,4,0,2,1,2,0,2,0,3,0,2,0,2,3,2,2,1,2,4,4,4,2,2,4,1,4,4,3,2,0,2,0,0,0,4,0,4,0,2,3,0,2,0,1
the-home-depot,2,2,4,3,1,4,1,2,1,2,1,4,1,2,0,1,3,4,2,3,2,4,3,3,2,3,4,1,3,4,2,4,0,4,0,3,2,4,0,3,1,1,3,0,3,2,1
the-home-depot,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,1,1,3,0,0,0,2,3,3,0,1,3,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
the-home-depot,0,1,2,0,0,2,2,3,1,2,2,3,1,1,0,1,4,3,1,2,2,4,3,3,0,4,4,1,4,3,4,2,0,2,3,2,1,3,1,3,0,0,1,0,3,3,0
the-home-depot,1,0,3,1,1,1,1,4,1,2,0,3,0,2,0,1,4,3,0,1,2,4,4,3,1,3,3,1,4,3,4,2,0,4,1,0,2,2,1,4,0,2,2,0,4,1,0
the-home-depot,0,4,0,0,4,0,0,0,1,2,4,4,0,3,0,0,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,4,0,4,0,0,0,4,0,4,0,4,4,0,4,0,0
the-home-depot,1,1,2,1,0,1,1,3,1,2,1,2,1,3,1,1,3,2,1,1,2,1,3,4,2,4,4,1,3,2,4,2,0,2,3,1,3,3,3,3,2,2,1,1,3,2,1
the-home-depot,2,4,2,2,0,2,0,4,0,2,3,3,0,3,0,0,3,3,4,3,2,3,2,0,1,4,2,0,0,4,2,0,3,4,3,0,4,4,0,2,0,2,0,0,3,0,0
the-north-face,3,4,4,3,3,3,2,2,3,2,3,3,1,3,3,4,4,3,3,3,2,4,3,3,3,4,3,1,4,4,2,2,1,3,1,2,2,4,2,3,4,2,3,2,4,3,3
the-north-face,0,2,3,4,1,1,1,2,2,1,1,2,0,1,0,3,2,2,2,4,2,3,3,3,3,4,3,0,4,4,4,2,1,2,0,0,1,3,0,3,3,2,3,2,3,0,2
the-north-face,2,3,3,1,1,3,1,3,0,1,2,1,0,2,1,2,4,4,2,3,2,2,2,3,2,4,1,0,3,3,3,3,0,3,2,2,2,3,1,3,1,2,2,3,1,3,1
the-north-face,2,2,4,4,2,4,3,3,2,2,2,3,2,2,1,3,4,4,3,4,3,3,3,3,3,4,4,1,3,4,4,4,0,4,1,2,3,3,1,4,3,2,3,0,4,2,3
the-north-face,2,2,2,2,2,1,3,3,3,1,0,2,1,2,2,2,2,3,2,3,2,3,1,3,2,4,2,0,3,3,3,2,2,2,1,1,3,2,2,2,2,1,2,1,3,2,2
the-north-face,3,2,4,3,3,3,3,3,3,1,3,4,2,3,1,3,4,3,3,3,2,4,1,4,3,4,2,0,4,3,4,3,2,3,1,3,3,4,0,4,3,1,3,3,1,4,2
the-north-face,4,4,4,2,3,1,3,4,4,2,3,3,1,4,3,2,4,4,3,2,2,4,2,3,2,4,3,1,3,4,4,3,4,4,1,2,4,3,1,4,2,2,2,4,3,4,2
the-north-face,4,4,4,1,4,0,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,4,4,4,1,4,0,4,4,4,1,4,4,4,4,4,4,4,4
the-north-face,3,3,3,4,3,1,3,3,2,1,3,3,2,3,2,4,3,3,2,3,3,3,2,2,2,4,3,0,3,4,3,3,3,3,2,3,3,4,1,3,4,2,4,2,3,3,3
the-north-face,2,2,3,0,2,2,2,2,3,0,2,2,0,2,0,0,3,2,3,4,3,2,2,3,2,4,2,0,2,2,3,2,2,2,0,1,2,2,1,3,0,1,2,0,0,1,2
the-north-face,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4
the-north-face,0,0,0,0,0,1,3,3,0,2,0,2,0,0,0,0,3,0,0,3,0,3,2,3,0,4,2,1,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3
the-north-face,1,3,3,2,2,2,1,3,2,2,2,3,1,2,1,1,3,4,3,2,2,3,3,1,2,4,4,1,2,2,2,2,1,3,0,1,3,3,0,1,3,2,2,2,0,3,2
the-north-face,3,3,3,3,3,1,3,3,3,2,3,3,1,3,2,3,3,2,3,4,3,3,3,3,3,4,3,1,3,3,4,2,0,3,1,3,3,3,3,3,3,3,3,3,1,3,3
the-north-face,1,3,3,0,3,0,4,4,4,1,3,3,2,4,0,2,4,3,2,4,3,4,1,2,2,4,3,0,4,3,4,3,0,4,2,1,4,3,0,4,0,2,2,1,2,4,2
the-north-face,2,1,4,0,0,1,0,4,0,0,0,2,0,1,0,0,4,3,0,4,2,3,3,2,0,4,2,0,3,4,4,4,0,4,2,0,2,4,0,4,0,0,0,0,1,2,0
the-north-face,0,1,3,1,1,1,1,4,1,2,3,4,0,3,0,3,2,3,2,3,0,3,4,3,2,4,4,1,3,4,4,3,0,3,0,0,3,4,0,3,1,1,2,0,0,1,1
the-north-face,2,2,3,1,2,2,2,1,1,2,2,3,1,2,1,2,2,2,2,2,2,3,2,2,1,2,3,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1
the-north-face,0,1,3,2,3,2,3,2,3,1,1,3,1,1,1,2,3,2,2,1,1,2,3,4,3,4,3,0,1,2,3,0,0,2,1,1,2,3,0,4,1,2,2,3,2,1,1
the-north-face,2,2,3,3,3,2,1,2,1,2,1,2,2,2,2,3,2,2,2,1,3,3,2,2,2,2,0,0,2,2,1,2,2,2,2,1,2,3,2,1,3,2,2,3,1,1,3
tiffany-co,1,1,3,0,1,4,0,0,1,2,0,0,4,2,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,1,2,0,0,2,1,3,0,0,0,3,0,3,2,0,0
tiffany-co,4,2,4,0,4,2,1,0,0,2,2,3,4,1,4,4,2,3,3,4,4,4,4,0,4,0,3,1,4,4,0,4,4,4,0,4,4,4,0,0,0,4,0,4,4,2,0
tiffany-co,3,1,3,4,1,1,3,0,4,1,1,3,4,2,4,4,3,3,3,1,3,3,3,0,3,0,1,0,3,3,0,0,3,3,0,1,2,4,0,1,1,3,4,4,0,1,1
tiffany-co,4,4,4,4,4,4,4,1,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,1,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,1,2,2
tiffany-co,2,2,2,2,2,0,1,0,3,1,2,2,3,2,3,2,1,1,2,2,1,1,2,0,2,0,2,0,2,1,0,1,2,1,0,2,2,2,0,1,3,2,1,3,0,0,2
tiffany-co,4,3,4,2,3,2,1,2,2,2,1,3,4,2,4,4,3,2,2,2,3,3,2,0,3,0,3,0,3,3,0,3,3,2,0,1,3,4,1,1,3,2,4,4,0,2,0
tiffany-co,4,3,3,3,3,3,3,1,4,1,1,3,3,3,4,4,3,3,3,3,3,4,2,2,4,0,1,0,3,4,1,3,4,4,0,3,3,4,0,1,2,4,3,4,0,3,0
tiffany-co,3,2,4,4,2,4,2,2,2,1,0,1,0,1,3,4,2,1,2,3,2,2,1,0,2,0,1,0,2,2,0,2,0,1,0,2,2,3,2,2,2,2,3,4,2,0,2
tiffany-co,2,1,1,3,3,2,2,0,2,2,1,2,4,0,4,4,0,1,1,1,0,2,4,0,2,0,3,0,1,0,0,1,4,1,0,1,0,3,0,0,0,2,3,3,0,0,1
tiffany-co,2,1,2,2,2,1,2,1,2,1,1,2,3,1,2,2,1,1,2,2,1,1,3,0,1,0,1,0,2,1,1,1,3,1,0,3,2,3,0,0,2,2,1,2,0,1,0
tiffany-co,3,1,2,2,2,2,1,1,3,1,1,2,4,1,4,3,1,2,2,2,2,2,3,1,2,1,2,0,3,2,1,2,2,3,1,2,2,3,1,1,2,2,3,4,1,2,2
tiffany-co,3,2,3,4,1,2,3,2,3,1,0,2,2,2,3,2,2,2,3,1,3,2,3,0,2,0,1,0,1,2,0,2,0,3,0,0,2,4,0,0,3,3,4,3,0,1,1
tiffany-co,4,4,4,4,4,3,3,1,3,2,1,3,3,3,4,4,3,2,4,4,1,4,2,0,4,0,4,0,1,3,0,3,2,3,0,4,4,4,3,0,4,4,4,4,0,2,2
tiffany-co,3,0,4,2,2,3,2,0,2,1,0,1,4,1,4,4,0,2,2,2,0,1,1,0,2,0,1,0,1,1,0,0,3,1,0,1,1,3,0,0,4,2,3,4,0,0,1
tiffany-co,4,4,4,4,4,2,4,2,4,2,0,4,4,4,4,4,2,3,4,4,4,4,4,0,4,0,4,0,4,4,0,4,3,4,0,4,4,4,0,0,4,4,4,4,4,0,4
tiffany-co,4,3,4,3,4,3,4,2,4,1,2,3,4,3,4,3,3,3,4,4,4,4,3,0,3,0,3,0,4,4,0,4,3,4,0,4,4,4,2,0,4,4,4,4,0,3,2
tiffany-co,3,3,2,2,2,3,2,1,2,1,2,2,3,3,3,4,2,2,2,3,2,3,2,1,3,1,2,0,3,2,1,3,3,2,1,3,3,4,1,1,3,3,3,3,3,2,1
tiffany-co,3,0,3,0,2,3,2,0,2,1,0,2,3,1,4,4,0,1,0,3,2,3,2,0,1,1,1,0,4,2,0,3,0,2,0,3,0,4,1,1,1,1,3,4,0,1,0
tiffany-co,3,0,0,3,2,4,0,0,2,2,0,3,3,0,4,3,0,0,0,0,0,3,3,0,0,0,3,1,0,3,0,0,3,0,0,2,2,3,0,0,3,0,0,4,0,0,0
tiffany-co,3,3,4,3,2,4,2,3,3,2,2,2,4,4,4,4,0,4,3,4,1,2,3,0,3,0,0,0,4,4,0,4,3,4,4,3,3,4,0,0,3,3,4,2,0,3,4
toys-r-us,2,2,2,1,1,1,1,2,1,2,2,3,1,1,1,1,1,2,1,2,1,1,2,1,1,1,3,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1
toys-r-us,2,2,2,1,1,4,1,2,2,2,4,1,0,3,3,2,1,2,2,1,2,3,2,0,1,1,1,1,2,3,0,3,1,1,0,1,2,2,1,0,1,1,1,3,0,4,3
toys-r-us,3,4,4,4,3,4,1,2,3,2,4,3,3,4,0,3,3,3,4,3,2,4,3,2,2,1,4,1,3,3,0,4,4,3,0,1,3,4,1,1,2,1,4,0,3,3,4
toys-r-us,0,4,0,0,0,4,0,1,3,2,4,2,0,4,0,0,2,2,2,2,1,1,4,0,4,0,1,1,0,1,0,2,0,0,2,1,3,4,0,0,0,4,3,0,0,1,4
toys-r-us,0,4,2,2,1,2,0,1,3,2,4,4,0,4,0,1,0,3,3,0,0,4,3,0,1,0,4,1,0,0,0,0,2,0,0,0,3,3,0,0,1,1,1,0,0,4,4
toys-r-us,2,3,3,0,2,3,1,2,4,2,4,3,0,3,0,0,0,2,4,2,1,3,2,0,2,0,3,1,2,2,0,3,1,2,0,0,3,4,1,0,1,2,2,0,0,2,4
toys-r-us,0,3,2,2,1,2,0,1,0,2,4,4,2,4,0,1,0,4,2,1,0,3,4,0,2,0,4,1,3,3,0,2,1,3,0,0,1,3,0,0,3,1,2,0,0,1,1
toys-r-us,0,4,0,0,0,4,0,0,0,2,4,0,0,1,0,0,0,0,3,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
toys-r-us,2,3,4,0,2,2,2,1,3,2,4,3,2,4,1,4,1,4,4,3,3,4,4,1,3,0,3,1,4,4,0,4,2,4,2,3,4,4,1,0,3,4,4,1,0,0,4
toys-r-us,3,4,4,0,4,1,3,2,3,2,4,4,2,4,1,3,3,4,4,4,4,4,4,0,4,2,4,1,4,4,0,4,2,3,0,3,4,4,2,3,4,4,3,0,0,3,4
toys-r-us,2,3,3,2,3,1,2,3,3,2,3,3,1,3,0,1,1,2,3,2,2,2,2,0,3,1,4,1,3,2,0,2,1,1,0,2,3,3,1,3,3,2,3,0,2,3,3
toys-r-us,1,2,2,0,0,2,0,1,1,2,4,1,0,4,0,0,1,3,0,0,1,0,4,0,1,0,1,1,2,2,0,1,3,2,0,1,2,2,0,0,0,1,0,0,2,4,1
toys-r-us,3,1,3,2,2,3,1,2,1,2,4,3,1,3,1,3,3,2,2,3,2,3,2,0,3,0,3,1,3,3,1,3,1,3,1,1,2,4,0,1,2,2,3,0,0,3,2
toys-r-us,1,4,1,4,1,1,0,3,2,2,4,2,3,4,1,1,1,2,4,1,0,1,3,0,0,0,3,1,1,2,0,1,3,3,0,0,4,4,0,0,3,0,2,0,0,4,4
toys-r-us,4,4,4,1,3,4,4,4,4,2,4,4,0,3,2,2,4,4,4,4,4,4,4,0,4,1,4,1,2,4,0,4,3,4,0,4,4,4,4,0,2,4,4,0,4,4,4
toys-r-us,4,4,4,4,2,0,2,4,2,2,4,4,2,4,0,4,4,4,4,4,4,2,4,0,2,4,4,1,4,4,0,4,4,4,4,2,4,4,0,0,4,2,4,0,4,4,4
toys-r-us,3,3,2,2,2,2,1,2,2,2,4,4,1,4,0,1,2,2,2,2,2,2,2,0,2,1,3,1,2,3,0,2,2,3,1,2,3,2,1,0,1,1,1,1,0,4,2
toys-r-us,4,4,4,2,4,4,2,4,3,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,2,4,1,4,4,2,4,4,4,4,4,4,4,3,2,4,4,4,3,4,4,4
toys-r-us,2,3,2,1,2,2,2,1,3,2,4,3,1,3,2,1,2,3,2,2,2,1,4,1,2,2,3,1,1,2,1,2,2,2,0,2,2,1,2,1,1,1,1,2,1,1,1
toys-r-us,3,4,4,2,0,3,0,2,2,2,4,3,2,4,0,0,3,3,4,0,4,1,4,0,0,0,3,1,3,4,0,3,0,2,0,0,4,4,0,0,1,1,3,2,3,3,4
twitter,3,2,4,3,3,4,4,0,3,2,1,1,1,2,3,1,1,1,3,3,2,4,2,3,4,0,3,1,1,1,2,2,1,1,0,3,4,4,4,1,4,4,3,2,3,1,3
twitter,0,1,3,4,3,4,1,2,2,2,0,3,0,2,0,2,3,1,2,4,4,4,2,0,4,0,3,1,4,4,0,3,0,2,0,2,3,3,3,2,4,3,3,0,2,2,1
twitter,0,2,2,3,3,1,3,1,2,2,0,2,2,1,2,2,0,1,2,3,2,3,1,2,3,0,2,0,2,2,0,1,0,1,0,1,3,2,2,0,4,3,3,1,2,1,3
twitter,0,3,1,2,1,0,0,0,1,1,0,1,3,0,2,0,0,0,1,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,4,0,1,0,0,0,3
twitter,1,1,1,3,2,3,1,1,0,2,1,2,1,1,0,1,1,2,1,4,3,1,2,2,2,0,3,1,3,2,1,2,1,2,0,2,2,2,4,1,2,2,2,0,1,1,2
twitter,1,2,3,3,1,4,1,1,3,2,2,3,0,3,1,3,3,3,2,3,2,1,4,0,1,1,3,1,3,2,1,2,1,3,0,0,3,4,3,0,3,0,3,1,0,1,2
twitter,4,4,4,4,4,1,4,0,4,2,0,4,0,4,0,4,4,4,4,4,4,4,4,0,4,3,4,1,4,4,0,4,0,4,0,4,4,4,4,0,4,4,4,0,4,2,4
twitter,2,2,1,2,2,3,4,2,3,2,2,3,2,3,3,1,2,2,2,2,2,4,3,2,2,2,3,0,2,1,3,2,2,1,3,4,1,3,2,2,2,1,1,3,2,2,2
twitter,2,2,2,3,2,3,2,2,2,2,2,0,1,2,2,2,3,2,3,2,3,3,3,2,3,1,1,1,2,3,1,1,2,1,1,1,3,3,4,2,3,2,3,1,0,2,3
twitter,3,2,3,4,4,1,3,2,3,2,1,4,1,3,3,4,2,3,3,3,3,3,3,1,4,2,4,1,3,3,1,3,2,4,2,2,3,3,3,4,4,4,4,3,1,2,3
twitter,0,2,2,3,2,3,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,3,3,2,2,0,3,0,4,1,0,1,0,1,0,1,2,4,2,0,4,2,2,1,2,0,4
twitter,3,3,4,0,4,0,4,0,4,2,2,2,2,3,4,0,3,2,4,4,4,4,3,0,4,0,3,1,2,2,0,2,0,2,0,2,4,3,4,2,4,4,4,2,0,0,3
twitter,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
twitter,0,0,2,2,0,3,0,0,0,1,0,1,0,1,0,0,1,2,0,4,2,3,3,0,4,0,1,0,3,3,0,1,0,1,0,1,0,1,4,0,1,4,2,0,2,0,2
twitter,0,1,3,0,3,0,1,3,3,2,2,2,0,4,2,3,1,2,3,3,3,3,2,0,1,0,0,0,3,3,1,0,0,2,1,1,1,4,3,0,4,1,4,1,0,0,1
twitter,1,3,4,4,4,3,3,1,3,2,1,4,2,2,1,1,3,3,4,3,3,4,3,2,4,0,4,1,4,4,0,3,0,3,0,3,3,4,4,1,4,3,3,0,2,1,4
twitter,0,0,3,4,3,2,2,1,1,2,0,1,0,1,0,0,1,2,2,2,3,2,1,0,3,0,2,1,1,2,0,2,0,2,0,1,2,3,4,0,4,2,4,0,0,1,3
twitter,2,3,4,4,4,0,4,3,3,2,3,4,2,3,2,3,3,3,4,4,3,4,4,2,4,0,2,0,3,3,1,3,0,3,0,3,4,4,4,2,3,4,4,0,0,2,3
twitter,1,1,3,2,3,1,3,2,2,2,1,3,2,2,1,2,2,2,3,3,2,3,3,2,3,1,2,0,3,2,1,2,1,2,1,1,2,3,2,1,3,3,4,1,1,1,4
twitter,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,3,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2
uber,1,2,3,4,3,2,3,2,3,1,0,1,1,2,1,2,2,2,4,4,2,2,3,3,4,0,1,0,2,1,1,2,2,2,2,3,4,3,1,2,3,4,4,1,0,2,4
uber,0,0,0,0,3,0,0,0,2,1,0,3,0,0,1,0,0,2,0,1,1,0,2,0,2,1,3,1,1,3,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0
uber,3,3,3,2,3,2,2,3,2,2,2,2,1,4,2,3,4,2,2,3,3,2,1,2,3,2,3,1,3,3,1,2,2,3,0,3,3,3,3,1,4,4,3,2,3,2,4
uber,0,0,3,0,0,4,4,0,1,2,0,3,0,0,0,0,0,0,0,0,3,2,2,2,0,0,3,1,0,3,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0
uber,0,0,2,4,0,4,0,0,0,2,0,1,2,0,0,0,0,1,0,4,4,2,4,0,2,4,3,1,4,1,0,1,0,1,3,0,0,3,2,0,0,0,2,0,2,2,3
uber,3,3,4,4,4,1,4,0,3,2,0,2,1,2,3,3,2,1,3,4,3,3,3,2,3,0,3,0,2,3,1,3,0,2,0,3,4,3,2,1,4,3,4,2,4,0,4
uber,3,3,3,4,4,2,4,3,4,1,2,3,1,4,2,2,4,2,2,2,3,3,3,2,3,2,4,1,3,3,1,3,2,3,1,2,4,4,4,2,4,2,3,2,4,2,4
uber,2,3,3,4,3,0,1,3,1,2,1,1,1,3,1,3,2,3,3,3,2,1,2,1,3,1,2,1,4,3,0,2,0,2,0,2,3,2,0,0,4,3,3,2,2,2,4
uber,0,0,2,3,2,1,3,2,0,1,0,2,0,2,0,1,1,1,2,3,1,1,2,1,3,2,3,0,2,2,0,2,0,2,1,2,1,2,0,1,3,2,3,0,1,1,3
uber,1,1,3,4,2,1,1,2,0,2,0,3,0,1,0,2,2,2,3,4,2,2,2,2,3,2,3,1,2,3,0,3,0,1,0,1,3,1,2,0,3,2,1,0,0,2,3
uber,1,1,2,1,1,1,1,0,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,3,1,2,2,0,3,0,0,0,3,1,2,2,0,2,0,1,1,3,0,2
uber,2,3,2,4,4,1,3,2,2,2,2,3,2,3,1,3,1,2,3,4,3,3,3,0,3,0,3,0,2,3,0,2,1,2,0,2,3,2,2,0,4,3,4,1,2,1,4
uber,0,4,4,4,4,2,4,1,4,2,0,3,0,4,2,4,4,2,3,4,4,4,4,0,4,4,4,1,4,4,2,4,0,4,0,4,4,4,4,0,4,4,4,0,4,0,4
uber,3,3,4,4,4,3,4,2,3,2,1,3,2,3,2,3,3,2,1,3,4,4,3,2,4,3,4,1,4,3,0,1,0,2,1,3,1,4,3,2,4,4,4,0,3,2,4
uber,0,0,2,3,2,0,0,1,2,2,0,4,0,2,0,0,2,3,0,3,0,3,3,0,2,0,4,1,1,3,0,1,0,2,0,2,2,3,0,0,4,4,2,0,0,0,3
uber,0,0,4,3,4,0,1,0,0,2,1,3,0,0,0,3,0,2,4,4,0,4,4,0,4,0,3,0,2,0,0,3,0,0,0,0,0,4,4,0,3,0,4,0,0,0,4
uber,4,3,4,2,4,3,4,4,3,2,4,4,2,3,2,3,3,2,4,4,4,4,4,3,4,4,4,0,4,3,2,2,1,4,0,3,4,4,4,2,4,4,4,1,0,3,4
uber,2,1,4,4,4,3,4,0,3,2,0,3,0,2,2,2,2,3,4,1,3,4,3,0,4,0,3,0,3,3,0,3,0,3,1,1,4,3,4,0,4,3,4,3,0,1,4
uber,0,0,2,0,4,0,0,2,0,2,0,4,0,4,0,0,0,4,1,1,2,3,3,0,4,0,4,1,4,4,0,4,0,2,0,2,1,4,0,0,4,1,4,0,0,0,2
uber,3,1,4,4,4,3,3,1,3,2,0,2,0,1,1,2,1,1,4,3,3,4,3,2,4,0,3,1,2,1,0,1,0,0,2,3,2,4,2,1,4,4,3,1,0,1,4
ups,0,1,2,1,2,2,1,3,2,2,2,3,0,2,0,1,3,3,1,2,2,2,2,3,1,3,3,1,3,3,3,3,2,2,1,2,1,4,1,3,0,2,2,1,2,2,1
ups,1,2,4,3,1,4,0,3,0,2,1,4,1,3,0,2,4,3,1,3,3,4,3,3,2,2,4,1,3,4,1,3,0,4,0,4,2,4,1,3,1,1,3,0,3,2,1
ups,1,1,2,1,1,1,0,1,1,1,2,2,1,1,1,1,3,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,0,1,1,2,1,1,1,1,1,0,1,1
ups,1,2,3,2,1,3,3,2,2,1,1,3,1,3,1,3,4,3,2,3,4,4,3,2,1,1,3,1,3,4,2,3,0,3,1,2,3,3,2,2,3,2,3,1,1,3,1
