chars,colors,corners,edge,entropy,feat_size,feats,h_mean,h_sd,ht,name,perc_white,s_mean,s_sd,v_mean,v_sd,wt
2,2,71,0.038906601,1.079619558,0.042647828,6,0.253490609,0.429609442,97,cinemark,0.72064607,0.261742817,0.432280692,0.967583798,0.967583798,637
0,4,102,0.0111644,1.079009759,0.027913807,7,0.002631226,0.012044158,161,chipotle-mexican,0.833064706,0.124217613,0.309625698,0.932900832,0.932900832,316
4,4,73,0.024817927,1.074479866,0.028196701,9,0.104595548,0.227893581,170,netapp,0.730095238,0.133684948,0.309791685,0.850503037,0.850503037,525
4,3,33,0.034466258,1.071963429,0.066555926,6,0.266595272,0.334949097,164,mobil,0.589262277,0.388571086,0.4753641,0.901152494,0.901152494,446
8,4,46,0.019302721,1.0710521,0.002844653,32,0.032205223,0.141456985,210,visteon-corporation,0.850595238,0.088365569,0.240362433,0.96109177,0.96109177,336
31,6,88,0.033085732,1.0689834,0.005925285,37,0.103334507,0.223553262,180,johnson-controls,0.829820489,0.141927815,0.329740047,0.939131089,0.939131089,359
1,2,29,0.044842694,1.068822821,0.0534536,4,0,0,148,kia,0.768290752,0.212470222,0.401946782,0.926385922,0.926385922,256
14,4,197,0.042035865,1.063374431,0.005994528,32,0.022778541,0.147326386,144,rackspace,0.787974684,0.019560027,0.131127466,0.830914481,0.830914481,395
0,3,48,0.038597655,1.063146489,0.033790723,7,0.268782286,0.438523676,176,kelloggs,0.734005198,0.227823348,0.385550468,0.981862799,0.981862799,411
6,2,79,0.039917149,1.062542001,0.019375402,8,0.114382325,0.242323294,192,hilton,0.827823359,0.126687365,0.294300138,0.935685186,0.935685186,259
29,5,156,0.036004265,1.062335838,0.004393807,38,0.093091749,0.263156573,137,xcel-energy-inc,0.835512179,0.059389057,0.195562014,0.906587161,0.906587161,445
12,3,118,0.025212224,1.061984514,0.006259196,30,0.02205495,0.107928749,155,ingersoll-rand,0.813766271,0.119874204,0.284167212,0.979441115,0.979441115,456
7,2,148,0.038924841,1.055036424,0.009117188,20,0.118107187,0.23511243,137,autoowners-insurance-group,0.804451313,0.155842235,0.332968481,0.900990308,0.900990308,529
3,2,76,0.035746451,1.055012696,0.035998093,11,0.110747064,0.181444222,143,air-products--chemicals,0.737775482,0.247204309,0.425652432,0.898777314,0.898777314,528
12,4,104,0.040148186,1.053953812,0.013553349,17,0,0,219,dish-networks,0.756741621,0.062731978,0.239038121,0.841900341,0.841900341,318
5,2,5,0.035504198,1.053027487,0.024637786,8,0.122454327,0.232826983,129,time-inc,0.794887911,0.138937288,0.276831197,0.972646918,0.972646918,481
0,2,40,0.035365029,1.05168041,0.141418739,4,0.004247957,0.003797375,169,lenovo,0.427994097,0.500331358,0.436988934,0.935622362,0.935622362,429
16,6,134,0.027183769,1.051430228,0.008427535,25,0.086454491,0.244124591,104,constellation-brands,0.849686414,0.069059895,0.240705753,0.908476384,0.908476384,509
4,4,59,0.02608605,1.0509555,0.032567579,16,0.028096908,0.041461654,195,family-dollar,0.501399392,0.421231237,0.425612497,0.978334153,0.978334153,1475
1,3,120,0.024159806,1.047553553,0.008459306,24,0.016225761,0.049406662,155,avnet,0.772034013,0.087081036,0.241702281,0.882496804,0.882496804,478
8,5,74,0.025100318,1.047366566,0.007239716,28,0.322425067,0.239205336,165,sealed-air-corporation,0.843683409,0.131722172,0.312778137,0.950943439,0.950943439,438
1,2,44,0.033700922,1.045412724,0.055439364,4,0.140629511,0.249885512,157,emc2,0.765598758,0.218790384,0.407801092,0.898314472,0.898314472,402
2,3,42,0.030535714,1.044819953,0.020863095,9,0.10972497,0.278619755,168,pbf-energy,0.865,0.10250833,0.285625928,0.963745798,0.963745798,200
9,4,77,0.038806432,1.044639058,0.028643579,12,0.008484837,0.035865256,140,food-4-less,0.710760668,0.05415763,0.226286756,0.778737798,0.778737798,462
15,5,124,0.033166051,1.042673509,0.006740072,31,0.10688477,0.233300657,134,fannie-mae,0.836860991,0.123504014,0.304870148,0.898161121,0.898161121,574
6,2,34,0.040114372,1.042453684,0.022185647,7,0.110789625,0.240358163,138,moodys,0.830530093,0.152676057,0.352630734,0.941185155,0.941185155,517
3,2,33,0.019585883,1.042268233,0.017715905,19,0.25537649,0.419598185,264,xerox,0.734516135,0.181151928,0.337195333,0.949329569,0.949329569,832
9,3,126,0.035960204,1.039220165,0.00938749,21,0.145318808,0.285114467,116,bank-of-america,0.790107894,0.19066577,0.380577549,0.947332785,0.947332785,636
1,2,30,0.032657122,1.039112828,0.060250089,5,0.239750418,0.351010869,152,ch2m-hill-companies,0.686690626,0.218052255,0.333024845,0.852353955,0.852353955,443
2,4,41,0.040038512,1.039019206,0.035566865,9,8.03E-05,0.000247133,131,hsbc,0.76577952,0.100213758,0.268914489,0.884915486,0.884915486,555
5,3,151,0.041205615,1.038990911,0.008243325,25,0,0,173,nucor-corporation,0.780649601,0,0,0.80185581,0.80185581,420
5,3,58,0.047766431,1.037730562,0.017624182,9,0,0,112,nordstrom,0.809305112,0,0,0.830087938,0.830087938,626
25,4,160,0.041517548,1.037501678,0.0053564,28,0.001007114,0.019593713,178,liberty-interactive-corporation,0.831627133,0.002717827,0.048065038,0.863339725,0.863339725,405
8,4,54,0.026488606,1.037042403,0.007583926,16,0.008598442,0.042767331,154,guardian-life-ins-co-of-america,0.891129625,0.033648368,0.146718079,0.943759267,0.943759267,265
9,6,116,0.040748505,1.036342075,0.010008852,25,0.065135868,0.240140083,159,avery-dennison-corporation,0.787933846,0.104001329,0.26323186,0.908594962,0.908594962,405
15,5,11,0.011639475,1.031186874,0.005139725,31,0.017799795,0.06779949,140,ashland,0.877317947,0.019822552,0.091873186,0.955647652,0.955647652,359
10,2,101,0.023976262,1.029397071,0.017050277,13,0.154998833,0.283724401,271,hyatt-regency,0.772577908,0.065848039,0.126474193,0.926326365,0.926326365,822
4,4,115,0.037780401,1.028562157,0.062933156,11,0.34756642,0.432409005,176,costco,0.574422331,0.375821231,0.446587724,0.926103251,0.926103251,539
4,2,39,0.028173868,1.028148413,0.043249233,6,0.167165729,0.268841145,139,fluor,0.730280446,0.18929633,0.320780275,0.861812107,0.861812107,501
7,2,102,0.037034164,1.02774714,0.010106615,17,0.112306929,0.225590815,134,prudential,0.809926459,0.169581307,0.365713735,0.956823319,0.956823319,481
20,4,179,0.029632733,1.027513852,0.008899102,34,0.113748248,0.232714289,186,fidelity-national,0.813782991,0.131479437,0.301789889,0.919252432,0.919252432,385
1,2,24,0.03100907,1.026238346,0.249071712,2,0.298827652,0.283312075,210,fox,0.496825397,0.479150638,0.477828328,0.93881875,0.93881875,336
5,5,59,0.03626433,1.025819929,0.013446636,19,0.147719353,0.321880684,179,ameren-corporation,0.77596795,0.061060324,0.16552606,0.85063595,0.85063595,403
7,2,54,0.03550173,1.025078045,0.027051134,9,0.155681589,0.260461709,170,jetblue-airways-corporation,0.741217993,0.238591466,0.421239203,0.867397408,0.867397408,425
7,5,156,0.046458323,1.024929099,0.009420298,16,0.012789676,0.083385778,99,henry-schein-inc,0.822702771,0.039361472,0.18447071,0.883917143,0.883917143,639
2,2,39,0.032891604,1.024350469,0.113147336,3,0.221045242,0.295699645,159,cintas-corp,0.64748674,0.33884883,0.468279871,0.924547235,0.924547235,383
8,2,121,0.025825397,1.022226245,0.012125953,15,0.021932705,0.042709371,166,westin,0.79706068,0.04670004,0.096626979,0.905917439,0.905917439,439
3,2,147,0.030109109,1.021807024,0.009233883,21,0.097222343,0.203023783,181,synnex-corporation,0.822163303,0.150750877,0.350126513,0.897054441,0.897054441,398
4,3,220,0.039187621,1.02152731,0.004067537,48,0,0,188,sheraton,0.846170213,0,0,0.878571169,0.878571169,275
0,2,14,0.032079012,1.020761089,0.148260082,3,0,0,225,abc,0.538785185,0,0,0.554620189,0.554620189,225
1,2,44,0.033811833,1.019228428,0.055399753,4,0.139661309,0.249551302,157,emc-corporation,0.766026555,0.218612084,0.408358612,0.898339699,0.898339699,402
0,2,120,0.0354079,1.017871076,0.060383906,2,0.138092844,0.324908997,129,johnson-johnson,0.861602067,0.120313908,0.31144475,0.994107716,0.994107716,525
9,2,72,0.037303982,1.017673365,0.017998599,12,0.137793281,0.248594065,154,allianz,0.769507463,0.212447489,0.402841526,0.906842247,0.906842247,482
15,4,141,0.03851174,1.015945696,0.006061236,24,0.050013415,0.158601542,173,starwood-hotels--resorts-worldwide,0.85401397,0.025173575,0.112588735,0.884736178,0.884736178,403
3,3,87,0.038113155,1.015743695,0.016527313,13,0.156453169,0.358084892,156,tech-mahindra,0.768561873,0.137179311,0.319511602,0.943520832,0.943520832,460
23,2,121,0.008819938,1.01373161,0.002932797,30,0.079341763,0.196331804,153,tata-consultancy-services,0.898441428,0.060633833,0.188184244,0.977871233,0.977871233,455
19,4,172,0.025409058,1.013373756,0.003316974,34,0.069763969,0.181359503,188,cincinnati-financial-corporation,0.88156866,0.07223864,0.24512118,0.942187577,0.942187577,381
14,4,119,0.014348612,1.013093118,0.003513286,31,0.037789595,0.160858445,161,norwegian-cruise,0.909289252,0.016419339,0.103335033,0.959304823,0.959304823,316
0,2,5,0.039652667,1.010357782,0.133462299,4,0.037781644,0.034048443,478,the-home-depot,0.459423855,0.486500822,0.450752686,0.97913291,0.97913291,478
4,4,58,0.038572719,1.008206196,0.032761217,6,0.064132295,0.176682006,123,abbott-labs,0.778071364,0.105769352,0.30272533,0.883759056,0.883759056,360
0,3,28,0.046382701,1.007877195,0.216536223,1,0,0,132,audi,0.758905278,0,0,0.774367162,0.774367162,302
1,3,36,0.035877123,1.007445226,0.02931758,8,0.138127901,0.241252897,283,archerdanielsmidland-company,0.754616437,0.230149014,0.415327049,0.901560995,0.901560995,248
3,4,39,0.032385015,1.003449349,0.044147392,8,0.254547126,0.252634868,166,dana-holding-corporation,0.811428195,0.064292846,0.234287362,0.879358913,0.879358913,274
0,2,36,0.032625686,1.000800642,0.095935052,3,0.28344938,0.444765367,222,hm,0.699747066,0.278982714,0.434333309,0.941605551,0.941605551,317
1,3,30,0.035055147,1.000500985,0.118915441,4,0.019838286,0.022385251,160,hbo,0.502941176,0.233050013,0.248531035,0.533077638,0.533077638,340
2,4,128,0.034432182,1.000468581,0.057123532,12,0.041515914,0.152055436,265,wells-fargo,0.35239587,0.688266705,0.434269692,0.874790526,0.874790526,265
5,10,64,0.023751024,0.999250286,0.01867629,16,0.138273314,0.270055091,165,altria-group,0.694185094,0.201286027,0.335232538,0.928352267,0.928352267,370
17,3,213,0.01821633,0.998534195,0.00554564,30,0.004258286,0.010128774,222,doubletree,0.83942433,0.029512173,0.077859827,0.906151157,0.906151157,318
0,5,57,0.033712041,0.997396383,0.022840692,11,0.041430027,0.148369088,136,chase,0.745261733,0.079816271,0.235119959,0.836303761,0.836303761,554
21,3,93,0.01814966,0.997383213,0.004885954,34,0.01644346,0.096318456,147,asbury-automotive-group,0.884,0.053094463,0.195749546,0.962417394,0.962417394,250
6,2,26,0.03461284,0.997309381,0.03485741,8,0.019436377,0.030394721,199,fiserv-inc,0.710400743,0.277885776,0.441229402,1,1,357
0,2,44,0.035485546,0.996380904,0.030123561,7,0.129977159,0.23804602,159,alaska-air-group,0.778330737,0.204042516,0.395950282,0.875412697,0.875412697,436
8,3,54,0.030585366,0.995792011,0.012158537,12,0.095470487,0.217211151,125,principal-financial-group,0.840609756,0.078367195,0.262145325,0.940163176,0.940163176,328
4,3,141,0.031529626,0.99402565,0.006915747,24,0.08421021,0.208471748,146,fifth-third-bank,0.848566687,0.113684119,0.287442874,0.935606613,0.935606613,421
10,3,14,0.021630906,0.991701136,0.016096202,22,0.154469449,0.245997886,244,aflac,0.721871986,0.259217145,0.426770394,0.967611133,0.967611133,680
4,3,22,0.037746526,0.990366774,0.038699435,7,0.264518031,0.427819482,131,vmware,0.7138127,0.01038391,0.016758444,0.837109143,0.837109143,634
9,4,76,0.035366737,0.989630626,0.023857445,11,0.162832581,0.358052496,113,ak-steel-holding-corporation,0.737820048,0.161117877,0.364423819,0.878908215,0.878908215,281
17,4,91,0.021239441,0.987737546,0.002693003,32,0.025527483,0.1190787,114,energy-transfer-equity,0.926616309,0.020862681,0.130458587,0.953167482,0.953167482,216
1,4,41,0.029520295,0.987057912,0.047547033,8,0.142398435,0.243153829,122,jabil,0.74761055,0.238920188,0.42159234,0.88620696,0.88620696,542
8,3,66,0.042332415,0.985374135,0.021671258,12,0,0,126,blackrock,0.743145743,0,0,0.759692005,0.759692005,605
16,7,101,0.035421888,0.984650172,0.007463102,28,0.116575733,0.257809413,180,erie-insurance-group,0.793400167,0.141307903,0.338000612,0.916025194,0.916025194,399
4,3,13,0.018561063,0.984646309,0.02818213,13,0.120710884,0.217469919,279,cerner-corp,0.746995367,0.213314985,0.372175367,0.95476721,0.95476721,1025
1,2,80,0.036083146,0.982603062,0.029750959,11,0.335632863,0.469991505,109,halliburton,0.66447699,0.290894129,0.415608486,0.977217107,0.977217107,986
1,3,50,0.040074354,0.980851712,0.014783227,15,0,0,67,chubb,0.855229348,0,0,0.880878092,0.880878092,273
2,2,4,0.012835129,0.979618069,0.004063475,30,0.049421554,0.126754421,161,praxair,0.865083733,0.077776656,0.219535973,0.966040076,0.966040076,316
7,3,50,0.018620042,0.979070253,0.011338099,16,0.053857064,0.140813382,102,realogy-holdings-corp,0.857756705,0.078164219,0.227471821,0.93085221,0.93085221,397
0,2,35,0.029402565,0.978368041,0.118014284,4,0,0,139,uber,0.512198937,0,0,0.52932774,0.52932774,138
0,2,124,0.027190763,0.978168286,0.045393613,6,0.172303064,0.265993656,135,anadarko,0.712032172,0.223156031,0.364128604,0.858375132,0.858375132,571
11,3,69,0.026476864,0.974877634,0.00958751,16,0.094600744,0.280935429,112,flowers-foods,0.836169137,0.115417245,0.277091539,0.938522233,0.938522233,636
1,2,54,0.033168123,0.973434988,0.215676803,2,0.26313168,0.290765137,192,lowes,0.555919579,0.430135456,0.491221162,0.810622397,0.810622397,372
0,2,64,0.031480388,0.973300984,0.386276583,1,0.237251397,0.289142998,169,samsung,0.60161452,0.377663506,0.473686329,0.857687853,0.857687853,431
0,4,52,0.031403028,0.972775746,0.057829591,12,0.159102309,0.268688706,255,sunoco,0.648084933,0.304494013,0.423103322,0.913224288,0.913224288,386
5,2,4,0.019310546,0.972093122,0.021910605,7,0.016254435,0.034131026,105,teradata,0.834589541,0.134167516,0.304267555,0.989767032,0.989767032,326
0,2,25,0.025724097,0.9711949,0.523215885,1,0.533783192,0.495421095,197,3m,0.465228426,0.461895067,0.436348089,0.964064778,0.964064778,340
19,4,66,0.015459364,0.968806935,0.004182728,33,0.084362545,0.201838905,96,ch-robinson,0.896569494,0.052375813,0.201892513,0.946971495,0.946971495,283
8,4,135,0.027252071,0.968576071,0.013099929,12,0.091122025,0.280986245,212,foot-locker,0.815074206,0.076303361,0.226250636,0.909973054,0.909973054,328
12,3,92,0.040081713,0.967769006,0.012371443,16,0.0145541,0.084209363,140,discovery-media,0.801394759,0.014653816,0.092836395,0.835464284,0.835464284,507
5,2,27,0.029653923,0.967692917,0.031416478,9,0.17062197,0.262194633,166,unum-group,0.706795291,0.253566126,0.418178374,0.88343243,0.88343243,439
0,3,31,0.028794835,0.964351193,0.108555715,3,0,0,205,lee,0.656312769,0,0,0.669438321,0.669438321,340
7,2,55,0.033084577,0.961595186,0.02660546,8,0.138555304,0.254798129,134,amphenol-corporation,0.777507201,0.164546212,0.315863515,0.917303832,0.917303832,570
8,2,51,0.037968442,0.961547525,0.018819115,9,0.186365621,0.383238001,148,jc-penney,0.814755584,0.154294804,0.335427751,0.981833609,0.981833609,507
3,3,37,0.039046838,0.961468483,0.05664688,7,0,0,124,mtv,0.579096045,0,0,0.602873101,0.602873101,177
3,4,74,0.042935754,0.961280748,0.006907466,26,0.092692572,0.279273109,103,loreal,0.87788721,0.00875908,0.039523656,0.916000415,0.916000415,277
13,3,123,0.03377288,0.959437819,0.015173578,19,0.004472087,0.00914722,169,southern-company,0.772821773,0.065145505,0.181642411,0.901492873,0.901492873,407
13,2,62,0.036546339,0.959242759,0.012836822,16,0.124503568,0.231894035,124,priceline,0.782178059,0.193339867,0.37752114,0.94875123,0.94875123,504
4,5,87,0.043331809,0.958392716,0.015826912,13,0.058947369,0.157437087,173,freddie-mac,0.76109286,0.119509203,0.307819336,0.887504074,0.887504074,417
0,3,47,0.028743892,0.957149991,0.141266648,3,0.440443948,0.484087172,196,levis,0.551897097,0.401108735,0.449866789,0.897474145,0.897474145,355
9,6,65,0.030410509,0.956469655,0.014915161,24,0.046963598,0.145546461,150,cognizant,0.784351396,0.059201818,0.178052042,0.873474806,0.873474806,406
1,2,42,0.026935585,0.956120391,0.15101136,3,0.000333922,0.000393962,171,reinsurance-group-of-america,0.537530443,0.425631907,0.464528947,0.946450923,0.946450923,401
1,3,44,0.030278321,0.955949718,0.012022541,12,0.007819184,0.063009561,84,univar,0.879973907,0.012167045,0.106346482,0.939806821,0.939806821,219
16,4,119,0.028506164,0.95462488,0.005140117,28,0.090496957,0.223344813,116,american-airlines,0.863868202,0.056042846,0.166906451,0.932388036,0.932388036,551
0,3,31,0.030819191,0.952726557,0.050898806,5,0.193122724,0.333687591,222,occidental-petroleum-corporation,0.734716111,0.245132625,0.416527192,0.938256369,0.938256369,215
19,3,56,0.032119387,0.951477512,0.009225331,22,0.121142782,0.228238641,166,charter-communications,0.780777656,0.178340235,0.375565826,0.932442282,0.932442282,440
6,3,55,0.021596581,0.950449031,0.009827749,24,0.072761259,0.177515865,151,dominion,0.792695658,0.10905155,0.257232834,0.934404399,0.934404399,406
28,5,186,0.025617667,0.947904212,0.004346057,39,0.089480079,0.213352865,175,hca-holdings,0.866694272,0.097179079,0.278195168,0.929957591,0.929957591,414
7,2,63,0.03665996,0.946736146,0.023660295,8,0.182842651,0.385033445,150,alphabet,0.800482897,0.170433129,0.348237606,0.986397233,0.986397233,497
0,2,55,0.032963875,0.945806475,0.045778599,3,0.091216469,0.207527413,145,johnsons,0.848029557,0.136726286,0.334584799,0.971527416,0.971527416,336
2,2,40,0.014482069,0.943698158,0.065046892,6,0.198456705,0.269833477,323,teachers-insurance-and-annuity-association,0.651360483,0.316561934,0.445357189,0.887934588,0.887934588,1117
0,2,65,0.027851852,0.943563852,0.209416667,2,0.006407407,0.056237433,225,cummins,0.569574074,0.418174274,0.487393147,0.999801525,0.999801525,240
3,3,178,0.041986167,0.942616378,0.013963845,15,0,0,181,courtyard,0.79730576,0,0,0.820736665,0.820736665,397
5,3,321,0.036786222,0.94226245,0.023851166,20,0.316824754,0.44917597,269,ww-grainger-inc,0.50455328,0.165319686,0.288518557,0.707213299,0.707213299,1043
3,3,114,0.021687832,0.938849568,0.056767464,13,0.261807661,0.384829231,667,mccormick,0.591932511,0.333363183,0.428996154,0.91527724,0.91527724,906
14,3,137,0.0438014,0.938445548,0.004820516,29,0,0,176,michaels,0.840117248,0,0,0.862069948,0.862069948,409
11,4,62,0.036462736,0.93618433,0.007519466,19,0.029232265,0.101410333,155,newell-brands,0.848743048,0.040766432,0.14143366,0.926637004,0.926637004,290
16,4,93,0.021388573,0.935465303,0.003956325,40,0.050069337,0.148899267,189,patterson-companies,0.864525002,0.079091577,0.224014158,0.955228579,0.955228579,377
4,4,66,0.039570682,0.933420072,0.026959469,8,0.003832618,0.014984311,146,tenneco,0.759186556,0.030799315,0.125432826,0.806250806,0.806250806,485
2,3,73,0.031511387,0.933218991,0.015660957,11,0.071558633,0.189249088,175,capital-one,0.814396135,0.156178703,0.342717396,0.929257771,0.929257771,414
16,5,172,0.02539948,0.932943318,0.004457669,34,0.05886315,0.2303625,92,universal-health-services,0.878576737,0.047824959,0.205213388,0.9382334,0.9382334,585
7,4,86,0.023107993,0.931693112,0.007964436,17,0.003816952,0.020596045,168,whirlpool,0.87017432,0.019914697,0.121387268,0.914404095,0.914404095,280
9,3,116,0.026789818,0.931091202,0.009430681,19,0.084877017,0.202543213,229,host-hotels-and-resorts,0.842550563,0.121440842,0.311419077,0.927611131,0.927611131,304
0,3,20,0.029979366,0.927414795,0.189464741,1,0,0,107,under-armour,0.785532225,0,0,0.800453605,0.800453605,154
0,2,26,0.029296472,0.926921404,0.149273483,5,0.287594766,0.301818278,262,vf-corporation,0.528220696,0.460041953,0.494503069,0.874321926,0.874321926,259
9,3,48,0.026567337,0.922998663,0.009806502,15,0.020531989,0.071432185,190,ingredion-incorporated,0.840847523,0.043305417,0.159541067,0.932273872,0.932273872,272
2,2,32,0.03260947,0.921822315,0.063462679,3,0.114322472,0.224386507,265,dell,0.800911356,0.187905728,0.384887667,0.946459601,0.946459601,265
4,3,67,0.041971211,0.921693819,0.017862914,13,0,0,143,neutrogena,0.811649744,0,0,0.834545315,0.834545315,531
4,4,60,0.027297971,0.921300377,0.012200961,16,0.120278297,0.231782659,265,dean-foods-company,0.788636525,0.174517242,0.350808364,0.912368675,0.912368675,265
6,3,73,0.044728638,0.919517126,0.039579224,10,0.002601571,0.041564557,117,listerine,0.649911985,2.85E-05,0.000502489,0.670487183,0.670487183,403
0,2,161,0.025532218,0.91750126,0.075312685,6,0.001791017,0.022477362,265,mattel,0.538113208,0.382343676,0.419193446,0.918050133,0.918050133,265
0,2,46,0.030586343,0.916866392,0.045582586,6,0.172615767,0.270595805,221,alcoa,0.71545241,0.240547088,0.39064892,0.897960447,0.897960447,287
15,3,65,0.0294328,0.91614359,0.008875915,20,0.019358694,0.042650009,166,lansing-trade-group,0.812592837,0.079099463,0.181402316,0.938078503,0.938078503,438
5,3,28,0.030433513,0.915808927,0.020256572,9,0.063611615,0.123871464,124,publix,0.798058678,0.135565488,0.275811794,0.914254896,0.914254896,442
0,2,63,0.042148438,0.91232721,0.150822754,4,0.346295874,0.273176195,320,new-york-life-insurance-company,0.388105469,0.601768451,0.485099439,0.855727673,0.855727673,320
6,4,69,0.032613669,0.912271789,0.010365432,24,0.079344245,0.200155729,269,autoliv,0.788118387,0.12348878,0.325116018,0.898761235,0.898761235,260
17,2,31,0.044496044,0.910043809,0.007471936,21,0.098316851,0.212651127,154,lyondellbasell,0.828144828,0.064652675,0.171939737,0.929520559,0.929520559,481
1,4,124,0.031718176,0.907317279,0.022384249,14,0.005175198,0.065484687,234,gatorade,0.684930616,0.011614538,0.087852713,0.717715114,0.717715114,263
12,2,103,0.01990436,0.906737692,0.005512313,27,0.072686468,0.163314673,166,quest-diagnostic,0.845391877,0.133438711,0.331118836,0.931276044,0.931276044,388
2,4,51,0.028897392,0.906281109,0.051440854,9,0.285952704,0.319221513,210,mosaic,0.530385488,0.252911973,0.336235135,0.85376495,0.85376495,336
2,3,41,0.024724068,0.904607296,0.08037669,5,0.221042828,0.270132137,257,pge,0.592923436,0.356732331,0.435773253,0.91452555,0.91452555,257
6,3,87,0.031145024,0.902654842,0.012810464,12,0.050317438,0.142031713,138,health-net-inc,0.837252455,0.079892883,0.203996193,0.919560544,0.919560544,453
17,2,98,0.031284365,0.902481116,0.006410484,23,0.093974989,0.218294448,173,jarden-corporation,0.847906387,0.107159326,0.271801011,0.938808546,0.938808546,410
16,6,86,0.034733053,0.902104639,0.007254359,28,0.068755001,0.246176978,157,expeditors-international-of-washington,0.866402367,0.0373892,0.149256922,0.922143296,0.922143296,437
10,4,49,0.031544901,0.901492297,0.011889904,15,0.002320784,0.010497679,90,celanese-corporation,0.858181126,0.030863747,0.149706846,0.915490495,0.915490495,292
5,3,80,0.039491929,0.900702635,0.040829111,9,0,0,137,gamestop,0.617128431,0.168069413,0.370309387,0.798681576,0.798681576,558
1,4,28,0.036782813,0.898145862,0.052841386,6,0.059673632,0.177002797,206,chs,0.793017068,0.094638528,0.289959511,0.8676896,0.8676896,343
8,2,63,0.031599306,0.897131473,0.014341121,13,0.083457017,0.162751255,147,veritiv-corp,0.798919568,0.168688199,0.356300582,0.895051511,0.895051511,510
0,2,30,0.029132691,0.89678488,0.037295116,6,0.133797463,0.23679056,190,florida-power-and-light,0.767432666,0.218368036,0.402815589,0.964122056,0.964122056,213
2,2,44,0.037881036,0.896466448,0.014553326,7,0.07209077,0.205275999,123,l-brands,0.883666647,0.008018914,0.069441706,0.941687059,0.941687059,411
8,4,65,0.038933407,0.896151398,0.016587668,13,0.008548418,0.08924848,140,autonation,0.755001382,0.003262966,0.037242886,0.780184267,0.780184267,517
6,3,55,0.03463667,0.895895448,0.035422286,8,0.077402379,0.192710213,154,linkedin,0.696737952,0.131304004,0.335706737,0.788576423,0.788576423,467
11,3,88,0.009834978,0.895881468,0.001229093,81,0.002328897,0.01315889,87,thomson-reuters,0.901620056,0.015311609,0.107457656,0.959325689,0.959325689,381
0,2,80,0.027936475,0.89391528,0.026133626,13,0.350876782,0.475060654,127,kitchenaid,0.648725653,0.286135468,0.395326766,0.930555285,0.930555285,1064
4,3,13,0.033020454,0.893626765,0.007262833,19,0.094115034,0.222117978,172,nielsen,0.849887924,0.025092765,0.141570806,0.938847483,0.938847483,415
12,4,91,0.022682927,0.893626668,0.003823306,25,0.040322983,0.161976011,150,pitney-bowes-inc,0.885745257,0.029234421,0.133977588,0.949809023,0.949809023,492
22,5,171,0.033004611,0.892178124,0.005921162,37,0.106752503,0.300482315,122,international-paper,0.857210553,0.0201835,0.087162485,0.888532827,0.888532827,640
10,5,83,0.021675084,0.891323268,0.007499806,29,0.075740406,0.169043361,198,dollar-tree,0.81214927,0.139928222,0.319360993,0.929316531,0.929316531,360
12,3,82,0.035427823,0.890811541,0.00996708,18,0,0,149,wynn-resorts,0.89102729,0,0,0.911405269,0.911405269,287
0,2,36,0.029831475,0.890249287,0.075313939,3,0.197460768,0.352715328,149,kkr,0.765423464,0.177715574,0.331982457,0.838718574,0.838718574,499
4,2,4,0.034159072,0.889707397,0.026343476,8,0.050771478,0.092949118,163,xbox,0.781313621,0.209600515,0.40152849,0.941245539,0.941245539,449
16,5,88,0.035901702,0.888385225,0.00421733,28,0.045629374,0.202863968,130,sears-holdings-corporation,0.902841418,0.010618877,0.071927447,0.922305659,0.922305659,601
0,3,15,0.02156956,0.887635989,0.495354736,3,0.668082736,0.458859142,290,mcdonalds,0.256837099,0.678026767,0.405685528,0.84398685,0.84398685,290
7,3,41,0.042769265,0.887585053,0.023309272,12,0,0,151,dillards,0.789437225,0,0,0.805283344,0.805283344,478
1,3,167,0.034024831,0.887505341,0.018909034,11,0,0,202,timberland,0.77754204,0,0,0.7977461,0.7977461,315
6,3,7,0.021544178,0.887160274,0.03199863,11,0.094588943,0.165741622,320,actavis,0.742676099,0.188888259,0.329551476,0.904566747,0.904566747,614
8,2,85,0.031736847,0.886946746,0.013561233,11,0.166715552,0.361553296,141,burlington-stores,0.835380872,0.140508202,0.32617785,0.989064434,0.989064434,478
1,4,72,0.032117991,0.883555996,0.049507125,9,0.008464092,0.026253802,185,oshkosh-corporation,0.716627985,0.08799083,0.272928214,0.811241576,0.811241576,361
8,3,48,0.030126017,0.882667171,0.016470494,9,0.095905171,0.209594217,104,welltower-inc,0.834569441,0.120789894,0.283085482,0.94190784,0.94190784,293
3,2,69,0.029579752,0.88176828,0.023642648,9,0.131727029,0.243715527,191,csx,0.77974074,0.188139666,0.361993008,0.903376598,0.903376598,374
6,4,62,0.033130079,0.881003084,0.008329696,14,0.066717386,0.1897264,149,hyatt,0.856658705,0.110610078,0.287251359,0.930596602,0.930596602,503
0,2,77,0.038891166,0.879663032,0.151580754,4,0,0,164,blackstone,0.37540138,0,0,0.39183683,0.39183683,357
18,3,109,0.040213601,0.878302562,0.007483653,20,0.083562066,0.222297432,74,tommy-hilfiger,0.879773322,0.093406048,0.281240874,0.929395183,0.929395183,620
3,2,21,0.036322659,0.876347863,0.069893811,5,0,0,164,cbs,0.638169902,0,0,0.649570994,0.649570994,441
